commit_sha,issue_address,commit_message,file_name,change_type,log_statement,old_log_loc,old_store_name,new_log_loc,new_store_name
5222289f1e828a6b8969f751edfcecb3a3f2c434,Merge branch 'update-expat' into release-3.9,[],Utilities/cmexpat/lib/xmlparse.c,0,"fprintf(stderr, ""Entropy: %s --> 0x%0*lx (%lu bytes)\n"",",719,/data/download/CMake/CMake/Kitware_CMake_0_old.cpp,798,/data/download/CMake/CMake/Kitware_CMake_0_new.cpp
0a40c668f5bd60e68cde3fc7803aec2611f6c1c3,"Merge branch 'upstream-expat' into update-expat

* upstream-expat:
  expat 2017-06-17 (c4446687)",[],Utilities/cmexpat/lib/xmlparse.c,0,"fprintf(stderr, ""Entropy: %s --> 0x%0*lx (%lu bytes)\n"",",719,/data/download/CMake/CMake/Kitware_CMake_1_old.cpp,798,/data/download/CMake/CMake/Kitware_CMake_1_new.cpp
4b8a8c226fd7fe19d9445664c4cb9ff084b44281,"expat 2017-06-17 (c4446687)

Code extracted from:

    https://github.com/libexpat/libexpat.git

at commit c4446687cfc6c5fd7f6371aeaf24c69402a3589e (R_2_2_1).",[],lib/xmlparse.c,0,"fprintf(stderr, ""Entropy: %s --> 0x%0*lx (%lu bytes)\n"",",719,/data/download/CMake/CMake/Kitware_CMake_2_old.cpp,798,/data/download/CMake/CMake/Kitware_CMake_2_new.cpp
df1c187f2fdfa48bd36d770bac23f6503fd9b071,Merge branch 'update-curl' into release-3.9,[],Utilities/cmcurl/lib/file.c,3,"snprintf(buf, CURL_BUFSIZE(data->set.buffer_size),",478,/data/download/CMake/CMake/Kitware_CMake_3_old.cpp,477,/data/download/CMake/CMake/Kitware_CMake_3_new.cpp
df1c187f2fdfa48bd36d770bac23f6503fd9b071,Merge branch 'update-curl' into release-3.9,[],Utilities/cmcurl/lib/file.c,3,"snprintf(buf, CURL_BUFSIZE(data->set.buffer_size),",495,/data/download/CMake/CMake/Kitware_CMake_3_old.cpp,494,/data/download/CMake/CMake/Kitware_CMake_3_new.cpp,Utilities/cmcurl/lib/file.c,+,"snprintf(header, sizeof(header),",0,/data/download/CMake/CMake/Kitware_CMake_3_old.cpp,0,/data/download/CMake/CMake/Kitware_CMake_3_new.cpp,Utilities/cmcurl/lib/file.c,-,"snprintf(buf, BUFSIZE-1,",0,/data/download/CMake/CMake/Kitware_CMake_3_old.cpp,0,/data/download/CMake/CMake/Kitware_CMake_3_new.cpp
df1c187f2fdfa48bd36d770bac23f6503fd9b071,Merge branch 'update-curl' into release-3.9,[],Utilities/cmcurl/lib/file.c,3,"snprintf(buf, CURL_BUFSIZE(data->set.buffer_size),",2110,/data/download/CMake/CMake/Kitware_CMake_3_old.cpp,2109,/data/download/CMake/CMake/Kitware_CMake_3_new.cpp,Utilities/cmcurl/lib/file.c,+,"snprintf(header, sizeof(header),",0,/data/download/CMake/CMake/Kitware_CMake_3_old.cpp,0,/data/download/CMake/CMake/Kitware_CMake_3_new.cpp,Utilities/cmcurl/lib/file.c,-,"snprintf(buf, BUFSIZE-1,",0,/data/download/CMake/CMake/Kitware_CMake_3_old.cpp,0,/data/download/CMake/CMake/Kitware_CMake_3_new.cpp,Utilities/cmcurl/lib/file.c,+,"snprintf(header, sizeof(header),",0,/data/download/CMake/CMake/Kitware_CMake_3_old.cpp,0,/data/download/CMake/CMake/Kitware_CMake_3_new.cpp,Utilities/cmcurl/lib/formdata.c,-,"return aprintf(""------------------------%08x%08x"", rnd[0], rnd[1]);",0,/data/download/CMake/CMake/Kitware_CMake_4_old.cpp,0,/data/download/CMake/CMake/Kitware_CMake_4_new.cpp,Utilities/cmcurl/lib/ftp.c,-,"snprintf(buf, CURL_BUFSIZE(conn->data->set.buffer_size),",0,/data/download/CMake/CMake/Kitware_CMake_4_old.cpp,0,/data/download/CMake/CMake/Kitware_CMake_4_new.cpp
