identity,file,location,condition_feature,statement_feature,vector
"(1030880, u'True')",[u'/data/download/CMake/cmake-master/cmake-master/Utilities/cmlibarchive/libarchive/archive_write_set_format_xar.c'],2842:5:71164:71175,"[u'Identifier', u'Identifier', u'EqualityExpression']","[u'Identifier', u'Identifier', u'Callee', u'Identifier', u'Argument', u'Identifier', u'Argument', u'PrimaryExpression', u'Argument', u'ArgumentList', u'CallExpression']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 1, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]"
"(1030920, u'True')",[u'/data/download/CMake/cmake-master/cmake-master/Utilities/cmlibarchive/libarchive/archive_write_set_format_xar.c'],2835:5:70939:70972,"[u'Identifier', u'Callee', u'UnaryOperator', u'Identifier', u'UnaryOp', u'Argument', u'Identifier', u'Argument', u'ArgumentList', u'CallExpression']","[u'Identifier', u'Identifier', u'PtrMemberAccess', u'Identifier', u'AssignmentExpr', u'Identifier', u'Callee', u'Identifier', u'Argument', u'Identifier', u'Argument', u'PrimaryExpression', u'Argument', u'ArgumentList', u'CallExpression', u'Identifier']","[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 1, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1]"
"(1031237, u'True')",[u'/data/download/CMake/cmake-master/cmake-master/Utilities/cmlibarchive/libarchive/archive_write_set_format_xar.c'],2903:5:72712:72745,"[u'Identifier', u'Callee', u'UnaryOperator', u'Identifier', u'UnaryOp', u'Argument', u'Identifier', u'Argument', u'ArgumentList', u'CallExpression']","[u'Identifier', u'Callee', u'Identifier', u'Argument', u'Identifier', u'Argument', u'PrimaryExpression', u'Argument', u'ArgumentList', u'CallExpression', u'Identifier', u'Identifier', u'Identifier', u'PtrMemberAccess', u'Identifier', u'AssignmentExpr', u'Condition', u'Identifier', u'Callee', u'Identifier', u'Argument', u'ArgumentList', u'CallExpression']","[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 2, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 2]"
"(1031280, u'True')",[u'/data/download/CMake/cmake-master/cmake-master/Utilities/cmlibarchive/libarchive/archive_write_set_format_xar.c'],2895:5:72516:72527,"[u'Identifier', u'Identifier', u'EqualityExpression']","[u'Identifier', u'Callee', u'Identifier', u'Argument', u'Identifier', u'Argument', u'PrimaryExpression', u'Argument', u'ArgumentList', u'CallExpression', u'Condition', u'Identifier']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 1, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]"
"(1032549, u'True')",[u'/data/download/CMake/cmake-master/cmake-master/Utilities/cmlibarchive/libarchive/archive_write_set_format_xar.c'],3117:6:78048:78059,"[u'Identifier', u'Identifier', u'EqualityExpression']","[u'Identifier', u'Callee', u'UnaryOperator', u'Identifier', u'Identifier', u'PtrMemberAccess', u'UnaryOp', u'Argument', u'Identifier', u'Argument', u'PrimaryExpression', u'Argument', u'ArgumentList', u'CallExpression', u'Identifier']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 1, 3, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1]"
"(1033334, u'True')",[u'/data/download/CMake/cmake-master/cmake-master/Utilities/cmlibarchive/libarchive/archive_write_set_format_zip.c'],361:6:10862:10887,"[u'Identifier', u'Identifier', u'EqualityExpression', u'Identifier', u'PrimaryExpression', u'ArrayIndexing', u'PrimaryExpression', u'EqualityExpression', u'OrExpression']","[u'Identifier', u'Callee', u'UnaryOperator', u'Identifier', u'Identifier', u'PtrMemberAccess', u'UnaryOp', u'Argument', u'Identifier', u'Argument', u'PrimaryExpression', u'Argument', u'Identifier', u'Identifier', u'PtrMemberAccess', u'Argument', u'ArgumentList', u'CallExpression']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 1, 4, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 1]"
"(1033507, u'False')",[u'/data/download/CMake/cmake-master/cmake-master/Utilities/cmlibarchive/libarchive/archive_write_set_format_zip.c'],323:13:9799:9824,"[u'Identifier', u'Callee', u'Identifier', u'Argument', u'PrimaryExpression', u'Argument', u'ArgumentList', u'CallExpression', u'PrimaryExpression', u'EqualityExpression']","[u'Identifier', u'Callee', u'UnaryOperator', u'Identifier', u'Identifier', u'PtrMemberAccess', u'UnaryOp', u'Argument', u'Identifier', u'Argument', u'PrimaryExpression', u'Argument', u'Identifier', u'Identifier', u'PtrMemberAccess', u'Argument', u'Identifier', u'Argument', u'ArgumentList', u'CallExpression']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 1, 5, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 1]"
"(1033500, u'False')",[u'/data/download/CMake/cmake-master/cmake-master/Utilities/cmlibarchive/libarchive/archive_write_set_format_zip.c'],324:7:9836:9903,"[u'Identifier', u'Callee', u'Identifier', u'Argument', u'ArgumentList', u'CallExpression']","[u'Identifier', u'Callee', u'UnaryOperator', u'Identifier', u'Identifier', u'PtrMemberAccess', u'UnaryOp', u'Argument', u'Identifier', u'Argument', u'PrimaryExpression', u'Argument', u'ArgumentList', u'CallExpression']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 1, 3, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1]"
"(1033548, u'False')",[u'/data/download/CMake/cmake-master/cmake-master/Utilities/cmlibarchive/libarchive/archive_write_set_format_zip.c'],314:7:9522:9589,"[u'Identifier', u'Callee', u'Identifier', u'Argument', u'ArgumentList', u'CallExpression']","[u'Identifier', u'Callee', u'UnaryOperator', u'Identifier', u'Identifier', u'PtrMemberAccess', u'UnaryOp', u'Argument', u'Identifier', u'Argument', u'PrimaryExpression', u'Argument', u'ArgumentList', u'CallExpression']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 1, 3, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1]"
"(1033596, u'False')",[u'/data/download/CMake/cmake-master/cmake-master/Utilities/cmlibarchive/libarchive/archive_write_set_format_zip.c'],305:7:9234:9277,"[u'Identifier', u'Callee', u'ArgumentList', u'CallExpression']","[u'Identifier', u'Callee', u'UnaryOperator', u'Identifier', u'Identifier', u'PtrMemberAccess', u'UnaryOp', u'Argument', u'Identifier', u'Argument', u'PrimaryExpression', u'Argument', u'ArgumentList', u'CallExpression']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 1, 3, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1]"
"(1033814, u'True')",[u'/data/download/CMake/cmake-master/cmake-master/Utilities/cmlibarchive/libarchive/archive_write_set_format_zip.c'],263:6:7881:7906,"[u'Identifier', u'Identifier', u'EqualityExpression', u'Identifier', u'PrimaryExpression', u'ArrayIndexing', u'PrimaryExpression', u'EqualityExpression', u'OrExpression']","[u'Identifier', u'Callee', u'UnaryOperator', u'Identifier', u'Identifier', u'PtrMemberAccess', u'UnaryOp', u'Argument', u'Identifier', u'Argument', u'PrimaryExpression', u'Argument', u'Identifier', u'Identifier', u'PtrMemberAccess', u'Argument', u'ArgumentList', u'CallExpression']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 1, 4, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 1]"
"(1034218, u'True')",[u'/data/download/CMake/cmake-master/cmake-master/Utilities/cmlibarchive/libarchive/archive_write_set_format_zip.c'],477:5:14255:14270,"[u'Identifier', u'Identifier', u'PtrMemberAccess', u'Identifier', u'EqualityExpression']","[u'Identifier', u'Callee', u'Identifier', u'Argument', u'ArgumentList', u'CallExpression', u'Identifier', u'Callee', u'UnaryOperator', u'Identifier', u'Identifier', u'PtrMemberAccess', u'UnaryOp', u'Argument', u'Identifier', u'Argument', u'PrimaryExpression', u'Argument', u'ArgumentList', u'CallExpression', u'Identifier']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 2, 4, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 2]"
