code,location,file,cdg_node,neighbor_node,context_list,ddg_list,static_list,cluster_index
"control_printf ( SL_SUCCESS , ""213 End of Status."" )",1550:4:46030:46078,/data/download/bftpd/bftpd/commands.c,[],"[["""", [8692, ""True"", ""bftpd_stat ( mapped , stderr )"", ""ExpressionStatement""]], ["""", [8701, ""True"", ""control_printf ( SL_SUCCESS , \""213-Status of %s:\"" , filename )"", ""ExpressionStatement""]]]","[[[""bftpd_stat"", ""char *"", ""stderr""]], [[""control_printf"", ""SL_SUCCESS"", ""\""213-Status of %s:\"""", ""char *""]]]",[],"[""\""213 End of Status.\""""]",30
"control_printf ( SL_SUCCESS , ""213-Status of %s:"" , filename )",1548:4:45935:45992,/data/download/bftpd/bftpd/commands.c,[],"[["""", [8712, ""True"", ""char * mapped = bftpd_cwd_mappath ( filename ) ;"", ""IdentifierDeclStatement""]], ["""", [8671, ""True"", ""char * filename"", ""Parameter""]]]","[[[""char *"", ""char *"", ""bftpd_cwd_mappath"", ""char *"", ""=""]], [[""char *""]]]","[[[""char *""], ""char *""]]","[""\""213-Status of %s:\""""]",31
"control_printf ( SL_SUCCESS , ""200 CHMOD successful."" )",1586:2:47030:47081,/data/download/bftpd/bftpd/commands.c,"[[""False"", [8797, ""True"", ""chmod ( mapped , permissions )"", ""Condition""]], [""True"", [8872, ""True"", ""! my_string"", ""Condition""]]]",[],"[[[""chmod"", ""char *"", ""int""]], [[""!"", ""char *""]]]",[],"[""\""200 CHMOD successful.\""""]",111
"control_printf ( SL_FAILURE , ""Error: %s."" , strerror ( errno ) )",1582:2:46879:46936,/data/download/bftpd/bftpd/commands.c,"[[""True"", [8797, ""True"", ""chmod ( mapped , permissions )"", ""Condition""]], [""True"", [8872, ""True"", ""! my_string"", ""Condition""]]]",[],"[[[""chmod"", ""char *"", ""int""]], [[""!"", ""char *""]]]",[],"[""\""Error: %s.\""""]",111
"control_printf ( SL_FAILURE , ""550: An error occured on the server trying to CHMOD."" )",1569:12:46435:46517,/data/download/bftpd/bftpd/commands.c,"[[""True"", [8872, ""True"", ""! my_string"", ""Condition""]], [""False"", [8906, ""True"", ""! strchr ( params , ' ' )"", ""Condition""]]]",[],"[[[""!"", ""char *""]], [[""!"", ""strchr"", ""char *"", ""' '""]]]",[],"[""\""550: An error occured on the server trying to CHMOD.\""""]",32
"control_printf ( SL_FAILURE , ""550 Usage: SITE CHMOD <permissions> <filename>"" )",1563:2:46244:46320,/data/download/bftpd/bftpd/commands.c,"[[""True"", [8906, ""True"", ""! strchr ( params , ' ' )"", ""Condition""]]]",[],"[[[""!"", ""strchr"", ""char *"", ""' '""]]]",[],"[""\""550 Usage: SITE CHMOD <permissions> <filename>\""""]",112
"control_printf ( SL_SUCCESS , ""200 CHOWN successful."" )",1629:2:48280:48331,/data/download/bftpd/bftpd/commands.c,"[[""False"", [9016, ""True"", ""chown ( mapped , uid , gid )"", ""Condition""]], [""False"", [9076, ""True"", ""! sscanf ( group , \""%i\"" , & gid )"", ""Condition""]], [""False"", [9063, ""True"", ""( ( gid = mygetpwnam ( group , groupfile ) ) ) < 0"", ""Condition""]]]",[],"[[[""chown"", ""char *"", ""int"", ""int""]], [[""!"", ""sscanf"", ""char *"", ""\""%i\"""", ""&"", ""gid""]], [[""gid"", ""mygetpwnam"", ""char *"", ""groupfile"", ""="", ""0"", ""<""]]]",[],"[""\""200 CHOWN successful.\""""]",113
"control_printf ( SL_FAILURE , ""550 Error: %s."" , strerror ( errno ) )",1625:2:48123:48184,/data/download/bftpd/bftpd/commands.c,"[[""True"", [9016, ""True"", ""chown ( mapped , uid , gid )"", ""Condition""]], [""False"", [9076, ""True"", ""! sscanf ( group , \""%i\"" , & gid )"", ""Condition""]], [""False"", [9063, ""True"", ""( ( gid = mygetpwnam ( group , groupfile ) ) ) < 0"", ""Condition""]]]",[],"[[[""chown"", ""char *"", ""int"", ""int""]], [[""!"", ""sscanf"", ""char *"", ""\""%i\"""", ""&"", ""gid""]], [[""gid"", ""mygetpwnam"", ""char *"", ""groupfile"", ""="", ""0"", ""<""]]]",[],"[""\""550 Error: %s.\""""]",113
"control_printf ( SL_FAILURE , ""550 Group '%s' not found."" , group )",1617:3:47893:47955,/data/download/bftpd/bftpd/commands.c,"[[""True"", [9063, ""True"", ""( ( gid = mygetpwnam ( group , groupfile ) ) ) < 0"", ""Condition""]], [""True"", [9076, ""True"", ""! sscanf ( group , \""%i\"" , & gid )"", ""Condition""]]]",[],"[[[""gid"", ""mygetpwnam"", ""char *"", ""groupfile"", ""="", ""0"", ""<""]], [[""!"", ""sscanf"", ""char *"", ""\""%i\"""", ""&"", ""gid""]]]","[[[""char *"", ""MAXCMD"", ""1"", ""+"", ""owner"", ""MAXCMD"", ""1"", ""+"", ""group"", ""MAXCMD"", ""1"", ""+"", ""filename"", ""MAXCMD"", ""1"", ""+"", ""mapped""], ""group""]]","[""\""550 Group '%s' not found.\""""]",114
"control_printf ( SL_FAILURE , ""550 User '%s' not found."" , owner )",1612:3:47727:47788,/data/download/bftpd/bftpd/commands.c,"[[""True"", [9106, ""True"", ""( ( uid = mygetpwnam ( owner , passwdfile ) ) ) < 0"", ""Condition""]], [""True"", [9119, ""True"", ""! sscanf ( owner , \""%i\"" , & uid )"", ""Condition""]]]",[],"[[[""uid"", ""mygetpwnam"", ""char *"", ""passwdfile"", ""="", ""0"", ""<""]], [[""!"", ""sscanf"", ""char *"", ""\""%i\"""", ""&"", ""uid""]]]","[[[""char *"", ""MAXCMD"", ""1"", ""+"", ""owner"", ""MAXCMD"", ""1"", ""+"", ""group"", ""MAXCMD"", ""1"", ""+"", ""filename"", ""MAXCMD"", ""1"", ""+"", ""mapped""], ""owner""]]","[""\""550 User '%s' not found.\""""]",114
"control_printf ( SL_FAILURE , ""550 Usage: SITE CHOWN <owner>[.<group>] <filename>"" )",1600:2:47361:47441,/data/download/bftpd/bftpd/commands.c,"[[""True"", [9199, ""True"", ""! strchr ( params , ' ' )"", ""Condition""]]]",[],"[[[""!"", ""strchr"", ""char *"", ""' '""]]]",[],"[""\""550 Usage: SITE CHOWN <owner>[.<group>] <filename>\""""]",112
"control_printf ( SL_SUCCESS , ""200 MD5 finger print: %s."" , output_string )",1676:4:49322:49392,/data/download/bftpd/bftpd/commands.c,"[[""False"", [9397, ""True"", ""! myphile"", ""Condition""]], [""False"", [9428, ""True"", ""! philename"", ""Condition""]]]",[],"[[[""!"", ""FILE *""]], [[""!"", ""char *""]]]","[[[""char [ 64 ]"", ""64""], ""char [ 64 ]""]]","[""\""200 MD5 finger print: %s.\""""]",115
"control_printf ( SL_FAILURE , ""550 Unable to open file `%s'."" , philename )",1662:8:48865:48935,/data/download/bftpd/bftpd/commands.c,"[[""True"", [9397, ""True"", ""! myphile"", ""Condition""]], [""False"", [9428, ""True"", ""! philename"", ""Condition""]]]",[],"[[[""!"", ""FILE *""]], [[""!"", ""char *""]]]","[[[""char *""], ""char *""]]","[""\""550 Unable to open file `%s'.\""""]",115
"control_printf ( SL_FAILURE , ""550 File not found."" )",1654:7:48705:48754,/data/download/bftpd/bftpd/commands.c,"[[""True"", [9428, ""True"", ""! philename"", ""Condition""]]]",[],"[[[""!"", ""char *""]]]",[],"[""\""550 File not found.\""""]",128
"control_printf ( SL_FAILURE , ""550 Unknown command: 'SITE %s'."" , str )",1712:1:50448:50514,/data/download/bftpd/bftpd/commands.c,"[[""False"", [9534, ""True"", ""! strcasecmp ( str , \""help\"" )"", ""Condition""]], [""False"", [9608, ""True"", ""subcmds [ i ] . name"", ""Condition""]]]",[],"[[[""!"", ""strcasecmp"", ""char *"", ""\""help\""""]], [[""const struct command [ ]"", ""int"", ""name""]]]","[[[""char *""], ""char *""]]","[""\""550 Unknown command: 'SITE %s'.\""""]",139
"control_printf ( SL_SUCCESS , ""211 site md5 <filename>"" )",1709:12:50362:50415,/data/download/bftpd/bftpd/commands.c,"[[""True"", [9534, ""True"", ""! strcasecmp ( str , \""help\"" )"", ""Condition""]], [""False"", [9608, ""True"", ""subcmds [ i ] . name"", ""Condition""]]]",[],"[[[""!"", ""strcasecmp"", ""char *"", ""\""help\""""]], [[""const struct command [ ]"", ""int"", ""name""]]]",[],"[""\""211 site md5 <filename>\""""]",139
"control_printf ( SL_SUCCESS , ""211-site chown <owner> <filename>"" )",1708:12:50285:50348,/data/download/bftpd/bftpd/commands.c,"[[""True"", [9534, ""True"", ""! strcasecmp ( str , \""help\"" )"", ""Condition""]], [""False"", [9608, ""True"", ""subcmds [ i ] . name"", ""Condition""]]]",[],"[[[""!"", ""strcasecmp"", ""char *"", ""\""help\""""]], [[""const struct command [ ]"", ""int"", ""name""]]]",[],"[""\""211-site chown <owner> <filename>\""""]",139
"control_printf ( SL_SUCCESS , ""211-site chmod <mask> <filename>"" )",1707:12:50209:50271,/data/download/bftpd/bftpd/commands.c,"[[""True"", [9534, ""True"", ""! strcasecmp ( str , \""help\"" )"", ""Condition""]], [""False"", [9608, ""True"", ""subcmds [ i ] . name"", ""Condition""]]]",[],"[[[""!"", ""strcasecmp"", ""char *"", ""\""help\""""]], [[""const struct command [ ]"", ""int"", ""name""]]]",[],"[""\""211-site chmod <mask> <filename>\""""]",139
"control_printf ( SL_SUCCESS , ""211-Possible usages for SITE command:"" )",1706:12:50128:50195,/data/download/bftpd/bftpd/commands.c,"[[""True"", [9534, ""True"", ""! strcasecmp ( str , \""help\"" )"", ""Condition""]], [""False"", [9608, ""True"", ""subcmds [ i ] . name"", ""Condition""]]]",[],"[[[""!"", ""strcasecmp"", ""char *"", ""\""help\""""]], [[""const struct command [ ]"", ""int"", ""name""]]]",[],"[""\""211-Possible usages for SITE command:\""""]",139
"control_printf ( SL_FAILURE , ""550 SITE commands are disabled."" )",1692:2:49755:49816,/data/download/bftpd/bftpd/commands.c,"[[""True"", [9630, ""True"", ""! strcasecmp ( config_getoption ( \""ENABLE_SITE\"" ) , \""no\"" )"", ""Condition""]]]",[],"[[[""!"", ""strcasecmp"", ""config_getoption"", ""\""ENABLE_SITE\"""", ""\""no\""""]]]",[],"[""\""550 SITE commands are disabled.\""""]",33
"control_printf ( SL_FAILURE , ""550 Not implemented yet\r\n"" )",1717:4:50555:50612,/data/download/bftpd/bftpd/commands.c,[],"[["""", [9698, ""True"", ""char * type"", ""Parameter""]], ["""", [9712, ""True"", ""ENTRY"", ""CFGEntryNode""]]]","[[[""char *""]], [[""ENTRY""]]]",[],"[""\""550 Not implemented yet\\r\\n\""""]",140
"control_printf ( SL_SUCCESS , ""211 End"" )",1775:4:53839:53876,/data/download/bftpd/bftpd/commands.c,[],"[["""", [9735, ""True"", ""control_printf ( SL_SUCCESS , \"" UTF8\"" )"", ""ExpressionStatement""]]]","[[[""control_printf"", ""SL_SUCCESS"", ""\"" UTF8\""""]]]",[],"[""\""211 End\""""]",34
"control_printf ( SL_SUCCESS , "" UTF8"" )",1774:4:53798:53833,/data/download/bftpd/bftpd/commands.c,[],"[["""", [9767, ""True"", ""i ++"", ""IncDecOp""]], ["""", [9776, ""True"", ""i = 0 ;"", ""ForInit""]]]","[[[""int""]], [[""int"", ""0"", ""=""]]]",[],"[""\"" UTF8\""""]",35
"control_printf ( SL_SUCCESS , "" %s"" , commands [ i ] . name )",1773:12:53741:53792,/data/download/bftpd/bftpd/commands.c,"[[""True"", [9761, ""True"", ""commands [ i ] . showinfeat"", ""Condition""]], [""True"", [9770, ""True"", ""commands [ i ] . name"", ""Condition""]]]",[],"[[[""commands"", ""int"", ""showinfeat""]], [[""commands"", ""int"", ""name""]]]","[[[""int"", ""0"", ""=""], ""int""], [[""int""], ""int""]]","[""\"" %s\""""]",36
"control_printf ( SL_SUCCESS , ""211-Extensions supported:"" )",1770:4:53597:53652,/data/download/bftpd/bftpd/commands.c,[],"[["""", [9789, ""True"", ""int i ;"", ""IdentifierDeclStatement""]], ["""", [9721, ""True"", ""char * params"", ""Parameter""]]]","[[[""int""]], [[""char *""]]]",[],"[""\""211-Extensions supported:\""""]",37
"control_printf ( SL_SUCCESS , ""550 %s not implemented"" , params )",1783:7:54023:54083,/data/download/bftpd/bftpd/commands.c,"[[""False"", [9833, ""True"", ""! strcasecmp ( params , \""utf8 on\"" )"", ""Condition""]]]",[],"[[[""!"", ""strcasecmp"", ""char *"", ""\""utf8 on\""""]]]","[[[""char *""], ""char *""]]","[""\""550 %s not implemented\""""]",116
"control_printf ( SL_SUCCESS , ""200 UTF8 ON"" )",1781:7:53964:54005,/data/download/bftpd/bftpd/commands.c,"[[""True"", [9833, ""True"", ""! strcasecmp ( params , \""utf8 on\"" )"", ""Condition""]]]",[],"[[[""!"", ""strcasecmp"", ""char *"", ""\""utf8 on\""""]]]",[],"[""\""200 UTF8 ON\""""]",116
"control_printf ( SL_SUCCESS , ""214 Syntax: %s"" , commands [ i ] . syntax )",1798:4:54481:54545,/data/download/bftpd/bftpd/commands.c,"[[""True"", [9877, ""True"", ""! strcasecmp ( params , commands [ i ] . name )"", ""Condition""]], [""True"", [9895, ""True"", ""commands [ i ] . name"", ""Condition""]]]",[],"[[[""!"", ""strcasecmp"", ""char *"", ""commands"", ""int"", ""name""]], [[""commands"", ""int"", ""name""]]]","[[[""int"", ""0"", ""=""], ""int""], [[""int""], ""int""]]","[""\""214 Syntax: %s\""""]",139
"control_printf ( SL_SUCCESS , ""214 End of help"" )",1794:8:54337:54382,/data/download/bftpd/bftpd/commands.c,"[[""False"", [9953, ""True"", ""params [ 0 ] == '\\0'"", ""Condition""]]]",[],"[[[""char *"", ""0"", ""'\\0'"", ""==""]]]",[],"[""\""214 End of help\""""]",117
"control_printf ( SL_SUCCESS , ""214-%s"" , commands [ i ] . name )",1793:3:54273:54327,/data/download/bftpd/bftpd/commands.c,"[[""True"", [9934, ""True"", ""commands [ i ] . name"", ""Condition""]], [""True"", [9953, ""True"", ""params [ 0 ] == '\\0'"", ""Condition""]]]",[],"[[[""commands"", ""int"", ""name""]], [[""char *"", ""0"", ""'\\0'"", ""==""]]]","[[[""int""], ""int""], [[""int"", ""0"", ""=""], ""int""]]","[""\""214-%s\""""]",38
"control_printf ( SL_SUCCESS , ""214-The following commands are recognized."" )",1791:2:54159:54231,/data/download/bftpd/bftpd/commands.c,"[[""True"", [9953, ""True"", ""params [ 0 ] == '\\0'"", ""Condition""]]]",[],"[[[""char *"", ""0"", ""'\\0'"", ""==""]]]",[],"[""\""214-The following commands are recognized.\""""]",117
"control_printf ( SL_FAILURE , ""500 Unknown command: \""%s\"""" , str )",1847:1:55857:55919,/data/download/bftpd/bftpd/commands.c,"[[""False"", [10215, ""True"", ""commands [ i ] . name"", ""Condition""]], [""False"", [10047, ""True"", ""state"", ""Condition""]], [""False"", [10186, ""True"", ""! strncasecmp ( str , commands [ i ] . name , strlen ( commands [ i ] . name ) )"", ""Condition""]]]",[],"[[[""commands"", ""int"", ""name""]], [[""state""]], [[""!"", ""strncasecmp"", ""char *"", ""commands"", ""int"", ""name"", ""strlen"", ""commands"", ""int"", ""name""]]]","[[[""char *""], ""char *""]]","[""\""500 Unknown command: \\\""%s\\\""\""""]",39
"control_printf ( SL_FAILURE , ""503 RNFR before RNTO expected."" )",1840:6:55753:55813,/data/download/bftpd/bftpd/commands.c,"[[""case STATE_AUTHENTICATED"", [10047, ""True"", ""state"", ""Condition""]], [""False"", [10063, ""True"", ""state >= commands [ i ] . state_needed"", ""Condition""]]]",[],"[[[""state"", ""STATE_AUTHENTICATED"", ""==""]], [[""state"", ""commands"", ""int"", ""state_needed"", "">=""]]]",[],"[""\""503 RNFR before RNTO expected.\""""]",118
"control_printf ( SL_FAILURE , ""503 PASS expected."" )",1836:6:55641:55689,/data/download/bftpd/bftpd/commands.c,"[[""case STATE_USER"", [10047, ""True"", ""state"", ""Condition""]], [""False"", [10063, ""True"", ""state >= commands [ i ] . state_needed"", ""Condition""]]]",[],"[[[""state"", ""STATE_USER"", ""==""]], [[""state"", ""commands"", ""int"", ""state_needed"", "">=""]]]",[],"[""\""503 PASS expected.\""""]",118
"control_printf ( SL_FAILURE , ""503 USER expected."" )",1832:6:55538:55586,/data/download/bftpd/bftpd/commands.c,"[[""case STATE_CONNECTED"", [10047, ""True"", ""state"", ""Condition""]], [""False"", [10063, ""True"", ""state >= commands [ i ] . state_needed"", ""Condition""]]]",[],"[[[""state"", ""STATE_CONNECTED"", ""==""]], [[""state"", ""commands"", ""int"", ""state_needed"", "">=""]]]",[],"[""\""503 USER expected.\""""]",118
"control_printf ( SL_FAILURE , ""550 The command '%s' is disabled."" , commands [ i ] . name )",1817:16:55074:55179,/data/download/bftpd/bftpd/commands.c,"[[""True"", [10155, ""True"", ""! strcasecmp ( config_getoption ( confstr ) , \""no\"" )"", ""Condition""]], [""True"", [10186, ""True"", ""! strncasecmp ( str , commands [ i ] . name , strlen ( commands [ i ] . name ) )"", ""Condition""]]]",[],"[[[""!"", ""strcasecmp"", ""config_getoption"", ""char [ 64 ]"", ""\""no\""""]], [[""!"", ""strncasecmp"", ""char *"", ""commands"", ""int"", ""name"", ""strlen"", ""commands"", ""int"", ""name""]]]","[[[""int"", ""0"", ""=""], ""int""], [[""int""], ""int""]]","[""\""550 The command '%s' is disabled.\""""]",40
"control_printf ( SL_FAILURE , ""421 Login incorrect."" )",28:4:451:501,/data/download/bftpd/bftpd/commands_admin.c,[],"[["""", [10752, ""True"", ""ENTRY"", ""CFGEntryNode""]]]","[[[""ENTRY""]]]",[],"[""\""421 Login incorrect.\""""]",41
"control_printf ( SL_SUCCESS , ""230 Administrative login successful."" )",52:4:1164:1230,/data/download/bftpd/bftpd/commands_admin.c,[],"[["""", [10808, ""True"", ""signal ( SIGALRM , SIG_IGN )"", ""ExpressionStatement""]], ["""", [10818, ""True"", ""loginfailed ( )"", ""ExpressionStatement""]]]","[[[""signal"", ""SIGALRM"", ""SIG_IGN""]], [[""loginfailed""]]]",[],"[""\""230 Administrative login successful.\""""]",42
"control_printf ( SL_FAILURE , ""500 Not implemented yet."" )",62:4:1435:1489,/data/download/bftpd/bftpd/commands_admin.c,[],"[["""", [10948, ""True"", ""char * params"", ""Parameter""]], ["""", [10962, ""True"", ""ENTRY"", ""CFGEntryNode""]]]","[[[""char *""]], [[""ENTRY""]]]",[],"[""\""500 Not implemented yet.\""""]",140
"control_printf ( SL_SUCCESS , ""202 Logfile transmission stopped."" )",87:4:2241:2304,/data/download/bftpd/bftpd/commands_admin.c,[],"[["""", [10987, ""True"", ""admin_parsecmd ( buffer )"", ""ExpressionStatement""]], ["""", [11097, ""True"", ""fseek ( mystatuslog , 0 , SEEK_END )"", ""ExpressionStatement""]]]","[[[""admin_parsecmd"", ""char [ 256 ]""]], [[""fseek"", ""mystatuslog"", ""0"", ""SEEK_END""]]]",[],"[""\""202 Logfile transmission stopped.\""""]",43
"control_printf ( SL_SUCCESS , ""200 Starting logfile transmission."" )",70:4:1598:1662,/data/download/bftpd/bftpd/commands_admin.c,[],"[["""", [11121, ""True"", ""char buffer [ 256 ] ;"", ""IdentifierDeclStatement""]], ["""", [11126, ""True"", ""struct timeval tv ;"", ""IdentifierDeclStatement""]]]","[[[""char [ 256 ]"", ""256""]], [[""struct timeval""]]]",[],"[""\""200 Starting logfile transmission.\""""]",44
"control_printf ( SL_SUCCESS , ""201 Stopping logfile transmission."" )",93:4:2379:2443,/data/download/bftpd/bftpd/commands_admin.c,[],"[["""", [11170, ""True"", ""mystatuslog = NULL"", ""ExpressionStatement""]], ["""", [11156, ""True"", ""char * params"", ""Parameter""]]]","[[[""mystatuslog"", ""NULL"", ""=""]], [[""char *""]]]",[],"[""\""201 Stopping logfile transmission.\""""]",45
"control_printf ( SL_FAILURE , ""500 Error: The given PID does not belong to bftpd."" )",129:8:3483:3563,/data/download/bftpd/bftpd/commands_admin.c,"[[""False"", [11359, ""True"", ""bftpdutmp_pidexists ( pid )"", ""Condition""]], [""False"", [11375, ""True"", ""! pid"", ""Condition""]]]",[],"[[[""bftpdutmp_pidexists"", ""int""]], [[""!"", ""int""]]]",[],"[""\""500 Error: The given PID does not belong to bftpd.\""""]",46
"control_printf ( SL_FAILURE , ""200 OK"" )",127:12:3426:3462,/data/download/bftpd/bftpd/commands_admin.c,"[[""False"", [11350, ""True"", ""kill ( pid , SIGTERM )"", ""Condition""]], [""True"", [11359, ""True"", ""bftpdutmp_pidexists ( pid )"", ""Condition""]]]",[],"[[[""kill"", ""int"", ""SIGTERM""]], [[""bftpdutmp_pidexists"", ""int""]]]",[],"[""\""200 OK\""""]",119
"control_printf ( SL_FAILURE , ""500 Error: %s."" , strerror ( errno ) )",125:12:3338:3399,/data/download/bftpd/bftpd/commands_admin.c,"[[""True"", [11350, ""True"", ""kill ( pid , SIGTERM )"", ""Condition""]], [""True"", [11359, ""True"", ""bftpdutmp_pidexists ( pid )"", ""Condition""]]]",[],"[[[""kill"", ""int"", ""SIGTERM""]], [[""bftpdutmp_pidexists"", ""int""]]]",[],"[""\""500 Error: %s.\""""]",119
"control_printf ( SL_FAILURE , ""500 Error: Given PID is not valid."" )",122:8:3187:3251,/data/download/bftpd/bftpd/commands_admin.c,"[[""True"", [11375, ""True"", ""! pid"", ""Condition""]]]",[],"[[[""!"", ""int""]]]",[],"[""\""500 Error: Given PID is not valid.\""""]",47
"control_printf ( SL_SUCCESS , ""221 See you later..."" )",134:4:3611:3661,/data/download/bftpd/bftpd/commands_admin.c,[],"[["""", [11430, ""True"", ""char * params"", ""Parameter""]], ["""", [11451, ""True"", ""ENTRY"", ""CFGEntryNode""]]]","[[[""char *""]], [[""ENTRY""]]]",[],"[""\""221 See you later...\""""]",140
"control_printf ( SL_FAILURE , ""500 Unknown command: \""%s\"""" , str )",171:1:4599:4661,/data/download/bftpd/bftpd/commands_admin.c,"[[""False"", [11589, ""True"", ""admin_commands [ i ] . name"", ""Condition""]], [""False"", [11560, ""True"", ""! strncasecmp ( str , admin_commands [ i ] . name , strlen ( admin_commands [ i ] . name ) )"", ""Condition""]]]",[],"[[[""admin_commands"", ""int"", ""name""]], [[""!"", ""strncasecmp"", ""char *"", ""admin_commands"", ""int"", ""name"", ""strlen"", ""admin_commands"", ""int"", ""name""]]]","[[[""char *""], ""char *""]]","[""\""500 Unknown command: \\\""%s\\\""\""""]",120
"control_printf ( SL_FAILURE , ""421 Initial chroot failed.\r\n."" )",170:12:3495:3556,/data/download/bftpd/bftpd/login.c,"[[""True"", [15383, ""True"", ""chroot ( foo ) == - 1"", ""Condition""]], [""True"", [15394, ""True"", ""foo [ 0 ]"", ""Condition""]]]",[],"[[[""chroot"", ""char *"", ""-"", ""1"", ""==""]], [[""char *"", ""0""]]]",[],"[""\""421 Initial chroot failed.\\r\\n.\""""]",48
"control_printf ( SL_SUCCESS , ""230 User logged in."" )",424:1:11931:11980,/data/download/bftpd/bftpd/login.c,"[[""True"", [16224, ""True"", ""checkpass ( password )"", ""Condition""]], [""True"", [16231, ""True"", ""( ! file_auth [ 0 ] ) && ( ! anon_ok )"", ""Condition""]], [""True"", [16231, ""True"", ""( ! file_auth [ 0 ] ) && ( ! anon_ok )"", ""Condition""]], [""False"", [16268, ""True"", ""( ! file_auth [ 0 ] ) && ( ! anon_ok )"", ""Condition""]], [""False"", [16258, ""True"", ""checkuser ( ) || checkshell ( )"", ""Condition""]]]",[],"[[[""checkpass"", ""char *""]], [[""!"", ""char *"", ""0""]], [[""!"", ""int""]], [[""!"", ""char *"", ""0""]], [[""!"", ""int""]], [[""!"", ""char *"", ""0""]], [[""!"", ""int""]], [[""checkuser"", ""checkshell"", ""||""]]]",[],"[""\""230 User logged in.\""""]",121
"control_printf ( SL_FAILURE , ""421 Unable to change working directory.\r\n"" )",409:20:11405:11478,/data/download/bftpd/bftpd/login.c,"[[""True"", [15640, ""True"", ""chdir ( \""/\"" )"", ""Condition""]], [""False"", [15672, ""True"", ""! strcasecmp ( config_getoption ( \""DO_CHROOT\"" ) , \""yes\"" )"", ""Condition""]]]",[],"[[[""chdir"", ""\""/\""""]], [[""!"", ""strcasecmp"", ""config_getoption"", ""\""DO_CHROOT\"""", ""\""yes\""""]]]",[],"[""\""421 Unable to change working directory.\\r\\n\""""]",124
"control_printf ( SL_FAILURE , ""421 Unable to change root directory.\r\n"" )",404:20:11214:11284,/data/download/bftpd/bftpd/login.c,"[[""True"", [15665, ""True"", ""chroot ( home_directory )"", ""Condition""]], [""True"", [15672, ""True"", ""! strcasecmp ( config_getoption ( \""DO_CHROOT\"" ) , \""yes\"" )"", ""Condition""]]]",[],"[[[""chroot"", ""char *""]], [[""!"", ""strcasecmp"", ""config_getoption"", ""\""DO_CHROOT\"""", ""\""yes\""""]]]",[],"[""\""421 Unable to change root directory.\\r\\n\""""]",49
"control_printf ( SL_FAILURE , ""421 Unable to change working directory.\r\n"" )",384:17:10482:10555,/data/download/bftpd/bftpd/login.c,"[[""True"", [15765, ""True"", ""chdir ( \""/\"" )"", ""Condition""]], [""False"", [15797, ""True"", ""! strcasecmp ( config_getoption ( \""DO_CHROOT\"" ) , \""yes\"" )"", ""Condition""]]]",[],"[[[""chdir"", ""\""/\""""]], [[""!"", ""strcasecmp"", ""config_getoption"", ""\""DO_CHROOT\"""", ""\""yes\""""]]]",[],"[""\""421 Unable to change working directory.\\r\\n\""""]",124
"control_printf ( SL_FAILURE , ""421 Unable to change root directory.\r\n"" )",379:17:10306:10376,/data/download/bftpd/bftpd/login.c,"[[""True"", [15790, ""True"", ""chroot ( str )"", ""Condition""]], [""True"", [15797, ""True"", ""! strcasecmp ( config_getoption ( \""DO_CHROOT\"" ) , \""yes\"" )"", ""Condition""]]]",[],"[[[""chroot"", ""char [ MAX_STRING_LENGTH + 1 ]""]], [[""!"", ""strcasecmp"", ""config_getoption"", ""\""DO_CHROOT\"""", ""\""yes\""""]]]",[],"[""\""421 Unable to change root directory.\\r\\n\""""]",122
"control_printf ( SL_FAILURE , ""230 Couldn't change cwd to '%s': %s.\r\n"" , str , strerror ( errno ) )",358:3:9578:9676,/data/download/bftpd/bftpd/login.c,"[[""True"", [15905, ""True"", ""chdir ( str )"", ""Condition""]], [""False"", [16031, ""True"", ""strcasecmp ( config_getoption ( \""DO_CHROOT\"" ) , \""no\"" )"", ""Condition""]]]",[],"[[[""chdir"", ""char [ MAX_STRING_LENGTH + 1 ]""]], [[""strcasecmp"", ""config_getoption"", ""\""DO_CHROOT\"""", ""\""no\""""]]]","[[[""char [ MAX_STRING_LENGTH + 1 ]"", ""MAX_STRING_LENGTH"", ""1"", ""+""], ""char [ MAX_STRING_LENGTH + 1 ]""]]","[""\""230 Couldn't change cwd to '%s': %s.\\r\\n\""""]",50
"control_printf ( SL_FAILURE , ""421 Unable to change uid.\r\n"" )",354:3:9478:9537,/data/download/bftpd/bftpd/login.c,"[[""True"", [15930, ""True"", ""bftpd_setuid ( userinfo . pw_uid )"", ""Condition""]], [""False"", [16031, ""True"", ""strcasecmp ( config_getoption ( \""DO_CHROOT\"" ) , \""no\"" )"", ""Condition""]]]",[],"[[[""bftpd_setuid"", ""userinfo"", ""pw_uid""]], [[""strcasecmp"", ""config_getoption"", ""\""DO_CHROOT\"""", ""\""no\""""]]]",[],"[""\""421 Unable to change uid.\\r\\n\""""]",123
"control_printf ( SL_FAILURE , ""421 Unable to change working directory.\r\n%s."" , strerror ( errno ) )",348:3:9309:9408,/data/download/bftpd/bftpd/login.c,"[[""True"", [15965, ""True"", ""chdir ( \""/\"" )"", ""Condition""]], [""False"", [16031, ""True"", ""strcasecmp ( config_getoption ( \""DO_CHROOT\"" ) , \""no\"" )"", ""Condition""]]]",[],"[[[""chdir"", ""\""/\""""]], [[""strcasecmp"", ""config_getoption"", ""\""DO_CHROOT\"""", ""\""no\""""]]]",[],"[""\""421 Unable to change working directory.\\r\\n%s.\""""]",124
