code,location,file,cdg_node,neighbor_node,context_list,ddg_list,static_list,cluster_index
"bftpd_log ( ""Unable to create buffer to receive file.\n"" , 0 )",670:7:18905:18963,/data/download/bftpd/bftpd/commands.c,"[[""True"", [4315, ""True"", ""! buffer"", ""Condition""]], [""True"", [4415, ""True"", ""dataconn ( )"", ""Condition""]]]",[],"[[[""!"", ""char *""]], [[""dataconn""]]]",[],"[""\""Unable to create buffer to receive file.\\n\"""", ""0""]",137
"bftpd_log ( ""Client is storing file '%s'.\n"" , filename )",637:1:17986:18039,/data/download/bftpd/bftpd/commands.c,"[[""False"", [4457, ""True"", ""! my_zip_file"", ""Condition""]], [""False"", [4487, ""True"", ""attempt_gzip"", ""Condition""]], [""False"", [4487, ""True"", ""attempt_gzip"", ""Condition""]], [""False"", [4571, ""True"", ""! attempt_gzip"", ""Condition""]], [""False"", [4552, ""True"", ""fd == - 1"", ""Condition""]]]",[],"[[[""!"", ""gzFile""]], [[""int""]], [[""int""]], [[""!"", ""int""]], [[""int"", ""-"", ""1"", ""==""]]]","[[[""char *""], ""char *""]]","[""\""Client is storing file '%s'.\\n\""""]",3
"bftpd_log ( ""Error: '%s' while trying to store file '%s'.\n"" , strerror ( errno ) , filename )",606:2:17134:17226,/data/download/bftpd/bftpd/commands.c,"[[""True"", [4552, ""True"", ""fd == - 1"", ""Condition""]], [""True"", [4571, ""True"", ""! attempt_gzip"", ""Condition""]]]",[],"[[[""int"", ""-"", ""1"", ""==""]], [[""!"", ""int""]]]","[[[""char *""], ""char *""]]","[""\""Error: '%s' while trying to store file '%s'.\\n\""""]",86
"bftpd_log ( ""Not allowed to over-write '%s'.\n"" , filename )",587:14:16673:16729,/data/download/bftpd/bftpd/commands.c,"[[""True"", [4612, ""True"", ""! strcasecmp ( config_getoption ( \""ALLOWCOMMAND_DELE\"" ) , \""no\"" )"", ""Condition""]], [""True"", [4635, ""True"", ""fd >= 0"", ""Condition""]]]",[],"[[[""!"", ""strcasecmp"", ""config_getoption"", ""\""ALLOWCOMMAND_DELE\"""", ""\""no\""""]], [[""int"", ""0"", "">=""]]]","[[[""char *""], ""char *""]]","[""\""Not allowed to over-write '%s'.\\n\""""]",87
"bftpd_log ( ""Error getting xfer_delay in do_stor().\n"" , 0 )",573:11:16179:16235,/data/download/bftpd/bftpd/commands.c,"[[""False"", [4670, ""True"", ""get_value <= INT_MAX"", ""Condition""]]]",[],"[[[""unsigned long"", ""INT_MAX"", ""<=""]]]",[],"[""\""Error getting xfer_delay in do_stor().\\n\"""", ""0""]",88
"bftpd_log ( ""Error: Filename in '%s' too long.\n"" , filenames )",846:3:24103:24162,/data/download/bftpd/bftpd/commands.c,"[[""True"", [4988, ""True"", ""to_index > ( MAXCMD - 2 )"", ""Condition""]], [""False"", [5087, ""True"", ""filenames [ from_index ] > 0"", ""Condition""]]]",[],"[[[""int"", ""MAXCMD"", ""2"", ""-"", "">""]], [[""char *"", ""int"", ""0"", "">""]]]","[[[""char *""], ""char *""]]","[""\""Error: Filename in '%s' too long.\\n\""""]",83
"bftpd_log ( ""File transmission of '%s' successful.\n"" , filename )",1276:1:38220:38282,/data/download/bftpd/bftpd/commands.c,"[[""False"", [5988, ""True"", ""! buffer"", ""Condition""]], [""False"", [6535, ""True"", ""whattodo"", ""Condition""]], [""False"", [6476, ""True"", ""! buffer"", ""Condition""]], [""False"", [5389, ""True"", ""i = read ( phile , buffer , my_buffer_size )"", ""Condition""]], [""False"", [6167, ""True"", ""dataconn ( )"", ""Condition""]], [""False"", [6489, ""True"", ""fork ( )"", ""Condition""]], [""False"", [5719, ""True"", ""! buffer"", ""Condition""]], [""False"", [6021, ""True"", ""dataconn ( )"", ""Condition""]], [""False"", [6590, ""True"", ""( ( ( statbuf . st_size - offset ) * ratio_send ) / ratio_recv > bytes_recvd - bytes_sent ) && ( strcmp ( ( char * ) config_getoption ( \""RATIO\"" ) , \""none\"" ) )"", ""Condition""]], [""True"", [6489, ""True"", ""fork ( )"", ""Condition""]], [""True"", [5464, ""True"", ""! buffer"", ""Condition""]], [""True"", [5322, ""True"", ""send_status < 0"", ""Condition""]], [""case DO_TARONLY"", [6535, ""True"", ""whattodo"", ""Condition""]], [""False"", [6521, ""True"", ""dataconn ( )"", ""Condition""]], [""False"", [5769, ""True"", ""! gzfile"", ""Condition""]]]",[],"[[[""!"", ""char *""]], [[""int""]], [[""!"", ""char *""]], [[""i"", ""read"", ""int"", ""char *"", ""int"", ""=""]], [[""dataconn""]], [[""fork""]], [[""!"", ""char *""]], [[""dataconn""]], [[""struct stat"", ""st_size"", ""offset"", ""-"", ""ratio_send"", ""*"", ""ratio_recv"", ""/"", ""bytes_recvd"", ""bytes_sent"", ""-"", "">""]], [[""strcmp"", ""config_getoption"", ""\""RATIO\"""", ""\""none\""""]], [[""fork""]], [[""!"", ""char *""]], [[""ssize_t"", ""0"", ""<""]], [[""int"", ""DO_TARONLY"", ""==""]], [[""dataconn""]], [[""!"", ""gzFile""]]]","[[[""char *""], ""char *""]]","[""\""File transmission of '%s' successful.\\n\""""]",89
"bftpd_log ( ""File transmission interrupted. Send failed.\n"" )",1247:35:37166:37224,/data/download/bftpd/bftpd/commands.c,"[[""True"", [5322, ""True"", ""send_status < 0"", ""Condition""]], [""True"", [5378, ""True"", ""test_abort ( 1 , phile , sock )"", ""Condition""]]]",[],"[[[""ssize_t"", ""0"", ""<""]], [[""test_abort"", ""1"", ""int"", ""sock""]]]",[],"[""\""File transmission interrupted. Send failed.\\n\""""]",108
"bftpd_log ( ""Memory error while trying to send file."" , 0 )",1214:28:35730:35785,/data/download/bftpd/bftpd/commands.c,"[[""True"", [5464, ""True"", ""! buffer"", ""Condition""]], [""False"", [5505, ""True"", ""dataconn ( )"", ""Condition""]]]",[],"[[[""!"", ""char *""]], [[""dataconn""]]]",[],"[""\""Memory error while trying to send file.\"""", ""0""]",137
"bftpd_log ( ""Memory error while sending file."" , 0 )",1150:18:33467:33515,/data/download/bftpd/bftpd/commands.c,"[[""True"", [5719, ""True"", ""! buffer"", ""Condition""]], [""False"", [5769, ""True"", ""! gzfile"", ""Condition""]]]",[],"[[[""!"", ""char *""]], [[""!"", ""gzFile""]]]",[],"[""\""Memory error while sending file.\"""", ""0""]",90
"bftpd_log ( ""Memory error while sending file."" , 0 )",1139:19:33073:33121,/data/download/bftpd/bftpd/commands.c,"[[""True"", [5769, ""True"", ""! gzfile"", ""Condition""]], [""False"", [5786, ""True"", ""dataconn ( )"", ""Condition""]]]",[],"[[[""!"", ""gzFile""]], [[""dataconn""]]]",[],"[""\""Memory error while sending file.\"""", ""0""]",91
"bftpd_log ( ""Memory error while sending file."" , 0 )",1087:15:31274:31322,/data/download/bftpd/bftpd/commands.c,"[[""True"", [5988, ""True"", ""! buffer"", ""Condition""]], [""False"", [6021, ""True"", ""dataconn ( )"", ""Condition""]]]",[],"[[[""!"", ""char *""]], [[""dataconn""]]]",[],"[""\""Memory error while sending file.\"""", ""0""]",137
"bftpd_log ( ""Memory error in sending file.\n"" , 0 )",990:19:28044:28091,/data/download/bftpd/bftpd/commands.c,"[[""False"", [6476, ""True"", ""! buffer"", ""Condition""]], [""True"", [6489, ""True"", ""fork ( )"", ""Condition""]]]",[],"[[[""!"", ""char *""]], [[""fork""]]]",[],"[""\""Memory error in sending file.\\n\"""", ""0""]",92
"bftpd_log ( ""Client is receiving file '%s'.\n"" , filename )",971:1:27467:27522,/data/download/bftpd/bftpd/commands.c,"[[""False"", [6590, ""True"", ""( ( ( statbuf . st_size - offset ) * ratio_send ) / ratio_recv > bytes_recvd - bytes_sent ) && ( strcmp ( ( char * ) config_getoption ( \""RATIO\"" ) , \""none\"" ) )"", ""Condition""]], [""False"", [6642, ""True"", ""S_ISDIR ( statbuf . st_mode )"", ""Condition""]]]",[],"[[[""struct stat"", ""st_size"", ""offset"", ""-"", ""ratio_send"", ""*"", ""ratio_recv"", ""/"", ""bytes_recvd"", ""bytes_sent"", ""-"", "">""]], [[""strcmp"", ""config_getoption"", ""\""RATIO\"""", ""\""none\""""]], [[""S_ISDIR"", ""struct stat"", ""st_mode""]]]","[[[""char *""], ""char *""]]","[""\""Client is receiving file '%s'.\\n\""""]",93
"bftpd_log ( ""Error: '%s' while trying to receive file '%s'.\n"" , strerror ( errno ) , filename )",927:3:26164:26259,/data/download/bftpd/bftpd/commands.c,"[[""True"", [6770, ""True"", ""whattodo == DO_NORMAL"", ""Condition""]], [""False"", [6873, ""True"", ""phile == - 1"", ""Condition""]]]",[],"[[[""int"", ""DO_NORMAL"", ""==""]], [[""int"", ""-"", ""1"", ""==""]]]","[[[""char *""], ""char *""]]","[""\""Error: '%s' while trying to receive file '%s'.\\n\""""]",94
"bftpd_log ( ""Memory error in sending file.\n"" , 0 )",895:11:25321:25368,/data/download/bftpd/bftpd/commands.c,"[[""True"", [6934, ""True"", ""! mapped"", ""Condition""]]]",[],"[[[""!"", ""char *""]]]",[],"[""\""Memory error in sending file.\\n\"""", ""0""]",128
"bftpd_log ( ""Error getting XFER_DELAY in command_retr().\n"" , 0 )",888:11:25138:25199,/data/download/bftpd/bftpd/commands.c,"[[""False"", [6967, ""True"", ""get_value <= INT_MAX"", ""Condition""]]]",[],"[[[""unsigned long"", ""INT_MAX"", ""<=""]]]",[],"[""\""Error getting XFER_DELAY in command_retr().\\n\"""", ""0""]",88
"bftpd_log ( ""Changed directory to '%s'.\n"" , dir )",1360:2:40506:40552,/data/download/bftpd/bftpd/commands.c,"[[""False"", [7660, ""True"", ""bftpd_cwd_chdir ( dir )"", ""Condition""]]]",[],"[[[""bftpd_cwd_chdir"", ""char *""]]]","[[[""char *""], ""char *""]]","[""\""Changed directory to '%s'.\\n\""""]",129
"bftpd_log ( ""Error: '%s' while changing directory to '%s'.\n"" , strerror ( errno ) , dir )",1356:2:40339:40427,/data/download/bftpd/bftpd/commands.c,"[[""True"", [7660, ""True"", ""bftpd_cwd_chdir ( dir )"", ""Condition""]]]",[],"[[[""bftpd_cwd_chdir"", ""char *""]]]","[[[""char *""], ""char *""]]","[""\""Error: '%s' while changing directory to '%s'.\\n\""""]",129
"bftpd_log ( ""Changed directory to '..'.\n"" )",1367:1:40635:40676,/data/download/bftpd/bftpd/commands.c,[],"[["""", [7678, ""True"", ""char * params"", ""Parameter""]], ["""", [7706, ""True"", ""ENTRY"", ""CFGEntryNode""]]]","[[[""char *""]], [[""ENTRY""]]]",[],"[""\""Changed directory to '..'.\\n\""""]",140
"bftpd_log ( ""Deleted file '%s'.\n"" , filename )",1405:24:41977:42020,/data/download/bftpd/bftpd/commands.c,"[[""False"", [7797, ""True"", ""unlink ( mapped )"", ""Condition""]], [""False"", [7832, ""True"", ""S_ISDIR ( sbuf . st_mode )"", ""Condition""]]]",[],"[[[""unlink"", ""char *""]], [[""S_ISDIR"", ""struct stat"", ""st_mode""]]]","[[[""char *""], ""char *""]]","[""\""Deleted file '%s'.\\n\""""]",130
"bftpd_log ( ""Error: '%s' while trying to delete file '%s'.\n"" , strerror ( errno ) , filename )",1400:24:41711:41798,/data/download/bftpd/bftpd/commands.c,"[[""True"", [7797, ""True"", ""unlink ( mapped )"", ""Condition""]], [""False"", [7832, ""True"", ""S_ISDIR ( sbuf . st_mode )"", ""Condition""]]]",[],"[[[""unlink"", ""char *""]], [[""S_ISDIR"", ""struct stat"", ""st_mode""]]]","[[[""char *""], ""char *""]]","[""\""Error: '%s' while trying to delete file '%s'.\\n\""""]",130
"bftpd_log ( ""Error: '%s' while trying to delete folder '%s' with DELE.\n"" , strerror ( errno ) , filename )",1393:22:41384:41483,/data/download/bftpd/bftpd/commands.c,"[[""True"", [7832, ""True"", ""S_ISDIR ( sbuf . st_mode )"", ""Condition""]], [""False"", [7858, ""True"", ""lstat ( mapped , & sbuf ) == - 1"", ""Condition""]]]",[],"[[[""S_ISDIR"", ""struct stat"", ""st_mode""]], [[""lstat"", ""char *"", ""&"", ""sbuf"", ""-"", ""1"", ""==""]]]","[[[""char *""], ""char *""]]","[""\""Error: '%s' while trying to delete folder '%s' with DELE.\\n\""""]",127
"bftpd_log ( ""Created directory '%s'.\n"" , dirname )",1429:2:42592:42639,/data/download/bftpd/bftpd/commands.c,"[[""False"", [8001, ""True"", ""mkdir ( mapped , 0777 )"", ""Condition""]]]",[],"[[[""mkdir"", ""char *"", ""0777""]]]","[[[""char *""], ""char *""]]","[""\""Created directory '%s'.\\n\""""]",131
"bftpd_log ( ""Error: '%s' while trying to create directory '%s'.\n"" , strerror ( errno ) , dirname )",1425:2:42416:42513,/data/download/bftpd/bftpd/commands.c,"[[""True"", [8001, ""True"", ""mkdir ( mapped , 0777 )"", ""Condition""]]]",[],"[[[""mkdir"", ""char *"", ""0777""]]]","[[[""char *""], ""char *""]]","[""\""Error: '%s' while trying to create directory '%s'.\\n\""""]",131
"bftpd_log ( ""Removed directory '%s'.\n"" , dirname )",1462:2:43754:43801,/data/download/bftpd/bftpd/commands.c,"[[""False"", [8162, ""True"", ""rmdir ( mapped )"", ""Condition""]]]",[],"[[[""rmdir"", ""char *""]]]","[[[""char *""], ""char *""]]","[""\""Removed directory '%s'.\\n\""""]",95
"bftpd_log ( ""Error: '%s' while trying to remove directory '%s'.\n"" , strerror ( errno ) , dirname )",1457:19:43532:43623,/data/download/bftpd/bftpd/commands.c,"[[""False"", [8158, ""True"", ""errno == ENOTEMPTY"", ""Condition""]], [""True"", [8162, ""True"", ""rmdir ( mapped )"", ""Condition""]]]",[],"[[[""errno"", ""ENOTEMPTY"", ""==""]], [[""rmdir"", ""char *""]]]","[[[""char *""], ""char *""]]","[""\""Error: '%s' while trying to remove directory '%s'.\\n\""""]",132
"bftpd_log ( ""Error: '%s' while trying to remove directory '%s': not empty.\n"" , strerror ( errno ) , dirname )",1452:19:43268:43370,/data/download/bftpd/bftpd/commands.c,"[[""True"", [8158, ""True"", ""errno == ENOTEMPTY"", ""Condition""]], [""True"", [8162, ""True"", ""rmdir ( mapped )"", ""Condition""]]]",[],"[[[""errno"", ""ENOTEMPTY"", ""==""]], [[""rmdir"", ""char *""]]]","[[[""char *""], ""char *""]]","[""\""Error: '%s' while trying to remove directory '%s': not empty.\\n\""""]",132
"bftpd_log ( ""Successfully renamed '%s' to '%s'.\n"" , philename , bftpd_cwd_mappath ( newname ) )",1505:2:44831:44919,/data/download/bftpd/bftpd/commands.c,"[[""False"", [8447, ""True"", ""rename ( philename , mapped )"", ""Condition""]]]",[],"[[[""rename"", ""philename"", ""char *""]]]","[[[""char *""], ""char *""]]","[""\""Successfully renamed '%s' to '%s'.\\n\""""]",133
"bftpd_log ( ""Error: '%s' while trying to rename '%s' to '%s'.\n"" , strerror ( errno ) , philename , bftpd_cwd_mappath ( newname ) )",1501:2:44627:44752,/data/download/bftpd/bftpd/commands.c,"[[""True"", [8447, ""True"", ""rename ( philename , mapped )"", ""Condition""]]]",[],"[[[""rename"", ""philename"", ""char *""]]]","[[[""char *""], ""char *""]]","[""\""Error: '%s' while trying to rename '%s' to '%s'.\\n\""""]",133
"bftpd_log ( ""Changed permissions of '%s' to '%o'.\n"" , mapped , permissions )",1584:2:46948:47026,/data/download/bftpd/bftpd/commands.c,"[[""False"", [8797, ""True"", ""chmod ( mapped , permissions )"", ""Condition""]], [""True"", [8872, ""True"", ""! my_string"", ""Condition""]]]",[],"[[[""chmod"", ""char *"", ""int""]], [[""!"", ""char *""]]]","[[[""char *"", ""bftpd_cwd_mappath"", ""char *"", ""=""], ""char *""], [[""int""], ""int""]]","[""\""Changed permissions of '%s' to '%o'.\\n\""""]",111
"bftpd_log ( ""Changed owner of '%s' to UID %i GID %i.\n"" , filename , uid , gid )",1627:2:48196:48276,/data/download/bftpd/bftpd/commands.c,"[[""False"", [9016, ""True"", ""chown ( mapped , uid , gid )"", ""Condition""]], [""False"", [9076, ""True"", ""! sscanf ( group , \""%i\"" , & gid )"", ""Condition""]], [""False"", [9063, ""True"", ""( ( gid = mygetpwnam ( group , groupfile ) ) ) < 0"", ""Condition""]]]",[],"[[[""chown"", ""char *"", ""int"", ""int""]], [[""!"", ""sscanf"", ""char *"", ""\""%i\"""", ""&"", ""gid""]], [[""gid"", ""mygetpwnam"", ""char *"", ""groupfile"", ""="", ""0"", ""<""]]]","[[[""char *"", ""MAXCMD"", ""1"", ""+"", ""owner"", ""MAXCMD"", ""1"", ""+"", ""group"", ""MAXCMD"", ""1"", ""+"", ""filename"", ""MAXCMD"", ""1"", ""+"", ""mapped""], ""filename""], [[""int"", ""mygetpwnam"", ""char *"", ""groupfile"", ""="", ""0"", ""<""], ""int""], [[""int"", ""gid""], ""gid""], [[""int"", ""mygetpwnam"", ""char *"", ""passwdfile"", ""="", ""0"", ""<""], ""int""], [[""int"", ""gid""], ""int""]]","[""\""Changed owner of '%s' to UID %i GID %i.\\n\""""]",113
"bftpd_log ( ""Error trying to run script: %s\n"" , script )",1902:6:57066:57119,/data/download/bftpd/bftpd/commands.c,"[[""True"", [10471, ""True"", ""process_id == 0"", ""Condition""]], [""False"", [10506, ""True"", ""process_id < 0"", ""Condition""]]]",[],"[[[""pid_t"", ""0"", ""==""]], [[""pid_t"", ""0"", ""<""]]]","[[[""char *""], ""char *""]]","[""\""Error trying to run script: %s\\n\""""]",4
"bftpd_log ( ""Administrative login FAILED\n"" )",29:4:507:549,/data/download/bftpd/bftpd/commands_admin.c,[],"[["""", [10743, ""True"", ""control_printf ( SL_FAILURE , \""421 Login incorrect.\"" )"", ""ExpressionStatement""]], ["""", [10752, ""True"", ""ENTRY"", ""CFGEntryNode""]]]","[[[""control_printf"", ""SL_FAILURE"", ""\""421 Login incorrect.\""""]], [[""ENTRY""]]]",[],"[""\""Administrative login FAILED\\n\""""]",5
"bftpd_log ( ""Administrative login SUCCESSFUL\n"" )",53:4:1236:1282,/data/download/bftpd/bftpd/commands_admin.c,[],"[["""", [10799, ""True"", ""control_printf ( SL_SUCCESS , \""230 Administrative login successful.\"" )"", ""ExpressionStatement""]], ["""", [10808, ""True"", ""signal ( SIGALRM , SIG_IGN )"", ""ExpressionStatement""]]]","[[[""control_printf"", ""SL_SUCCESS"", ""\""230 Administrative login successful.\""""]], [[""signal"", ""SIGALRM"", ""SIG_IGN""]]]",[],"[""\""Administrative login SUCCESSFUL\\n\""""]",6
"bftpd_log ( ""Warning: Unable to open %s.\n"" , _PATH_WTMP )",119:3:2520:2574,/data/download/bftpd/bftpd/login.c,"[[""True"", [15111, ""True"", ""! ( ( wtmp = fopen ( _PATH_WTMP , \""a\"" ) ) )"", ""Condition""]], [""True"", [15124, ""True"", ""strcasecmp ( config_getoption ( \""LOG_WTMP\"" ) , \""no\"" )"", ""Condition""]]]",[],"[[[""!"", ""wtmp"", ""fopen"", ""_PATH_WTMP"", ""\""a\"""", ""=""]], [[""strcasecmp"", ""config_getoption"", ""\""LOG_WTMP\"""", ""\""no\""""]]]",[],"[""\""Warning: Unable to open %s.\\n\""""]",7
bftpd_logwtmp ( 0 ),156:3:3252:3268,/data/download/bftpd/bftpd/login.c,"[[""True"", [15347, ""True"", ""state >= STATE_AUTHENTICATED"", ""Condition""]], [""True"", [15351, ""True"", ""wtmp"", ""Condition""]]]",[],"[[[""state"", ""STATE_AUTHENTICATED"", "">=""]], [[""wtmp""]]]",[],"[""0""]",8
"bftpd_log ( ""Successfully logged in as user '%s'.\n"" , user )",429:1:12054:12111,/data/download/bftpd/bftpd/login.c,"[[""True"", [16224, ""True"", ""checkpass ( password )"", ""Condition""]], [""True"", [16231, ""True"", ""( ! file_auth [ 0 ] ) && ( ! anon_ok )"", ""Condition""]], [""True"", [16231, ""True"", ""( ! file_auth [ 0 ] ) && ( ! anon_ok )"", ""Condition""]], [""False"", [16268, ""True"", ""( ! file_auth [ 0 ] ) && ( ! anon_ok )"", ""Condition""]], [""False"", [16258, ""True"", ""checkuser ( ) || checkshell ( )"", ""Condition""]]]",[],"[[[""checkpass"", ""char *""]], [[""!"", ""char *"", ""0""]], [[""!"", ""int""]], [[""!"", ""char *"", ""0""]], [[""!"", ""int""]], [[""!"", ""char *"", ""0""]], [[""!"", ""int""]], [[""checkuser"", ""checkshell"", ""||""]]]",[],"[""\""Successfully logged in as user '%s'.\\n\""""]",121
bftpd_logwtmp ( 1 ),426:1:12002:12018,/data/download/bftpd/bftpd/login.c,"[[""True"", [16224, ""True"", ""checkpass ( password )"", ""Condition""]], [""True"", [16231, ""True"", ""( ! file_auth [ 0 ] ) && ( ! anon_ok )"", ""Condition""]], [""True"", [16231, ""True"", ""( ! file_auth [ 0 ] ) && ( ! anon_ok )"", ""Condition""]], [""False"", [16268, ""True"", ""( ! file_auth [ 0 ] ) && ( ! anon_ok )"", ""Condition""]], [""False"", [16258, ""True"", ""checkuser ( ) || checkshell ( )"", ""Condition""]]]",[],"[[[""checkpass"", ""char *""]], [[""!"", ""char *"", ""0""]], [[""!"", ""int""]], [[""!"", ""char *"", ""0""]], [[""!"", ""int""]], [[""!"", ""char *"", ""0""]], [[""!"", ""int""]], [[""checkuser"", ""checkshell"", ""||""]]]",[],"[""1""]",121
"bftpd_log ( ""Login as user '%s' failed. Already %d connections from %s.\n"" , user , maxusers , remotehostname )",291:12:7545:7650,/data/download/bftpd/bftpd/login.c,"[[""True"", [16309, ""True"", ""( maxusers ) && ( maxusers == bftpdutmp_dup_ip_count ( remotehostname ) )"", ""Condition""]], [""True"", [16641, ""True"", ""! home_directory"", ""Condition""]], [""True"", [16630, ""True"", ""! strcasecmp ( anonymous , \""yes\"" )"", ""Condition""]], [""True"", [16703, ""True"", ""! strcasecmp ( anonymous , \""yes\"" )"", ""Condition""]], [""True"", [16685, ""True"", ""! getpwnam ( user )"", ""Condition""]]]",[],"[[[""int""]], [[""int"", ""bftpdutmp_dup_ip_count"", ""remotehostname"", ""==""]], [[""!"", ""char *""]], [[""!"", ""strcasecmp"", ""char *"", ""\""yes\""""]], [[""!"", ""strcasecmp"", ""char *"", ""\""yes\""""]], [[""!"", ""getpwnam"", ""user""]]]","[[[""int"", ""0"", ""=""], ""int""], [[""int"", ""unsigned long"", ""=""], ""int""]]","[""\""Login as user '%s' failed. Already %d connections from %s.\\n\""""]",96
