commit_sha,commit_message,file_name,change_type,log_statement,log_loc,store_name
3cbd42ec420605aac92cdf6817ea9ec1e9410ebd,SERVER-27972 Add a featureCompatibilityVersion op observer for database/collection drop,src/mongo/db/commands/feature_compatibility_version.cpp,+,"log() << ""setting featureCompatibilityVersion to """,357,download/mongodb_mongo1.cpp
0d408153594e2e2366e0729397ca2890f00b026c,SERVER-27768 Implement HMAC key for signing Logical clock's storage & distribution,src/mongo/db/logical_time.cpp,+,DataView(reinterpret_cast<char*>(output.data())).write(LittleEndian<uint64_t>{_time});,58,download/mongodb_mongo2.cpp
0d408153594e2e2366e0729397ca2890f00b026c,SERVER-27768 Implement HMAC key for signing Logical clock's storage & distribution,src/mongo/db/time_proof_service.cpp,+,"return fassertStatusOK(40384,",46,download/mongodb_mongo3.cpp
8c173ff0776c2c4ab1698a26aee2d087f973a3de,SERVER-28173 create a component that sends requests in parallel to multiple hosts over ASIO,src/mongo/s/async_requests_sender.cpp,+,uassertStatusOK(metadata.writeToMetadata(&metadataBuilder));,72,download/mongodb_mongo4.cpp
8c173ff0776c2c4ab1698a26aee2d087f973a3de,SERVER-28173 create a component that sends requests in parallel to multiple hosts over ASIO,src/mongo/s/async_requests_sender.cpp,+,"if (shard->isRetriableError(status.code(), Shard::RetryPolicy::kIdempotent) && !_stopRetrying &&",253,download/mongodb_mongo4.cpp
8c173ff0776c2c4ab1698a26aee2d087f973a3de,SERVER-28173 create a component that sends requests in parallel to multiple hosts over ASIO,src/mongo/s/async_requests_sender.cpp,+,"LOG(1) << ""Command to remote "" << remote.shardId << "" at host "" << *remote.shardHostAndPort",255,download/mongodb_mongo4.cpp
6753fb211150d85eed71a84393bd13f2a07a8865,SERVER-18410: Replace RWLock with OperationContext/LockManager,src/mongo/db/storage/mmap_v1/dur_journal_writer.cpp,-,"void WRITETODATAFILES(const JSectHeader& h, const AlignedBuilder& uncompressed) {",59,download/mongodb_mongo5.cpp
6753fb211150d85eed71a84393bd13f2a07a8865,SERVER-18410: Replace RWLock with OperationContext/LockManager,src/mongo/db/storage/mmap_v1/dur_journal_writer.cpp,+,"void WRITETODATAFILES(OperationContext* txn,",59,download/mongodb_mongo5.cpp
6753fb211150d85eed71a84393bd13f2a07a8865,SERVER-18410: Replace RWLock with OperationContext/LockManager,src/mongo/db/storage/mmap_v1/dur_journal_writer.cpp,-,"WRITETODATAFILES(buffer->_header, buffer->_builder);",249,download/mongodb_mongo5.cpp
6753fb211150d85eed71a84393bd13f2a07a8865,SERVER-18410: Replace RWLock with OperationContext/LockManager,src/mongo/db/storage/mmap_v1/dur_journal_writer.cpp,+,"WRITETODATAFILES(cc().makeOperationContext().get(), buffer->_header, buffer->_builder);",249,download/mongodb_mongo5.cpp
6753fb211150d85eed71a84393bd13f2a07a8865,SERVER-18410: Replace RWLock with OperationContext/LockManager,src/mongo/db/storage/mmap_v1/dur_recover.cpp,-,LockMongoFilesShared::assertAtLeastReadLocked();,293,download/mongodb_mongo6.cpp
6753fb211150d85eed71a84393bd13f2a07a8865,SERVER-18410: Replace RWLock with OperationContext/LockManager,src/mongo/db/storage/mmap_v1/dur_recover.cpp,+,LockMongoFilesShared::assertAtLeastReadLocked(txn);,293,download/mongodb_mongo6.cpp
6753fb211150d85eed71a84393bd13f2a07a8865,SERVER-18410: Replace RWLock with OperationContext/LockManager,src/mongo/db/storage/mmap_v1/durable_mapped_file.cpp,-,"error() << ""exception in ~DurableMappedFile"";",305,download/mongodb_mongo7.cpp
6753fb211150d85eed71a84393bd13f2a07a8865,SERVER-18410: Replace RWLock with OperationContext/LockManager,src/mongo/db/storage/mmap_v1/durable_mapped_file.cpp,+,"error() << ""exception in DurableMappedFile::close"";",305,download/mongodb_mongo7.cpp
6753fb211150d85eed71a84393bd13f2a07a8865,SERVER-18410: Replace RWLock with OperationContext/LockManager,src/mongo/db/storage/mmap_v1/mmap.cpp,-,LockMongoFilesShared::assertExclusivelyLocked();,154,download/mongodb_mongo8.cpp
6753fb211150d85eed71a84393bd13f2a07a8865,SERVER-18410: Replace RWLock with OperationContext/LockManager,src/mongo/db/storage/mmap_v1/mmap.cpp,+,LockMongoFilesShared::assertExclusivelyLocked(txn);,155,download/mongodb_mongo8.cpp
6753fb211150d85eed71a84393bd13f2a07a8865,SERVER-18410: Replace RWLock with OperationContext/LockManager,src/mongo/db/storage/mmap_v1/mmap.cpp,-,void printMemInfo(const char* where) {,247,download/mongodb_mongo8.cpp
6753fb211150d85eed71a84393bd13f2a07a8865,SERVER-18410: Replace RWLock with OperationContext/LockManager,src/mongo/db/storage/mmap_v1/mmap.cpp,-,LogstreamBuilder out = log();,247,download/mongodb_mongo8.cpp
6753fb211150d85eed71a84393bd13f2a07a8865,SERVER-18410: Replace RWLock with OperationContext/LockManager,src/mongo/db/storage/mmap_v1/mmap_posix.cpp,+,void printMemInfo() {,59,download/mongodb_mongo9.cpp
6753fb211150d85eed71a84393bd13f2a07a8865,SERVER-18410: Replace RWLock with OperationContext/LockManager,src/mongo/db/storage/mmap_v1/mmap_posix.cpp,+,LogstreamBuilder out = log();,60,download/mongodb_mongo9.cpp
6753fb211150d85eed71a84393bd13f2a07a8865,SERVER-18410: Replace RWLock with OperationContext/LockManager,src/mongo/db/storage/mmap_v1/mmap_posix.cpp,-,LockMongoFilesShared::assertExclusivelyLocked();,83,download/mongodb_mongo9.cpp
6753fb211150d85eed71a84393bd13f2a07a8865,SERVER-18410: Replace RWLock with OperationContext/LockManager,src/mongo/db/storage/mmap_v1/mmap_windows.cpp,-,LockMongoFilesShared::assertExclusivelyLocked();,152,download/mongodb_mongo10.cpp
6753fb211150d85eed71a84393bd13f2a07a8865,SERVER-18410: Replace RWLock with OperationContext/LockManager,src/mongo/db/storage/mmap_v1/mmap_windows.cpp,+,LockMongoFilesShared::assertExclusivelyLocked(txn);,153,download/mongodb_mongo10.cpp
6753fb211150d85eed71a84393bd13f2a07a8865,SERVER-18410: Replace RWLock with OperationContext/LockManager,src/mongo/dbtests/threadedtests.cpp,-,"LOG(Z) << x << ' ' << what[x] << "" request"" << endl;",312,download/mongodb_mongo11.cpp
6753fb211150d85eed71a84393bd13f2a07a8865,SERVER-18410: Replace RWLock with OperationContext/LockManager,src/mongo/dbtests/threadedtests.cpp,-,"LOG(Z) << x << "" w got"" << endl;",316,download/mongodb_mongo11.cpp
6753fb211150d85eed71a84393bd13f2a07a8865,SERVER-18410: Replace RWLock with OperationContext/LockManager,src/mongo/dbtests/threadedtests.cpp,-,"LOG(Z) << x << "" w unlock"" << endl;",317,download/mongodb_mongo11.cpp
6753fb211150d85eed71a84393bd13f2a07a8865,SERVER-18410: Replace RWLock with OperationContext/LockManager,src/mongo/dbtests/threadedtests.cpp,-,"LOG(Z) << x << ' ' << ch << "" got"" << endl;",323,download/mongodb_mongo11.cpp
6753fb211150d85eed71a84393bd13f2a07a8865,SERVER-18410: Replace RWLock with OperationContext/LockManager,src/mongo/dbtests/threadedtests.cpp,-,"mongo::unittest::log() << ""warning lock upgrade was slow "" << t.millis()",332,download/mongodb_mongo11.cpp
6753fb211150d85eed71a84393bd13f2a07a8865,SERVER-18410: Replace RWLock with OperationContext/LockManager,src/mongo/dbtests/threadedtests.cpp,-,mongo::unittest::log(),335,download/mongodb_mongo11.cpp
6753fb211150d85eed71a84393bd13f2a07a8865,SERVER-18410: Replace RWLock with OperationContext/LockManager,src/mongo/dbtests/threadedtests.cpp,-,ASSERT(false);,337,download/mongodb_mongo11.cpp
6753fb211150d85eed71a84393bd13f2a07a8865,SERVER-18410: Replace RWLock with OperationContext/LockManager,src/mongo/dbtests/threadedtests.cpp,-,"LOG(Z) << x << ' ' << ch << "" unlock"" << endl;",341,download/mongodb_mongo11.cpp
6753fb211150d85eed71a84393bd13f2a07a8865,SERVER-18410: Replace RWLock with OperationContext/LockManager,src/mongo/dbtests/threadedtests.cpp,-,"LOG(Z) << x << ' ' << ch << "" got "" << endl;",346,download/mongodb_mongo11.cpp
6753fb211150d85eed71a84393bd13f2a07a8865,SERVER-18410: Replace RWLock with OperationContext/LockManager,src/mongo/dbtests/threadedtests.cpp,-,"LOG(Z) << x << ' ' << ch << "" unlock"" << endl;",355,download/mongodb_mongo11.cpp
6753fb211150d85eed71a84393bd13f2a07a8865,SERVER-18410: Replace RWLock with OperationContext/LockManager,src/mongo/dbtests/threadedtests.cpp,-,ASSERT(false);,358,download/mongodb_mongo11.cpp
6753fb211150d85eed71a84393bd13f2a07a8865,SERVER-18410: Replace RWLock with OperationContext/LockManager,src/mongo/dbtests/threadedtests.cpp,-,"WriteLocksAreGreedy() : m(""gtest""), _barrier(WriteLocksAreGreedy_ThreadCount) {}",225,download/mongodb_mongo11.cpp
6753fb211150d85eed71a84393bd13f2a07a8865,SERVER-18410: Replace RWLock with OperationContext/LockManager,src/mongo/dbtests/threadedtests.cpp,-,"LOG(Z) << mongo::curTimeMillis64() % 10000 << "" 1"" << endl;",235,download/mongodb_mongo11.cpp
6753fb211150d85eed71a84393bd13f2a07a8865,SERVER-18410: Replace RWLock with OperationContext/LockManager,src/mongo/dbtests/threadedtests.cpp,-,"LOG(Z) << mongo::curTimeMillis64() % 10000 << "" 1x"" << endl;",237,download/mongodb_mongo11.cpp
6753fb211150d85eed71a84393bd13f2a07a8865,SERVER-18410: Replace RWLock with OperationContext/LockManager,src/mongo/dbtests/threadedtests.cpp,-,"LOG(Z) << mongo::curTimeMillis64() % 10000 << "" 2"" << endl;",240,download/mongodb_mongo11.cpp
6753fb211150d85eed71a84393bd13f2a07a8865,SERVER-18410: Replace RWLock with OperationContext/LockManager,src/mongo/dbtests/threadedtests.cpp,-,"LOG(Z) << mongo::curTimeMillis64() % 10000 << "" 2x"" << endl;",241,download/mongodb_mongo11.cpp
6753fb211150d85eed71a84393bd13f2a07a8865,SERVER-18410: Replace RWLock with OperationContext/LockManager,src/mongo/dbtests/threadedtests.cpp,-,"LOG(Z) << mongo::curTimeMillis64() % 10000 << "" 3"" << endl;",245,download/mongodb_mongo11.cpp
6753fb211150d85eed71a84393bd13f2a07a8865,SERVER-18410: Replace RWLock with OperationContext/LockManager,src/mongo/dbtests/threadedtests.cpp,-,"LOG(Z) << mongo::curTimeMillis64() % 10000 << "" 3x"" << endl;",246,download/mongodb_mongo11.cpp
6753fb211150d85eed71a84393bd13f2a07a8865,SERVER-18410: Replace RWLock with OperationContext/LockManager,src/mongo/dbtests/threadedtests.cpp,-,LOG(Z) << t.millis() << endl;,246,download/mongodb_mongo11.cpp
6753fb211150d85eed71a84393bd13f2a07a8865,SERVER-18410: Replace RWLock with OperationContext/LockManager,src/mongo/dbtests/threadedtests.cpp,-,ASSERT(t.millis() > 50);,246,download/mongodb_mongo11.cpp
6753fb211150d85eed71a84393bd13f2a07a8865,SERVER-18410: Replace RWLock with OperationContext/LockManager,src/mongo/util/concurrency/rwlockimpl.cpp,-,dassert(state == 0);,64,download/mongodb_mongo12.cpp
6753fb211150d85eed71a84393bd13f2a07a8865,SERVER-18410: Replace RWLock with OperationContext/LockManager,src/mongo/util/concurrency/rwlockimpl.cpp,-,dassert(state == -1);,70,download/mongodb_mongo12.cpp
6753fb211150d85eed71a84393bd13f2a07a8865,SERVER-18410: Replace RWLock with OperationContext/LockManager,src/mongo/util/concurrency/rwlockimpl.cpp,-,dassert(state == 0);,76,download/mongodb_mongo12.cpp
6753fb211150d85eed71a84393bd13f2a07a8865,SERVER-18410: Replace RWLock with OperationContext/LockManager,src/mongo/util/concurrency/rwlockimpl.cpp,-,dassert(state == 1);,82,download/mongodb_mongo12.cpp
0c7ab1cdd8c6a1cde4c5b2ccb1feef4300d29708,SERVER-20854 Pull the diff tracker's query generation logic outside of the template,src/mongo/s/chunk_diff.cpp,-,"LOG(2) << ""major version query from "" << *_maxVersion << "" and over """,200,download/mongodb_mongo13.cpp
962e21a702ffa6bb2e90df0b9f9dbd9b79c53f34,SERVER-28155 Get rid of the 'mongoscore' sharding library,src/mongo/s/commands/strategy.cpp,+,"std::tie(cmdObj, queryFlags) = uassertStatusOK(",121,download/mongodb_mongo14.cpp
962e21a702ffa6bb2e90df0b9f9dbd9b79c53f34,SERVER-28155 Get rid of the 'mongoscore' sharding library,src/mongo/s/commands/strategy.cpp,+,"void registerErrorImpl(OperationContext* txn, const DBException& exception) {}",137,download/mongodb_mongo14.cpp
962e21a702ffa6bb2e90df0b9f9dbd9b79c53f34,SERVER-28155 Get rid of the 'mongoscore' sharding library,src/mongo/s/commands/strategy.cpp,+,Command::registerRegisterError(registerErrorImpl);,140,download/mongodb_mongo14.cpp
962e21a702ffa6bb2e90df0b9f9dbd9b79c53f34,SERVER-28155 Get rid of the 'mongoscore' sharding library,src/mongo/s/commands/strategy.cpp,+,bool supportsWriteConcern = c->supportsWriteConcern(cmdObj);,646,download/mongodb_mongo14.cpp
962e21a702ffa6bb2e90df0b9f9dbd9b79c53f34,SERVER-28155 Get rid of the 'mongoscore' sharding library,src/mongo/s/commands/strategy.cpp,+,const auto oldWC = txn->getWriteConcern();,669,download/mongodb_mongo14.cpp
962e21a702ffa6bb2e90df0b9f9dbd9b79c53f34,SERVER-28155 Get rid of the 'mongoscore' sharding library,src/mongo/s/commands/strategy.cpp,+,ON_BLOCK_EXIT([&] { txn->setWriteConcern(oldWC); });,670,download/mongodb_mongo14.cpp
962e21a702ffa6bb2e90df0b9f9dbd9b79c53f34,SERVER-28155 Get rid of the 'mongoscore' sharding library,src/mongo/s/commands/strategy.cpp,+,txn->setWriteConcern(wcResult.getValue());,671,download/mongodb_mongo14.cpp
962e21a702ffa6bb2e90df0b9f9dbd9b79c53f34,SERVER-28155 Get rid of the 'mongoscore' sharding library,src/mongo/s/s_only.cpp,-,bool supportsWriteConcern = c->supportsWriteConcern(cmdObj);,89,download/mongodb_mongo15.cpp
962e21a702ffa6bb2e90df0b9f9dbd9b79c53f34,SERVER-28155 Get rid of the 'mongoscore' sharding library,src/mongo/s/s_only.cpp,-,const auto oldWC = txn->getWriteConcern();,111,download/mongodb_mongo15.cpp
962e21a702ffa6bb2e90df0b9f9dbd9b79c53f34,SERVER-28155 Get rid of the 'mongoscore' sharding library,src/mongo/s/s_only.cpp,-,ON_BLOCK_EXIT([&] { txn->setWriteConcern(oldWC); });,111,download/mongodb_mongo15.cpp
962e21a702ffa6bb2e90df0b9f9dbd9b79c53f34,SERVER-28155 Get rid of the 'mongoscore' sharding library,src/mongo/s/s_only.cpp,-,txn->setWriteConcern(wcResult.getValue());,111,download/mongodb_mongo15.cpp
962e21a702ffa6bb2e90df0b9f9dbd9b79c53f34,SERVER-28155 Get rid of the 'mongoscore' sharding library,src/mongo/s/s_only.cpp,-,"std::tie(cmdObj, queryFlags) = uassertStatusOK(",149,download/mongodb_mongo15.cpp
962e21a702ffa6bb2e90df0b9f9dbd9b79c53f34,SERVER-28155 Get rid of the 'mongoscore' sharding library,src/mongo/s/s_only.cpp,-,"void registerErrorImpl(OperationContext* txn, const DBException& exception) {}",165,download/mongodb_mongo15.cpp
962e21a702ffa6bb2e90df0b9f9dbd9b79c53f34,SERVER-28155 Get rid of the 'mongoscore' sharding library,src/mongo/s/s_only.cpp,-,Command::registerRegisterError(registerErrorImpl);,167,download/mongodb_mongo15.cpp
bce3a20e72b320be0931948955459cf899167c1f,"Revert ""SERVER-27886 Move paths.* into mmap_v1""

This reverts commit 2e975bcf036ed7ff2760a213827c0a02e0cded66.",src/mongo/db/storage/storage_engine_lock_file_posix.cpp,-,"log() << ""warning flushMyDirectory couldn't find parent dir for file: "" << file.string();",61,download/mongodb_mongo16.cpp
bce3a20e72b320be0931948955459cf899167c1f,"Revert ""SERVER-27886 Move paths.* into mmap_v1""

This reverts commit 2e975bcf036ed7ff2760a213827c0a02e0cded66.",src/mongo/db/storage/storage_engine_lock_file_posix.cpp,-,"LOG(1) << ""flushing directory "" << dir.string();",67,download/mongodb_mongo16.cpp
bce3a20e72b320be0931948955459cf899167c1f,"Revert ""SERVER-27886 Move paths.* into mmap_v1""

This reverts commit 2e975bcf036ed7ff2760a213827c0a02e0cded66.",src/mongo/db/storage/storage_engine_lock_file_posix.cpp,-,"massert(40384,",69,download/mongodb_mongo16.cpp
bce3a20e72b320be0931948955459cf899167c1f,"Revert ""SERVER-27886 Move paths.* into mmap_v1""

This reverts commit 2e975bcf036ed7ff2760a213827c0a02e0cded66.",src/mongo/db/storage/storage_engine_lock_file_posix.cpp,-,"log() << ""\tWARNING: This file system is not supported. For further information""",76,download/mongodb_mongo16.cpp
bce3a20e72b320be0931948955459cf899167c1f,"Revert ""SERVER-27886 Move paths.* into mmap_v1""

This reverts commit 2e975bcf036ed7ff2760a213827c0a02e0cded66.",src/mongo/db/storage/storage_engine_lock_file_posix.cpp,-,"log() << ""\t\t\thttp://dochub.mongodb.org/core/unsupported-filesystems""",77,download/mongodb_mongo16.cpp
bce3a20e72b320be0931948955459cf899167c1f,"Revert ""SERVER-27886 Move paths.* into mmap_v1""

This reverts commit 2e975bcf036ed7ff2760a213827c0a02e0cded66.",src/mongo/db/storage/storage_engine_lock_file_posix.cpp,-,"log() << ""\t\tPlease notify MongoDB, Inc. if an unlisted filesystem generated """,78,download/mongodb_mongo16.cpp
bce3a20e72b320be0931948955459cf899167c1f,"Revert ""SERVER-27886 Move paths.* into mmap_v1""

This reverts commit 2e975bcf036ed7ff2760a213827c0a02e0cded66.",src/mongo/db/storage/storage_engine_lock_file_posix.cpp,-,"massert(40385,",83,download/mongodb_mongo16.cpp
2e975bcf036ed7ff2760a213827c0a02e0cded66,SERVER-27886 Move paths.* into mmap_v1,src/mongo/db/storage/storage_engine_lock_file_posix.cpp,+,"log() << ""warning flushMyDirectory couldn't find parent dir for file: "" << file.string();",60,download/mongodb_mongo17.cpp
2e975bcf036ed7ff2760a213827c0a02e0cded66,SERVER-27886 Move paths.* into mmap_v1,src/mongo/db/storage/storage_engine_lock_file_posix.cpp,+,"LOG(1) << ""flushing directory "" << dir.string();",67,download/mongodb_mongo17.cpp
2e975bcf036ed7ff2760a213827c0a02e0cded66,SERVER-27886 Move paths.* into mmap_v1,src/mongo/db/storage/storage_engine_lock_file_posix.cpp,+,"massert(40384,",70,download/mongodb_mongo17.cpp
2e975bcf036ed7ff2760a213827c0a02e0cded66,SERVER-27886 Move paths.* into mmap_v1,src/mongo/db/storage/storage_engine_lock_file_posix.cpp,+,"log() << ""\tWARNING: This file system is not supported. For further information""",78,download/mongodb_mongo17.cpp
2e975bcf036ed7ff2760a213827c0a02e0cded66,SERVER-27886 Move paths.* into mmap_v1,src/mongo/db/storage/storage_engine_lock_file_posix.cpp,+,"log() << ""\t\t\thttp://dochub.mongodb.org/core/unsupported-filesystems""",80,download/mongodb_mongo17.cpp
2e975bcf036ed7ff2760a213827c0a02e0cded66,SERVER-27886 Move paths.* into mmap_v1,src/mongo/db/storage/storage_engine_lock_file_posix.cpp,+,"log() << ""\t\tPlease notify MongoDB, Inc. if an unlisted filesystem generated """,82,download/mongodb_mongo17.cpp
2e975bcf036ed7ff2760a213827c0a02e0cded66,SERVER-27886 Move paths.* into mmap_v1,src/mongo/db/storage/storage_engine_lock_file_posix.cpp,+,"massert(40385,",88,download/mongodb_mongo17.cpp
a887cc06efb80e746a476d6e5a12a1e2033df8b2,SERVER-27704 persist chunk metadata on shard primary,src/mongo/db/s/metadata_loader.cpp,+,"log() << ""reloading collection metadata for "" << ns << "" with new epoch """,177,download/mongodb_mongo18.cpp
a887cc06efb80e746a476d6e5a12a1e2033df8b2,SERVER-27704 persist chunk metadata on shard primary,src/mongo/db/s/metadata_loader.cpp,+,status = _writeNewChunksIfPrimary(,202,download/mongodb_mongo18.cpp
a887cc06efb80e746a476d6e5a12a1e2033df8b2,SERVER-27704 persist chunk metadata on shard primary,src/mongo/db/s/metadata_loader.cpp,+,"Status MetadataLoader::_writeNewChunksIfPrimary(OperationContext* txn,",256,download/mongodb_mongo18.cpp
a887cc06efb80e746a476d6e5a12a1e2033df8b2,SERVER-27704 persist chunk metadata on shard primary,src/mongo/db/s/metadata_loader.cpp,+,!repl::ReplicationCoordinator::get(txn)->canAcceptWritesForDatabase(,264,download/mongodb_mongo18.cpp
a887cc06efb80e746a476d6e5a12a1e2033df8b2,SERVER-27704 persist chunk metadata on shard primary,src/mongo/s/catalog/sharding_catalog_test_fixture.cpp,-,void ShardingCatalogTestFixture::expectFindOnConfigSendErrorCode(ErrorCodes::Error code) {,46,download/mongodb_mongo19.cpp
a887cc06efb80e746a476d6e5a12a1e2033df8b2,SERVER-27704 persist chunk metadata on shard primary,src/mongo/s/catalog/sharding_catalog_test_fixture.cpp,-,"ASSERT_EQ(request.target, HostAndPort(CONFIG_HOST_PORT));",47,download/mongodb_mongo19.cpp
a887cc06efb80e746a476d6e5a12a1e2033df8b2,SERVER-27704 persist chunk metadata on shard primary,src/mongo/s/catalog/sharding_catalog_test_fixture.cpp,-,"ASSERT_EQ(request.dbname, ""config"");",47,download/mongodb_mongo19.cpp
a887cc06efb80e746a476d6e5a12a1e2033df8b2,SERVER-27704 persist chunk metadata on shard primary,src/mongo/s/shard_server_test_fixture.cpp,+,void ShardServerTestFixture::expectFindOnConfigSendErrorCode(ErrorCodes::Error code) {,57,download/mongodb_mongo20.cpp
a887cc06efb80e746a476d6e5a12a1e2033df8b2,SERVER-27704 persist chunk metadata on shard primary,src/mongo/s/shard_server_test_fixture.cpp,+,"ASSERT_EQ(request.target, kConfigHostAndPort);",59,download/mongodb_mongo20.cpp
a887cc06efb80e746a476d6e5a12a1e2033df8b2,SERVER-27704 persist chunk metadata on shard primary,src/mongo/s/shard_server_test_fixture.cpp,+,"ASSERT_EQ(request.dbname, ""config"");",60,download/mongodb_mongo20.cpp
a887cc06efb80e746a476d6e5a12a1e2033df8b2,SERVER-27704 persist chunk metadata on shard primary,src/mongo/s/shard_server_test_fixture.cpp,+,"ASSERT_EQ(request.target, kConfigHostAndPort);",69,download/mongodb_mongo20.cpp
a887cc06efb80e746a476d6e5a12a1e2033df8b2,SERVER-27704 persist chunk metadata on shard primary,src/mongo/s/shard_server_test_fixture.cpp,+,"ASSERT_EQ(request.dbname, ""config"");",70,download/mongodb_mongo20.cpp
a887cc06efb80e746a476d6e5a12a1e2033df8b2,SERVER-27704 persist chunk metadata on shard primary,src/mongo/s/shard_server_test_fixture.cpp,+,replicationCoordinator()->alwaysAllowWrites(true);,78,download/mongodb_mongo20.cpp
a887cc06efb80e746a476d6e5a12a1e2033df8b2,SERVER-27704 persist chunk metadata on shard primary,src/mongo/s/shard_server_test_fixture.cpp,+,uassertStatusOK(,82,download/mongodb_mongo20.cpp
a887cc06efb80e746a476d6e5a12a1e2033df8b2,SERVER-27704 persist chunk metadata on shard primary,src/mongo/s/shard_server_test_fixture.cpp,+,std::unique_ptr<DistLockCatalog> ShardServerTestFixture::makeDistLockCatalog(,91,download/mongodb_mongo20.cpp
a887cc06efb80e746a476d6e5a12a1e2033df8b2,SERVER-27704 persist chunk metadata on shard primary,src/mongo/s/shard_server_test_fixture.cpp,+,std::unique_ptr<ShardingCatalogClient> ShardServerTestFixture::makeShardingCatalogClient(,103,download/mongodb_mongo20.cpp
d29e95a056c2522f4bfd57e417970e7ecf18266c,"Revert ""SERVER-27860 remove invariants to prevent ShardLocal running on shards and remove ""-OnConfig"" function name suffixes""

This reverts commit 489cd07d2a3711286debae56f28416d7ba290648.",src/mongo/s/catalog/sharding_catalog_client_impl.cpp,-,"configShard->runBatchWriteCommand(txn, batchRequest, Shard::RetryPolicy::kNotIdempotent);",1504,download/mongodb_mongo21.cpp
d29e95a056c2522f4bfd57e417970e7ecf18266c,"Revert ""SERVER-27860 remove invariants to prevent ShardLocal running on shards and remove ""-OnConfig"" function name suffixes""

This reverts commit 489cd07d2a3711286debae56f28416d7ba290648.",src/mongo/s/catalog/sharding_catalog_client_impl.cpp,+,*batchResponse = configShard->runBatchWriteCommandOnConfig(,1504,download/mongodb_mongo21.cpp
d29e95a056c2522f4bfd57e417970e7ecf18266c,"Revert ""SERVER-27860 remove invariants to prevent ShardLocal running on shards and remove ""-OnConfig"" function name suffixes""

This reverts commit 489cd07d2a3711286debae56f28416d7ba290648.",src/mongo/s/catalog/sharding_catalog_client_impl.cpp,-,"configShard->runBatchWriteCommand(txn, request, Shard::RetryPolicy::kNoRetry);",1527,download/mongodb_mongo21.cpp
d29e95a056c2522f4bfd57e417970e7ecf18266c,"Revert ""SERVER-27860 remove invariants to prevent ShardLocal running on shards and remove ""-OnConfig"" function name suffixes""

This reverts commit 489cd07d2a3711286debae56f28416d7ba290648.",src/mongo/s/catalog/sharding_catalog_client_impl.cpp,+,"configShard->runBatchWriteCommandOnConfig(txn, request, Shard::RetryPolicy::kNoRetry);",1527,download/mongodb_mongo21.cpp
d29e95a056c2522f4bfd57e417970e7ecf18266c,"Revert ""SERVER-27860 remove invariants to prevent ShardLocal running on shards and remove ""-OnConfig"" function name suffixes""

This reverts commit 489cd07d2a3711286debae56f28416d7ba290648.",src/mongo/s/catalog/sharding_catalog_client_impl.cpp,-,"configShard->runBatchWriteCommand(txn, request, Shard::RetryPolicy::kIdempotent);",1610,download/mongodb_mongo21.cpp
d29e95a056c2522f4bfd57e417970e7ecf18266c,"Revert ""SERVER-27860 remove invariants to prevent ShardLocal running on shards and remove ""-OnConfig"" function name suffixes""

This reverts commit 489cd07d2a3711286debae56f28416d7ba290648.",src/mongo/s/catalog/sharding_catalog_client_impl.cpp,+,"configShard->runBatchWriteCommandOnConfig(txn, request, Shard::RetryPolicy::kIdempotent);",1610,download/mongodb_mongo21.cpp
d29e95a056c2522f4bfd57e417970e7ecf18266c,"Revert ""SERVER-27860 remove invariants to prevent ShardLocal running on shards and remove ""-OnConfig"" function name suffixes""

This reverts commit 489cd07d2a3711286debae56f28416d7ba290648.",src/mongo/s/catalog/sharding_catalog_client_impl.cpp,-,"configShard->runBatchWriteCommand(txn, request, Shard::RetryPolicy::kIdempotent);",1642,download/mongodb_mongo21.cpp
d29e95a056c2522f4bfd57e417970e7ecf18266c,"Revert ""SERVER-27860 remove invariants to prevent ShardLocal running on shards and remove ""-OnConfig"" function name suffixes""

This reverts commit 489cd07d2a3711286debae56f28416d7ba290648.",src/mongo/s/catalog/sharding_catalog_client_impl.cpp,+,"configShard->runBatchWriteCommandOnConfig(txn, request, Shard::RetryPolicy::kIdempotent);",1642,download/mongodb_mongo21.cpp
d29e95a056c2522f4bfd57e417970e7ecf18266c,"Revert ""SERVER-27860 remove invariants to prevent ShardLocal running on shards and remove ""-OnConfig"" function name suffixes""

This reverts commit 489cd07d2a3711286debae56f28416d7ba290648.",src/mongo/s/client/shard.cpp,-,"BatchedCommandResponse Shard::runBatchWriteCommand(OperationContext* txn,",188,download/mongodb_mongo22.cpp
d29e95a056c2522f4bfd57e417970e7ecf18266c,"Revert ""SERVER-27860 remove invariants to prevent ShardLocal running on shards and remove ""-OnConfig"" function name suffixes""

This reverts commit 489cd07d2a3711286debae56f28416d7ba290648.",src/mongo/s/client/shard.cpp,+,BatchedCommandResponse Shard::runBatchWriteCommandOnConfig(,190,download/mongodb_mongo22.cpp
6fe8c420da0c1071bfb8abfd7e936059d4977472,SERVER-27773 add operationTime field to the command response,src/mongo/db/commands.cpp,+,"void _generateErrorResponse(OperationContext* txn,",323,download/mongodb_mongo23.cpp
6fe8c420da0c1071bfb8abfd7e936059d4977472,SERVER-27773 add operationTime field to the command response,src/mongo/db/commands.cpp,+,"Command::registerError(txn, exception);",328,download/mongodb_mongo23.cpp
6fe8c420da0c1071bfb8abfd7e936059d4977472,SERVER-27773 add operationTime field to the command response,src/mongo/db/commands.cpp,+,"LOG(1) << ""assertion while executing command '"" << request.getCommandName() << ""' """,362,download/mongodb_mongo23.cpp
