class,check,variable
345,"[""apr_brigade_partition_ret"", ""apr_brigade_partition_ret"", null]","[null, null, ""apr_brigade_partition_ret"", ""ap_remove_input_filter_arg"", null]"
346,"[""apr_brigade_split_line_ret""]","[null, null, ""apr_brigade_split_line_ret"", ""ap_remove_input_filter_arg_ret"", null]"
347,"[""APR_BRIGADE_EMPTY_ret""]","[null, null, ""ap_remove_input_filter_arg_ret"", null]"
348,"[""""]","[null, null, ""server_rec"", ""long"", """"]"
349,"[""""]","[null, null, ""server_rec""]"
350,"[""apr_pool_create_ret"", null]","[""apr_pstrdup_arg"", ""int"", null, null, ""apr_pool_create_ret"", null]"
351,"[""apr_pool_create_ret"", null]","[""apr_pstrdup_arg"", ""int"", null, null, ""apr_pool_create_arg_ret""]"
352,"[""apr_palloc_ret""]","[""apr_pstrdup_arg"", ""int"", null, null, ""apr_palloc_arg_ret""]"
353,"[""apr_thread_mutex_create_ret"", null]","[""apr_pstrdup_arg_ret"", ""int"", null, null, ""apr_thread_mutex_create_ret"", ""apr_thread_mutex_create_arg_ret""]"
1659,"[""int"", null]","[""char"", ""int"", null, null, "" struct CRYPTO_dynlock_value"", null, "" struct CRYPTO_dynlock_value"", ""char"", "" struct CRYPTO_dynlock_value"", ""int""]"
354,"[""int"", null]","[""char"", ""int"", null, null, ""apr_thread_mutex_lock_ret"", "" struct CRYPTO_dynlock_value"", null, "" struct CRYPTO_dynlock_value"", ""char"", "" struct CRYPTO_dynlock_value"", ""int""]"
355,"[""int"", null]","[""char"", ""int"", null, null, ""apr_thread_mutex_unlock_ret"", "" struct CRYPTO_dynlock_value"", null, "" struct CRYPTO_dynlock_value"", ""char"", "" struct CRYPTO_dynlock_value"", ""int""]"
356,"[""apr_thread_mutex_destroy_ret"", null]","[""char"", ""int"", null, null, ""apr_thread_mutex_destroy_ret"", "" struct CRYPTO_dynlock_value"", null, "" struct CRYPTO_dynlock_value"", ""char"", "" struct CRYPTO_dynlock_value"", ""int""]"
357,"[""mySrvConfig_ret"", ""mySrvConfig_ret"", null, ""mySrvConfig_ret"", null, null]","[""modssl_pk_server_t"", null, ""int""]"
358,"[""ap_pass_brigade_ret""]","[null, null, ""ssl_init_ssl_connection_arg""]"
359,"[""SSL_get_state_ret"", null]","[null, null, ""ssl_init_ssl_connection_arg_ret""]"
360,"[""ap_get_server_name_for_url_arg_ret"", null]","[null, null, ""ap_get_server_name_for_url_arg_ret"", null, ""SSL_get_servername_ret""]"
361,"[""strcmp_ret""]","[null, null, ""ap_get_server_name_for_url_arg_ret"", null, ""strcmp_arg_ret"", ""strcmp_arg_ret""]"
362,"[""mySrvConfig_ret"", ""mySrvConfig_ret"", null, null, null, null, ""ap_get_server_name_for_url_arg_ret"", null, null]","[null, null, ""ap_get_server_name_for_url_arg_ret"", null]"
363,"[""APLOGrinfo_ret"", ""ap_is_initial_req_ret""]","[""apr_psprintf_ret"", ""ssl_util_vhostid_ret"", null, null, ""ap_is_initial_req_arg_ret"", ""ap_is_initial_req_arg_ret"", null, null, ""ap_is_initial_req_arg_ret"", null, null]"
364,"[""myDirConfig_ret"", null, ""SSL_get_SSL_CTX_arg_ret""]","[null, ""ssl_log_ssl_error_arg"", ""myDirConfig_arg_ret"", ""myDirConfig_arg_ret"", null]"
365,"[""modssl_set_cipher_list_ret"", ""myDirConfig_ret"", null, ""mySrvConfig_ret"", null, null, null]","[null, null, ""myDirConfig_arg_ret""]"
366,"[""BOOL""]","[null, null, ""myDirConfig_arg_ret""]"
367,"[""myConnConfig_ret"", null, ""mySrvConfig_ret""]","[null, null, ""myDirConfig_arg_ret""]"
368,"[""SSL_get_verify_mode_ret"", null, """", null, ""SSL_get_verify_mode_ret"", null, """", null, ""SSL_get_verify_mode_ret"", null, """", null]","[null, null, ""myDirConfig_arg_ret"", """"]"
369,"["""", null]","[null, null, ""myDirConfig_arg_ret""]"
370,"[""ssl_io_buffer_fill_ret""]","[null, ""ssl_log_ssl_error_arg"", ""ssl_io_buffer_fill_arg_ret""]"
371,"[""BOOL""]","[null, null, ""ssl_io_buffer_fill_arg_ret""]"
372,"[""""]","[null, null, ""ssl_io_buffer_fill_arg_ret""]"
373,"[""sk_X509_num_ret"", ""sk_X509_new_null_ret""]","[null, ""ssl_log_ssl_error_arg"", ""ssl_io_buffer_fill_arg_ret""]"
374,"[""SSL_CTX_get_cert_store_ret"", ""X509_STORE_CTX_init_arg"", ""SSL_CTX_get_cert_store_ret""]","[null, ""ssl_log_ssl_error_arg"", ""ssl_io_buffer_fill_arg_ret""]"
375,"[""modssl_X509_verify_cert_ret""]","[null, ""ssl_log_ssl_error_arg"", ""ssl_io_buffer_fill_arg_ret""]"
376,"[""has_buffered_data_ret""]","[null, ""ssl_log_ssl_error_arg"", ""has_buffered_data_arg_ret""]"
377,"[""""]","[""defined_ret"", ""SSL_get_secure_renegotiation_support_ret"", null, null, ""has_buffered_data_arg_ret""]"
378,"[""SSL_get_state_ret"", null]","[null, ""ssl_log_ssl_error_arg"", ""has_buffered_data_arg_ret""]"
379,"[""""]","[null, null, ""has_buffered_data_arg_ret""]"
380,"[""SSL_get_state_ret"", null]","[null, null, ""has_buffered_data_arg_ret""]"
381,"[""SSL_get_verify_result_ret"", ""BOOL"", null]","[null, null, ""has_buffered_data_arg_ret""]"
382,"[""SSL_get_peer_certificate_ret"", ""SSL_get_peer_certificate_ret"", null]","[null, null, ""has_buffered_data_arg_ret""]"
383,"[""sk_SSL_CIPHER_find_ret""]","[""SSL_CIPHER_get_name_ret"", null, null, ""has_buffered_data_arg_ret"", ""has_buffered_data_arg_ret"", null]"
384,"[""ssl_var_lookup_ret"", ""ssl_var_lookup_ret""]","[null, null, ""ssl_var_lookup_arg_ret"", ""myDirConfig_ret"", null]"
385,"[""ssl_expr_exec_ret""]","[null, null, ""ssl_expr_exec_arg_ret"", ""ssl_expr_exec_arg_ret"", null, ""apr_psprintf_ret""]"
386,"[""ssl_expr_exec_ret""]","[null, null, ""ssl_expr_exec_arg_ret"", ""ssl_expr_exec_arg_ret"", null, ""ssl_expr_exec_arg_ret"", null, null]"
387,"[""ssl_expr_exec_ret""]","[null, null, ""ssl_expr_exec_arg_ret"", ""ssl_require_t"", null]"
388,"[""ssl_expr_exec_ret""]","[null, null, ""ssl_expr_exec_arg_ret"", ""ssl_expr_exec_arg_ret"", null]"
389,"[""strEQ_ret"", ""ap_getword_nulls_ret""]","[null, null, ""ap_is_initial_req_arg_ret"", ""ap_getword_nulls_ret""]"
390,"[""strEQ_ret"", ""ap_getword_nulls_ret""]","[null, null, ""ap_is_initial_req_arg_ret"", ""apr_table_set_arg_ret""]"
391,"[""ssl_verify_error_is_optional_ret"", """", null]","[null, null, ""SSL_get_app_data_ret""]"
392,"[""ssl_verify_error_is_optional_ret"", ""ssl_callback_SSLVerify_CRL_ret"", ""mySrvConfig_ret"", null, null]","[null, null, ""SSL_get_app_data_ret""]"
393,"[""modssl_verify_ocsp_ret""]","[""X509_verify_cert_error_string_ret"", null, null, ""SSL_get_app_data_ret"", ""X509_STORE_CTX_get_error_ret""]"
394,"[""X509_STORE_CTX_get_error_depth_ret"", ""int""]","[null, null, ""SSL_get_app_data_ret"", ""X509_STORE_CTX_get_error_depth_ret"", ""int""]"
395,"[""APLOGtrace1_ret""]","[null, null, ""mySrvFromConn_ret"", null]"
396,"[""X509_CRL_verify_ret""]","[null, null, ""mySrvFromConn_ret""]"
1660,"[""X509_cmp_current_time_ret""]","[null, null, ""mySrvFromConn_ret""]"
397,"[""APLOGdebug_ret""]","[null, null, ""mySrvFromConn_ret"", ""ASN1_INTEGER_get_ret"", ""ASN1_INTEGER_get_ret"", ""X509_NAME_oneline_ret""]"
1661,"[""sk_X509_INFO_num_ret"", ""STACK_OF_ret""]","[null, null, ""mySrvFromConn_ret"", null, ""mySrvConfig_ret"", null]"
1662,"[""int"", null]","[null, null, ""ssl_var_lookup_arg"", null]"
1663,"[""int"", null]","[""SSL_state_string_long_ret"", null, null, ""ssl_var_lookup_arg"", null]"
398,"[""int"", null]","[""SSL_alert_type_string_long_ret"", ""SSL_alert_desc_string_long_ret"", null, null, ""ssl_var_lookup_arg"", null, ""char""]"
1664,"[""int""]","[""SSL_state_string_long_ret"", null, null, ""ssl_var_lookup_arg"", null]"
399,"[""int"", null]","[""ssl_var_lookup_ret"", ""ssl_var_lookup_ret"", ""ssl_var_lookup_ret"", ""ssl_var_lookup_ret"", ""ssl_var_lookup_ret"", null, null, ""ssl_var_lookup_arg""]"
400,"[""SSL_get_state_ret"", null, ""SSL_get_state_ret"", null]","[null, null, ""myConnConfig_arg_ret""]"
1665,"[""ap_vhost_iterate_given_conn_ret""]","[null, null, ""SSL_get_app_data_ret"", ""ap_vhost_iterate_given_conn_arg_ret""]"
401,"[""apr_sockaddr_info_get_ret""]","[null, null, ""apr_sockaddr_info_get_ret"", ""conn_rec"", ""apr_uri_t"", null]"
402,"[""apr_sockaddr_info_get_ret""]","[null, null, ""conn_rec"", ""apr_uri_t"", null]"
403,"[""apr_socket_connect_arg_ret"", null]","[null, null, ""apr_socket_connect_ret"", ""conn_rec"", ""apr_uri_t"", null]"
404,"[""apr_socket_connect_arg_ret"", null]","[null, null, ""conn_rec""]"
405,"[""apr_socket_send_ret""]","[null, null, ""apr_socket_send_ret"", ""conn_rec"", ""apr_uri_t"", null]"
406,"[""apr_brigade_split_line_ret""]","[null, null, ""apr_brigade_split_line_ret"", ""conn_rec""]"
407,"[""apr_brigade_pflatten_ret""]","[null, null, ""apr_brigade_pflatten_ret"", ""conn_rec""]"
408,"[""apr_brigade_pflatten_arg_ret"", ""apr_brigade_pflatten_arg_ret"", ""apr_brigade_pflatten_arg_ret"", null]","[null, null, ""apr_brigade_pflatten_ret"", ""conn_rec""]"
409,"[""strncmp_ret"", ""ap_strchr_ret"", ""apr_atoi64_ret"", ""strncmp_arg_ret"", ""strncmp_ret"", ""d2i_OCSP_RESPONSE_bio_arg"", ""strncmp_ret"", ""strncmp_ret""]","[null, ""ssl_log_ssl_error_arg"", ""get_line_arg_ret"", ""apr_atoi64_arg_ret"", ""apr_atoi64_arg_ret""]"
410,"[""strncmp_ret"", ""ap_strchr_ret"", ""apr_atoi64_ret"", ""strncmp_arg_ret"", ""strncmp_ret"", ""d2i_OCSP_RESPONSE_bio_arg"", ""strncmp_ret"", ""strncmp_ret""]","[null, null, ""get_line_arg_ret"", ""get_line_ret""]"
411,"[""apr_size_t"", null]","[null, ""ssl_log_ssl_error_arg"", ""get_line_arg_ret"", null]"
412,"[""get_line_ret""]","[null, ""ssl_log_ssl_error_arg"", ""get_line_arg_ret""]"
413,"[""apr_bucket_read_ret"", null, ""apr_bucket_read_ret"", null, ""apr_bucket_read_arg_ret""]","[null, null, ""get_line_arg_ret""]"
414,"[""apr_bucket_read_ret"", null]","[null, ""ssl_log_ssl_error_arg"", ""apr_bucket_read_ret"", ""get_line_arg_ret""]"
415,"[""apr_size_t"", null]","[null, ""ssl_log_ssl_error_arg"", ""apr_bucket_read_ret"", ""get_line_arg_ret"", null]"
416,"[""apr_size_t"", null]","[null, null, ""get_line_arg_ret"", null, null, ""apr_bucket_read_arg_ret"", ""apr_size_t""]"
417,"[""d2i_OCSP_RESPONSE_bio_ret"", null]","[null, null, ""mySrvFromConn_arg_ret""]"
418,"[""serialize_request_ret"", null]","[null, null, ""mySrvFromConn_arg_ret""]"
1666,[null],"[null, """", ""ssl_expr_yylex_ret"", ""getenv_ret""]"
419,[null],"[null, """", null, """"]"
420,[null],"[null, null, null, """"]"
421,[null],"[null, """", """", null, """"]"
422,[null],"[null, null, ""ssl_expr_yylex_ret"", ""getenv_ret""]"
423,[null],"[null, null, """"]"
424,"[""extract_responder_uri_ret"", null]","[null, null, ""conn_rec""]"
425,"[""apr_uri_parse_ret"", ""apr_palloc_ret"", null]","[null, null, ""apr_uri_parse_ret"", ""conn_rec"", ""apr_uri_parse_arg_ret""]"
426,"[""strcasecmp_ret""]","[null, null, ""apr_uri_parse_ret"", ""conn_rec"", ""apr_uri_parse_arg_ret""]"
427,"[""OCSP_request_add0_id_ret"", ""OCSP_request_add0_id_arg_ret""]","[null, null, ""ssl_log_ssl_error_arg_ret""]"
428,"[""OCSP_response_status_ret"", null]","[null, ""ssl_log_ssl_error_arg"", ""create_request_arg_ret"", ""int""]"
429,"[""OCSP_response_get1_basic_ret""]","[null, ""ssl_log_ssl_error_arg"", ""modssl_dispatch_ocsp_request_arg_ret""]"
430,"[""OCSP_check_nonce_ret""]","[null, ""ssl_log_ssl_error_arg"", ""ssl_log_ssl_error_arg_ret""]"
431,"[""OCSP_basic_verify_ret""]","[null, ""ssl_log_ssl_error_arg"", ""ssl_log_ssl_error_arg_ret""]"
432,"[""mySrvConfig_ret"", null]","[null, null, ""ssl_init_connection_ctx_arg_ret"", ""mySrvConfig_ret"", null]"
433,"[""SSL_new_ret"", ""SSL_new_ret""]","[null, ""ssl_log_ssl_error_arg"", ""ssl_init_connection_ctx_arg_ret""]"
434,"[""SSL_set_session_id_context_ret""]","[null, ""ssl_log_ssl_error_arg"", ""ssl_init_connection_ctx_arg_ret"", ""SSL_set_session_id_context_arg_ret""]"
435,"[""RAND_status_ret""]","[null, null, ""ssl_util_ppclose_arg_ret"", ""char""]"
436,"[""OBJ_txt2obj_ret""]","[null, null, ""myConnConfig_arg_ret"", ""OBJ_txt2obj_arg_ret""]"
437,"[""X509V3_EXT_print_ret"", ""dump_extn_value_ret"", ""X509_EXTENSION_get_data_ret""]","[null, null, ""myConnConfig_arg_ret"", ""OBJ_txt2obj_arg_ret""]"
438,"[""myModConfig_ret"", null, null]","[null, null, "" mc stapling_cache init_arg_ret""]"
439,"[""i2d_SSL_SESSION_ret"", "" mc sesscache store_arg""]","[null, null, ""myModConfig_arg_ret"", ""i2d_SSL_SESSION_ret""]"
440,"[""ap_lua_run_lua_request_arg"", null]","[null, null, ""ap_lua_run_lua_request_arg"", ""apr_palloc_ret"", ""apr_pcalloc_ret"", null, ""apr_palloc_ret"", ""apr_pcalloc_ret"", null, ""apr_palloc_ret"", ""apr_pcalloc_ret"", null, ""apr_palloc_ret"", null]"
441,"[""ap_lua_get_lua_state_ret""]","[""ap_lua_run_lua_request_arg""]"
442,"[""ap_lua_run_lua_request_arg"", null]","[null, null, ""ap_lua_run_lua_request_arg""]"
443,"[""lua_isfunction_ret""]","[null, null, ""ap_lua_run_lua_request_arg"", ""apr_palloc_ret"", null, ""apr_palloc_ret"", ""apr_pcalloc_ret"", null]"
444,"[""ap_lua_get_lua_state_ret""]","[null, null, ""ap_lua_run_lua_request_arg"", ""ap_lua_mapped_handler_spec"", null, ""ap_lua_mapped_handler_spec"", null]"
445,"[""lua_isfunction_ret""]","[null, null, ""ap_lua_run_lua_request_arg"", ""ap_lua_mapped_handler_spec"", null, ""ap_lua_mapped_handler_spec"", null]"
446,"[""lua_pcall_ret""]","[null, null, ""apr_pool_t"", ""lua_tostring_ret""]"
447,"[""lua_type_ret"", null]","[""lua_tostring_ret"", null, null, ""request_rec"", ""lua_toboolean_arg""]"
448,"[""lua_type_ret"", null, null]","[null, null, ""request_rec"", ""lua_toboolean_arg""]"
449,"[""lua_type_ret"", null, null, null]","[null, null, ""request_rec"", ""lua_toboolean_arg""]"
450,"[""lua_type_ret"", null, null, null, null]","[null, null, ""request_rec"", ""lua_toboolean_arg""]"
451,"[""lua_type_ret"", null, null, null, null, null]","[null, null, ""request_rec"", ""lua_toboolean_arg""]"
452,"[""lua_type_ret"", null, null, null, null, null, null]","[""lua_toboolean_ret"", null, null, ""request_rec"", ""lua_toboolean_arg""]"
453,"[""lua_type_ret"", null, null, null, null, null, null, null]","[""lua_tonumber_ret"", null, null, ""request_rec"", ""lua_typename_arg""]"
454,"[""lua_type_ret"", null, null, null, null, null, null, null, null]","[null, null, ""request_rec"", ""lua_typename_arg""]"
455,"[""lua_type_ret"", null, null, null, null, null, null, null, null, null]","[null, null, ""request_rec"", ""lua_typename_arg""]"
456,"[""lua_type_ret"", null, null, null, null, null, null, null, null, null]","[""lua_typename_ret"", null, null, ""request_rec"", ""int""]"
457,"[""apr_hash_get_ret"", null, null]","[null, null, ""ap_lua_check_request_rec_ret"", ""luaL_checkstring_ret""]"
458,"[""apr_hash_get_ret"", null, null, null]","[null, null, ""ap_lua_check_request_rec_ret"", ""luaL_checkstring_ret""]"
459,"[""apr_hash_get_ret"", null, null, null, null]","[null, null, ""ap_lua_check_request_rec_ret"", ""luaL_checkstring_ret""]"
460,"[""apr_hash_get_ret"", null, null, null, null, null]","[null, null, ""ap_lua_check_request_rec_ret"", ""luaL_checkstring_ret""]"
1667,"[""apr_hash_get_ret"", null, null, null, null, null, null]","[null, null, ""ap_lua_check_request_rec_ret"", ""luaL_checkstring_ret""]"
1672,"[""ap_cache_try_lock_arg_ret"", null]","[null, null, null, ""ap_cache_try_lock_arg_ret"", null, ""ap_cache_try_lock_arg_ret"", null]"
461,"[""ap_cache_try_lock_arg_ret"", null]","[null, null, null, ""ap_add_output_filter_handle_arg_ret"", null, ""ap_add_output_filter_handle_arg_ret"", null]"
1668,"[null, ""ap_cache_try_lock_ret""]","[null, null, null, ""ap_add_output_filter_handle_arg_ret"", null, ""ap_add_output_filter_handle_arg_ret"", null]"
1669,"[null, ""ap_cache_try_lock_ret""]","[null, null, ""ap_cache_try_lock_ret"", ""ap_add_output_filter_handle_arg_ret"", null, ""ap_add_output_filter_handle_arg_ret"", null]"
462,"[""ap_add_output_filter_handle_arg_ret"", null]","[null, null, null, ""ap_add_output_filter_handle_arg_ret"", null, ""ap_add_output_filter_handle_arg_ret"", null]"
1670,"[""cache_select_ret"", null]","[null, null, ""ap_cache_try_lock_ret"", ""ap_add_output_filter_handle_arg_ret"", null, ""ap_add_output_filter_handle_arg_ret"", null]"
463,"[""ap_add_output_filter_handle_arg_ret"", null]","[null, null, null, ""ap_add_output_filter_handle_arg_ret"", null]"
1671,"[""ap_pass_brigade_ret"", null]","[null, null, ""ap_pass_brigade_ret"", ""ap_add_output_filter_handle_arg_ret"", null, ""ap_add_output_filter_handle_arg_ret"", null]"
1673,"[""cache_replace_filter_ret""]","[null, null, null, ""ap_add_output_filter_handle_arg_ret"", null, ""ap_add_output_filter_handle_arg_ret"", null]"
464,"[""ap_get_module_config_ret""]","[null, null, ""request_rec"", null]"
465,"[""ap_get_module_config_ret""]","[null, null, null, ""request_rec"", null]"
466,"[""ap_get_module_config_ret""]","[null, null, null, ""request_rec"", null, ""request_rec"", null]"
1674,"["" cache provider store_body_ret"", null]","[null, null, "" cache provider store_body_ret"", "" cache provider store_body_arg_ret"", null]"
467,"[""apr_pstrcat_ret""]","[null, null, ""ap_cache_remove_lock_arg_ret"", null, ""ap_cache_remove_lock_arg_ret"", null, ""apr_pstrcat_ret""]"
468,"[""apr_pstrcat_ret""]","[null, null, ""ap_cache_remove_lock_arg_ret"", null, ""ap_cache_remove_lock_arg_ret"", null]"
469,"[""apr_pstrcat_ret""]","[null, null, ""ap_cache_remove_lock_arg_ret"", null]"
470,"[""apr_date_parse_http_ret"", null, ""apr_date_parse_http_ret"", ""apr_time_t_arg""]","[null, null, ""ap_cache_remove_lock_arg_ret"", null]"
471,"["" cache provider store_headers_ret"", null]","[null, null, "" cache provider store_headers_ret"", ""ap_meets_conditions_arg_ret"", null]"
472,"["" cache provider remove_url_ret"", null]","[null, null, "" cache provider remove_url_ret"", ""ap_meets_conditions_arg_ret"", null]"
473,"["" cache provider remove_url_ret"", null]","[null, null, "" cache provider remove_url_ret"", ""ap_cache_remove_lock_arg_ret"", null]"
474,"[""cache_remove_url_arg""]","[null, null, ""request_rec"", null]"
1675,"[""ap_server_root_relative_ret""]","[null, null, null, ""cmd_parms"", null, ""ap_server_root_relative_arg_ret""]"
1676,"[""apr_stat_ret"", ""apr_stat_ret"", null]","[null, null, ""apr_stat_ret"", ""cmd_parms"", null, ""apr_stat_arg_ret""]"
1677,"[""a_file"", null, null, null]","[null, null, ""cmd_parms"", null, ""apr_stat_arg_ret""]"
475,"[""apr_file_open_ret"", null]","[null, null, ""apr_file_open_ret"", ""cmd_parms"", null, ""apr_file_open_arg_ret""]"
476,"[""apr_mmap_create_ret"", ""apr_mmap_create_ret"", null]","[null, null, ""apr_mmap_create_ret"", ""cmd_parms"", null, ""ap_server_root_relative_arg_ret""]"
477,"[""socache_dbm_expire_arg"", null, ""apr_pstrcat_arg""]","[null, null, ""socache_dbm_expire_arg"", null]"
478,"[""socache_dbm_expire_arg"", null, ""apr_pstrcat_arg""]","[null, null, ""apr_dbm_open_ret"", ""socache_dbm_expire_arg"", ""socache_dbm_expire_arg"", null]"
479,"[""unsigned"", ""memcpy_arg"", null]","[null, null, ""socache_dbm_expire_arg"", ""unsigned"", ""memcpy_arg"", null]"
480,"[""unsigned"", ""memcpy_arg""]","[null, null, ""socache_dbm_expire_arg"", ""unsigned"", ""memcpy_arg""]"
481,"[""apr_dbm_store_arg"", null, null]","[null, null, ""socache_dbm_expire_arg""]"
482,"[""apr_dbm_open_ret"", ""apr_dbm_open_ret"", null]","[null, null, ""apr_dbm_open_ret"", ""socache_dbm_expire_arg"", ""socache_dbm_expire_arg"", null]"
483,"[""apr_dbm_store_ret"", ""apr_dbm_store_ret"", null]","[null, null, ""apr_dbm_store_ret"", ""socache_dbm_expire_arg"", ""socache_dbm_expire_arg"", null]"
484,"[""apr_dbm_open_ret"", ""apr_dbm_open_ret"", null]","[null, null, ""apr_dbm_open_ret"", ""socache_dbm_expire_arg_ret"", ""socache_dbm_expire_arg_ret"", null]"
1678,"[""apr_dbm_open_ret"", ""apr_dbm_open_ret"", null]","[null, null, ""apr_dbm_open_ret"", ""server_rec"", ""ap_socache_instance_t"", null]"
485,"[""apr_dbm_open_ret"", null]","[null, null, ""apr_dbm_open_ret"", ""server_rec"", ""ap_socache_instance_t"", null]"
486,"[""apr_dbm_open_ret"", null]","[null, null, ""server_rec"", ""int"", ""int"", ""int"", ""int""]"
487,"[""apr_dbm_open_ret"", ""apr_dbm_open_ret"", null]","[null, null, ""apr_dbm_open_ret"", ""ap_rprintf_arg"", ""ap_socache_instance_t"", null]"
488,"[""apr_dbm_open_ret"", ""apr_dbm_open_ret"", null]","[null, null, ""apr_dbm_open_ret"", ""iterator_arg"", ""iterator_arg"", null]"
489,"[""int""]","[null, null, ""iterator_ret"", ""iterator_arg_ret"", ""iterator_arg_ret"", null]"
490,"[""apr_dbm_nextkey_ret"", null, ""apr_dbm_nextkey_ret"", null]","[null, null, ""apr_dbm_nextkey_ret"", ""iterator_arg_ret"", ""iterator_arg_ret"", null]"
491,"[""apr_parse_addr_port_ret"", null]","[null, null, ""apr_parse_addr_port_ret"", null, ""apr_strtok_ret""]"
492,"[""apr_parse_addr_port_arg_ret"", ""apr_strtok_arg""]","[null, null, ""apr_parse_addr_port_ret"", null, ""apr_strtok_ret""]"
493,"[""apr_memcache_server_create_ret"", null]","[null, null, ""apr_memcache_server_create_ret"", null, ""apr_parse_addr_port_arg_ret"", ""apr_parse_addr_port_arg_ret""]"
494,"[""apr_memcache_add_server_ret"", null]","[null, null, ""apr_memcache_add_server_ret"", null, ""apr_parse_addr_port_arg_ret"", ""apr_parse_addr_port_arg_ret""]"
495,"[""apr_memcache_set_ret"", null]","[null, null, ""apr_memcache_set_ret"", ""server_rec"", null, ""unsigned""]"
496,"[""apr_memcache_getp_ret"", null]","[null, null, ""apr_memcache_getp_ret"", ""server_rec""]"
497,"[""apr_memcache_getp_arg_ret"", ""unsigned""]","[null, null, ""apr_memcache_getp_ret"", ""server_rec""]"
498,"[""apr_memcache_delete_ret"", null]","[null, null, ""apr_memcache_delete_ret"", ""server_rec"", null]"
499,"[null, null, null]","[null, null, null, null, null]"
500,"[null, null, null]","[null, null, ""apr_shm_create_ret"", null]"
501,"[""apr_shm_size_get_ret"", ""sizeof_arg""]","[null, null, null]"
502,"[""apr_shm_size_get_ret"", ""sizeof_arg""]","[null, null, null, null, ""apr_shm_size_get_ret""]"
503,"[""apr_shm_size_get_ret"", ""sizeof_arg""]","[null, null, null, null, null, ""apr_shm_size_get_ret"", ""apr_shm_size_get_ret"", null, ""size_t_arg"", null]"
1975,[null],"[null, null, null]"
1914,[null],"[null, null, null, ""SHMCB_SUBCACHE_arg"", null]"
1679,"[""shmcb_subcache_remove_arg""]","[null, null, ""shmcb_subcache_remove_arg"", ""shmcb_subcache_remove_arg""]"
1680,"[""shmcb_subcache_store_ret""]","[null, null, ""shmcb_subcache_store_arg_ret""]"
504,"[""shmcb_subcache_remove_arg""]","[null, null, ""shmcb_subcache_remove_arg_ret""]"
505,"[""unsigned"", ""shmcb_subcache_expire_arg"", null]","[null, null, ""shmcb_subcache_expire_arg"", ""unsigned"", ""shmcb_subcache_expire_arg"", null]"
1681,"[""shmcb_subcache_expire_arg_ret"", null, ""shmcb_subcache_expire_arg_ret"", null, ""unsigned"", ""shmcb_subcache_expire_arg_ret"", null, ""shmcb_subcache_expire_arg_ret"", null]","[null, null, ""shmcb_subcache_expire_arg_ret"", ""SHMCB_INDEX_arg_ret"", null, ""SHMCB_INDEX_arg_ret"", null]"
506,"[""shmcb_subcache_expire_arg_ret"", null, ""shmcb_subcache_expire_arg_ret"", null, ""unsigned"", ""shmcb_subcache_expire_arg_ret"", null, ""shmcb_subcache_expire_arg_ret"", null]","[null, null, ""shmcb_subcache_expire_arg_ret"", ""SHMCB_CYCLIC_INCREMENT_ret"", ""SHMCB_CYCLIC_INCREMENT_ret"", ""SHMCB_CYCLIC_INCREMENT_ret""]"
507,"[""shmcb_subcache_expire_arg_ret"", null, ""shmcb_subcache_expire_arg_ret"", null, ""unsigned"", ""shmcb_subcache_expire_arg_ret"", null, ""shmcb_subcache_expire_arg_ret"", null]","[null, null, ""shmcb_subcache_expire_arg_ret"", ""SHMCB_INDEX_arg_ret"", null, ""SHMCB_INDEX_arg_ret"", null, ""SHMCB_INDEX_arg_ret"", null, ""SHMCB_INDEX_arg_ret"", null]"
508,"[""shmcb_cyclic_memcmp_ret"", ""SHMCB_DATA_ret"", ""SHMCB_INDEX_ret"", null, ""SHMCB_INDEX_ret"", null, ""unsigned"", ""SHMCB_INDEX_ret"", null, ""SHMCB_INDEX_ret"", null, ""shmcb_cyclic_cton_memcpy_arg""]","[null, null, ""server_rec"", ""SHMCB_CYCLIC_INCREMENT_arg"", ""SHMCB_INDEX_ret"", null]"
1682,"[""SHMCB_INDEX_ret"", null, ""apr_time_now_ret""]","[null, null, ""server_rec""]"
509,"[""shmcb_cyclic_memcmp_ret"", ""SHMCB_DATA_ret"", ""SHMCB_INDEX_ret"", null, ""SHMCB_INDEX_ret"", null, ""unsigned""]","[null, null, ""server_rec"", ""SHMCB_CYCLIC_INCREMENT_arg"", ""SHMCB_INDEX_ret"", null]"
510,"[""shmcb_cyclic_memcmp_ret"", ""SHMCB_DATA_ret"", ""SHMCB_INDEX_ret"", null, ""SHMCB_INDEX_ret"", null, ""unsigned""]","[null, null, ""server_rec""]"
511,"[""SHMCB_INDEX_ret"", null]","[null, null, ""iterator_arg"", ""SHMCB_CYCLIC_INCREMENT_arg"", ""SHMCB_INDEX_ret"", null]"
512,"[""SHMCB_INDEX_ret"", null, ""apr_time_t""]","[null, null, ""iterator_ret"", ""iterator_arg_ret""]"
513,"[""SHMCB_INDEX_ret"", null, ""apr_time_t""]","[null, null, ""iterator_arg_ret""]"
514,"[""apr_file_rename_ret"", null]","[null, null, ""apr_file_rename_ret"", ""request_rec"", null, ""disk_cache_object_t"", null, ""disk_cache_object_t"", null]"
515,"[""request_rec"", null, null]","[null, null, ""request_rec"", null, ""apr_pstrdup_arg""]"
