count
139
0
0
0
0
0
2
0
0
1
2
0
0
0
0
0
0
0
0
2
0
0
1
2
0
0
0
0
0
0
0
0
2
0
0
1
2
0
0
0
139
139
2
1
139
2
1
0
0
0
17
0
2
0
138
2
3
3
139
0
0
0
17
0
2
0
138
2
3
3
139
163
139
79
79
79
36
0
0
0
0
0
0
0
0
2
2
3
2
2
2
707
2
2
2
0
2
0
0
0
0
0
0
1
1
0
0
0
2
0
0
3
0
0
0
0
0
0
0
0
0
0
0
0
3
0
0
3
0
1
0
1
0
0
0
0
0
0
0
0
0
0
2
79
79
0
0
0
0
0
1
2
2
1
1
1
0
0
0
2
0
0
0
0
0
0
0
0
0
2
2
3
2
2
2
707
2
2
2
0
2
0
0
0
0
0
0
1
1
0
0
0
2
0
0
3
0
0
0
0
0
0
0
0
0
0
0
0
3
0
0
3
0
1
0
1
0
0
0
0
0
0
0
0
0
0
2
79
79
0
0
0
0
0
1
2
2
1
1
1
0
0
0
2
0
0
0
0
0
0
0
2
2
7
3
0
1
3
2
1
2
2
7
3
0
1
3
2
1
138
138
138
138
138
138
138
138
138
138
138
4
36
36
138
138
138
138
138
138
138
138
4
36
36
0
138
138
2
0
1
0
2
0
36
0
2
2
2
0
1
0
2
0
36
0
2
2
139
6
139
139
139
139
139
6
6
3
3
3
3
3
3
1
1
79
79
79
79
79
79
79
79
163
79
79
79
79
79
79
163
79
79
163
79
79
79
79
79
139
138
138
138
36
138
36
138
36
1
1
1
28
17
139
139
6
139
139
139
139
139
6
6
3
3
3
3
3
3
1
1
79
79
79
79
79
79
79
79
163
79
79
79
79
79
79
163
79
79
163
79
79
79
79
79
139
138
138
138
36
138
36
138
36
1
1
1
28
17
139
139
139
0
139
139
79
4
0
4
0
