class,class_size,check,variable
2764,8,"[""int""]",[]
0,1,"[""checkmask_ret""]",[null]
1,1,"[""strncmp_ret"", null, ""strlen_ret""]",[null]
2,1,"[""strncmp_ret"", null, ""strlen_ret""]","[null, ""hex2sec_ret"", null, null, null]"
2333,2,"[""open_ret""]",[null]
3,1,"[""ussetlock_ret""]",[null]
2692,4,"[""int""]",[null]
4,1,"[""get_shared_mem_ret"", ""atoi_ret"", ""atoi_ret""]","[""get_shared_mem_ret"", ""atoi_ret"", ""atoi_ret""]"
5,1,"[""get_shared_mem_ret"", ""atoi_ret"", ""atoi_ret""]","[""gettimeofday_arg_ret"", null, ""gettimeofday_arg_ret"", null]"
6,1,"[""apr_xlate_open_ret""]","[null, ""apr_xlate_open_ret""]"
7,1,"[""apr_SHA1InitEBCDIC_ret""]","[null, ""apr_SHA1InitEBCDIC_ret""]"
8,1,"[""apr_MD5InitEBCDIC_ret""]","[null, ""apr_MD5InitEBCDIC_ret""]"
2334,2,"[""apr_dbm_firstkey_ret"", null]","[null, ""htdbm_t"", null]"
9,1,"[""apr_dbm_firstkey_ret"", null]",[null]
10,1,"[""apr_dbm_fetch_ret"", null]","[null, ""htdbm_t"", null]"
11,1,"[""apr_dbm_fetch_ret"", null]","[null, null, ""apr_dbm_firstkey_arg_ret"", null, ""apr_dbm_firstkey_arg_ret"", null]"
12,1,"[""memchr_ret""]","[""int_ret"", null, ""memchr_ret""]"
13,1,"[""memchr_ret""]",[null]
14,1,"[""apr_dbm_nextkey_ret"", null]",[null]
15,1,"[""apr_dbm_nextkey_ret"", null]","[null, ""int""]"
16,1,"[""mkhash_ret""]","[null, ""htdbm_t"", null, null]"
17,1,"[""strlen_ret"", ""strlen_ret"", ""htdbm_t"", null]",[null]
18,1,"[""strchr_ret""]",[null]
19,1,"[""htdbm_init_ret"", ""htdbm_init_ret"", null]",[null]
20,1,"[""parse_common_options_ret""]","[null, ""htdbm_init_arg_ret"", null, null]"
21,1,"[""htdbm_open_ret"", ""htdbm_open_ret"", null]","[null, ""htdbm_init_arg_ret"", null]"
22,1,"[""htdbm_open_ret"", ""htdbm_open_ret"", null]","[null, ""sizeof_arg""]"
23,1,"[""get_password_ret""]","[null, ""htdbm_init_arg_ret"", null, null]"
2335,2,"[""APR_STATUS_IS_ENOENT_ret""]","[null, ""htdbm_init_arg_ret"", null]"
24,1,"[""htdbm_verify_ret"", ""htdbm_verify_ret"", null]","[null, ""htdbm_init_arg_ret"", null]"
25,1,"[""htdbm_del_ret"", null]","[null, ""htdbm_init_arg_ret"", null]"
26,1,"[""int"", ""htdbm_init_arg_ret"", null]","[null, ""htdbm_init_arg_ret"", null, ""htdbm_init_arg_ret"", null, ""htdbm_save_arg_ret""]"
27,1,"[""int""]","[null, ""htdbm_init_arg_ret"", null, ""htdbm_init_arg_ret"", null, null]"
28,1,"[""int""]","[null, ""htdbm_init_arg_ret"", null, ""htdbm_init_arg_ret"", null, null, ""htdbm_init_arg_ret"", null]"
29,1,"[""fopen_ret"", ""fopen_ret"", ""setbuf_arg""]",[null]
30,1,"[""vfprintf_arg""]","[""fopen_ret"", ""localtime_ret"", null, ""localtime_ret"", null, ""localtime_ret"", null, ""localtime_ret"", null, ""localtime_ret"", null, ""localtime_ret"", null]"
2336,2,"[""vfprintf_arg""]","[null, ""chdir_arg""]"
2693,4,"[""vfprintf_arg""]","[null, null]"
31,1,"[""vfprintf_arg""]","[null, ""strcasecmp_arg""]"
32,1,"[""vfprintf_arg""]","[null, ""log_err_arg""]"
33,1,[null],"[null, null, ""apr_dbm_store_arg"", null, ""apr_dbm_store_arg"", null]"
2337,3,[null],"[""apr_file_open_stderr_arg_ret"", null, ""apr_pstrdup_ret""]"
34,1,[null],"[""apr_file_open_stderr_arg_ret"", null]"
2694,5,"[""char""]","[null, ""char""]"
2338,2,"[""char""]","[null, null, ""char""]"
2339,2,"[""char""]","[null, null]"
35,1,"[""rotate_config_t"", null]","[null, "" struct logfile"", null]"
36,1,"[""rotate_status_t"", null, null, null]",[null]
37,1,"[""rotate_status_t"", null, null, ""get_now_arg_ret"", null]","[null, null, ""rotate_status_t"", null]"
38,1,"[""rotate_config_t"", null]","[null, "" struct logfile"", null, ""rotate_config_t"", null]"
39,1,"[""apr_file_link_ret"", null]","[null, "" struct logfile"", null, ""rotate_config_t"", null, ""sizeof_arg""]"
40,1,"[""apr_procattr_create_ret"", ""apr_procattr_create_ret"", null]","[""apr_strerror_ret"", null, ""rotate_config_t"", null]"
41,1,"[""apr_procattr_cmdtype_set_ret"", null]","[""apr_strerror_ret"", null, ""rotate_config_t"", null]"
42,1,"[""rotate_config_t"", null]","[null, ""apr_proc_create_arg""]"
43,1,"[""apr_proc_create_ret"", null]","[""apr_strerror_ret"", null, ""rotate_config_t"", null]"
44,1,"[""apr_file_trunc_ret"", null]","[null, ""rotate_status_t"", null, null]"
45,1,"[""apr_file_write_full_ret"", null]","[null, ""rotate_status_t"", null, ""rotate_status_t"", null, null]"
46,1,"[""get_now_arg_ret"", null]","[null, ""post_rotate_arg"", null]"
47,1,"[""post_rotate_arg_ret"", null, null, null]","[null, ""post_rotate_arg_ret"", null, ""apr_snprintf_arg""]"
48,1,"[""get_time_or_size_arg_ret"", null, ""get_time_or_size_arg_ret"", null]",[null]
49,1,"[""memset_arg_ret"", null, ""get_time_or_size_arg_ret"", null]",[null]
50,1,"[""apr_file_open_stdin_ret"", null]",[null]
51,1,"[""apr_file_open_stdout_ret"", null]",[null]
52,1,"[""apr_poll_ret"", null]",[null]
53,1,"[""apr_file_write_full_ret""]",[null]
54,1,"[""int_arg""]","[""int_ret"", ""int_ret"", null, null, ""char""]"
55,1,"[""int_arg""]","[null, null, null, "" struct stats"", null, ""char""]"
56,1,"[""int_arg""]","[null, null, null, null, null, null, "" struct stats"", null, ""apr_off_t"", ""char"", "" struct stats"", null, ""apr_off_t"", ""char""]"
57,1,"[""int_arg""]","[null, null, null, null, null, null, "" struct stats"", null, "" struct stats"", null, "" struct stats"", null, "" struct stats"", null, "" struct stats"", null]"
58,1,"[""apr_file_info_get_ret"", null]","[""round_up_ret"", ""round_up_ret"", null, null, null, null, null, null, null, null, ""apr_file_read_full_arg_ret"", ""apr_file_read_full_arg_ret"", null, ""apr_file_read_full_arg_ret"", null, ""apr_file_read_full_arg_ret"", null, ""apr_file_read_full_arg_ret"", null, ""apr_file_read_full_arg_ret"", null, ""apr_file_read_full_arg_ret"", null, ""apr_file_read_full_arg_ret"", null, ""apr_file_read_full_arg_ret"", null]"
59,1,"[""apr_stat_ret"", ""apr_pstrcat_ret"", ""apr_pstrndup_ret"", ""apr_file_read_full_arg_ret"", null, null]","[null, ""apr_file_read_full_arg_ret""]"
2340,2,"[""apr_dir_open_ret"", null]","[null, null, ""apr_dir_open_arg_ret"", ""apr_dir_open_ret""]"
60,1,"[null, ""apr_file_remove_ret""]","[null, null, ""apr_file_remove_arg_ret"", ""apr_file_remove_ret""]"
61,1,"[""apr_dir_remove_ret"", null]","[null, null, ""apr_dir_remove_arg_ret"", ""apr_dir_remove_ret""]"
2341,2,"[""APR_STATUS_IS_ENOENT_ret"", ""apr_file_remove_ret"", null]","[null, null, ""apr_file_remove_arg_ret"", ""apr_file_remove_ret""]"
62,1,[null],"[null, null, ""apr_file_open_arg_ret"", ""apr_file_open_ret""]"
2342,3,[null],"[""apr_file_open_stderr_arg_ret"", null, ""apr_app_initialize_arg_ret"", ""apr_getopt_arg_ret"", null]"
2343,2,"[""int"", null]","[""apr_file_open_stderr_arg_ret"", null]"
2775,17,[null],[null]
63,1,"[""malloc_ret"", null]","[null, null, ""size_t""]"
64,1,"[""calloc_ret"", null]","[null, null, ""size_t"", ""size_t""]"
65,1,"[""strdup_ret"", null]","[""strlen_ret"", null, null]"
66,1,"[""apr_pollset_remove_ret"", null]","[""apr_pollset_remove_ret""]"
67,1,"[""apr_pollset_add_ret"", null]","[""apr_pollset_add_ret""]"
68,1,"[""apr_time_now_ret"", ""close_connection_arg"", null, null]",[]
69,1,"[""APR_STATUS_IS_EAGAIN_ret"", ""apr_socket_send_ret"", null]",[]
2344,3,"[null, null]",[null]
2695,4,"[null, null]",[]
2771,15,[null],[]
2700,5,[null],"[null, null]"
70,1,[null],"[""double_ret""]"
71,1,[null],"[""sqrt_arg""]"
2699,6,[null],"[null, null, null, null]"
2345,2,[null],"[null, ""double_arg""]"
72,1,"[""double_ret"", ""sqrt_arg""]","[null, ""sqrt_arg"", ""double_ret""]"
73,1,"[""double_ret"", ""sqrt_arg""]","[null, null, ""double_ret"", ""sqrt_arg""]"
74,1,"[""double_ret"", ""sqrt_arg""]","[null, ""double_ret"", ""sqrt_arg""]"
75,1,"[""double_ret"", ""sqrt_arg""]","[null, ""double_arg"", ""double_ret""]"
76,1,[null],"[null, ""double_arg"", ""double_ret""]"
77,1,[null],"[""double_ret"", ""double_ret""]"
78,1,"[""sqrt_arg""]",[]
2696,4,[null],"[null, ""ap_round_ms_ret"", ""ap_round_ms_ret"", ""ap_double_ms_ret"", ""ap_round_ms_ret"", ""ap_round_ms_ret""]"
2697,4,[null],"[null, ""ap_round_ms_ret"", ""ap_round_ms_ret"", ""ap_round_ms_ret""]"
2346,2,"[null, ""int_arg""]",[]
79,1,"[null, ""int_arg""]","[""ap_round_ms_ret"", null]"
80,1,"[null, ""int_arg""]","[""ap_round_ms_ret"", ""int_ret"", null, null, ""int_arg""]"
2347,2,"[""fopen_arg""]","[""fopen_ret""]"
81,1,"[""fopen_arg""]","[""fopen_ret"", ""int"", ""ap_double_ms_ret""]"
82,1,"[""fopen_arg""]","[""apr_time_sec_ret"", ""ap_round_ms_ret"", ""ap_round_ms_ret"", ""ap_round_ms_ret"", ""ap_round_ms_ret"", ""fopen_ret"", null, null, null, null, null, null]"
2348,2,[null],"[null, null, null]"
2698,4,[null],"[null, null, null, null, null]"
83,1,[null],"[null, null, null, ""double_ret""]"
2349,2,[null],"[null, null, null, null, ""double_arg""]"
84,1,"[""double_ret""]","[null, null, null, null, null, ""double_ret""]"
85,1,"[""double_ret""]","[null, null, null, null, ""double_arg"", ""double_ret""]"
86,1,[null],"[null, null, null, null, ""double_arg"", ""double_ret""]"
87,1,[null],"[""double_ret"", null, null, null, ""double_ret""]"
2350,2,[null],"[null, null, null, null, null, null, ""ap_round_ms_ret"", null, ""ap_round_ms_ret"", null, null, ""ap_round_ms_ret""]"
88,1,[null],"[null, null, null, null, null, null, ""ap_round_ms_ret"", ""ap_round_ms_ret"", null, ""ap_round_ms_ret"", null, ""ap_round_ms_ret"", null, null, ""ap_round_ms_ret"", ""ap_round_ms_ret""]"
89,1,"[""apr_socket_create_ret"", ""apr_socket_create_ret"", null]","[""apr_socket_create_ret""]"
90,1,"[""apr_socket_bind_ret"", ""apr_socket_bind_ret"", null]","[""apr_socket_bind_ret""]"
91,1,"[""apr_socket_opt_set_ret"", ""apr_socket_opt_set_ret"", null]","[""apr_socket_opt_set_ret""]"
2351,2,"[""apr_socket_opt_set_ret"", null, ""apr_socket_opt_set_ret"", null]","[""apr_socket_opt_set_ret""]"
2352,2,[null],"[""apr_socket_connect_ret""]"
2353,2,"[null, null, null]","[""fflush_arg"", null]"
92,1,[null],"[""apr_strerror_ret"", ""fflush_arg"", ""apr_socket_recv_ret""]"
93,1,[null],"[""apr_socket_recv_ret""]"
94,1,"[""apr_xlate_conv_buffer_ret"", ""apr_xlate_conv_buffer_arg_ret"", ""apr_xlate_conv_buffer_arg_ret""]","[""fflush_arg"", null, null, ""apr_xlate_conv_buffer_ret"", ""apr_xlate_conv_buffer_arg_ret"", ""apr_xlate_conv_buffer_arg_ret""]"
95,1,[null],"[""close_connection_arg_ret"", null]"
96,1,"[""apr_pollset_create_ret"", ""apr_pollset_create_ret"", null]","[""apr_pollset_create_ret""]"
97,1,"[""apr_snprintf_ret"", null]",[]
98,1,[null],"[null, null, ""strlen_arg""]"
99,1,"[""apr_xlate_conv_buffer_ret"", ""apr_xlate_conv_buffer_arg_ret"", ""apr_xlate_conv_buffer_arg_ret""]","[null, null, null, ""apr_xlate_conv_buffer_ret"", ""apr_xlate_conv_buffer_arg_ret"", ""apr_xlate_conv_buffer_arg_ret""]"
100,1,"[""apr_sockaddr_info_get_ret"", ""apr_sockaddr_info_get_ret"", null]","[""sizeof_arg"", ""apr_sockaddr_info_get_ret""]"
101,1,"[""apr_sockaddr_info_get_ret"", ""apr_sockaddr_info_get_ret"", null]","[null, ""apr_sockaddr_info_get_ret""]"
102,1,"[""apr_pollset_poll_ret"", null]","[""apr_pollset_poll_ret""]"
103,1,"[""strlen_ret"", ""strncmp_ret""]",[null]
104,1,"[""apr_file_open_ret"", null]","[""apr_strerror_ret"", null, ""apr_file_open_arg_ret""]"
105,1,"[""apr_file_info_get_ret"", null]","[""apr_strerror_ret"", null, ""apr_file_open_arg_ret""]"
106,1,"[""apr_file_read_full_ret"", null]","[""apr_strerror_ret"", null]"
2354,2,"[""apr_xlate_open_ret""]","[""BIO_new_fp_arg"", ""apr_xlate_open_ret""]"
107,1,"[""apr_base64init_ebcdic_ret""]","[""BIO_new_fp_arg"", ""apr_base64init_ebcdic_ret""]"
108,1,"[""atoi_ret""]",[]
2355,2,"[""apr_base64_encode_len_ret"", ""strlen_ret"", ""apr_base64_encode_arg""]",[]
109,1,"[""apr_getopt_arg_ret"", null, ""apr_app_initialize_arg_ret""]","[""BIO_new_fp_arg"", ""apr_app_initialize_arg_ret""]"
110,1,"[""parse_url_ret"", ""apr_pstrdup_ret""]","[""BIO_new_fp_arg"", ""apr_app_initialize_arg_ret""]"
111,1,"[""atoi_ret"", ""atoi_ret"", null]","[""BIO_new_fp_arg"", ""apr_app_initialize_arg_ret"", null]"
112,1,"[""atoi_ret"", ""atoi_ret""]","[""BIO_new_fp_arg"", ""apr_app_initialize_arg_ret""]"
113,1,"[""SSL_CTX_set_cipher_list_ret""]","[""ERR_print_errors_fp_arg"", ""strdup_ret""]"
114,1,"[""apr_password_get_ret"", null]",[null]
115,1,"[""strcmp_ret""]",[null]
116,1,"[""strcmp_ret""]","[""apr_file_t"", ""apr_snprintf_arg"", ""apr_snprintf_arg""]"
117,1,"[""strcmp_ret""]","[""apr_file_t"", null, ""unsigned int""]"
118,1,"[""strcmp_ret""]","[""apr_file_t""]"
119,1,"[""apr_xlate_open_ret""]","[""apr_file_open_stderr_arg_ret"", ""apr_xlate_open_ret"", ""apr_xlate_open_ret""]"
120,1,"[""apr_file_open_ret"", null]","[""apr_file_open_stderr_arg_ret"", ""apr_app_initialize_arg_ret"", ""apr_file_open_ret""]"
121,1,"[""apr_app_initialize_arg_ret""]","[""apr_file_open_stderr_arg_ret"", ""add_password_arg"", ""add_password_arg""]"
122,1,"[""apr_temp_dir_get_ret"", null]","[""apr_file_open_stderr_arg_ret"", ""apr_app_initialize_arg_ret""]"
123,1,"[""apr_file_mktemp_ret"", null]","[""apr_file_open_stderr_arg_ret"", ""apr_file_mktemp_arg_ret""]"
124,1,"[""apr_file_open_ret"", null]","[""apr_file_open_stderr_arg_ret"", ""apr_app_initialize_arg_ret""]"
125,1,"[""apr_file_open_ret"", null]","[""apr_file_open_stderr_arg_ret""]"
126,1,"[""strcmp_ret"", ""strcmp_ret""]","[""apr_file_open_stderr_arg_ret"", ""add_password_arg"", ""add_password_arg""]"
127,1,"[""int""]","[""apr_file_open_stderr_arg_ret"", ""add_password_arg"", ""add_password_arg""]"
128,1,"[""apr_file_copy_ret"", null]","[""apr_file_open_stderr_arg_ret"", ""apr_app_initialize_arg_ret"", ""apr_app_initialize_arg_ret""]"
129,1,"[""getgrnam_ret"", null]","[null, null, ""getgrnam_arg_ret""]"
130,1,"[""setgid_ret""]","[null, null, ""getgrnam_arg_ret""]"
131,1,"[""apr_generate_random_bytes_arg"", ""apr_generate_random_bytes_arg""]",[null]
132,1,"[""apr_status_t"", null]","[null, ""apr_status_t""]"
133,1,"[""get_password_arg"", null, ""get_password_arg"", null, null]","[null, null]"
134,1,"[""strcmp_ret"", ""crypt_ret""]","[null, null]"
135,1,"[""get_password_arg_ret"", null]","[null, ""get_password_arg_ret"", null]"
136,1,"[""char""]","[null, null, null]"
2701,4,[null],"[""apr_file_t"", null, null]"
137,1,"[""apr_isxdigit_ret"", ""apr_file_gets_arg_ret""]","[""apr_file_gets_arg_ret"", ""apr_file_buffer_set_arg_ret""]"
138,1,"[""apr_hash_get_ret""]","[""apr_file_buffer_set_arg_ret"", ""apr_hash_get_ret"", ""strchr_ret""]"
139,1,"[""apr_sockaddr_info_get_ret"", null]","[""apr_sockaddr_info_get_arg_ret"", ""apr_file_buffer_set_arg_ret""]"
140,1,"[""apr_getnameinfo_ret"", ""apr_getnameinfo_arg_ret"", null]","[""apr_sockaddr_info_get_arg_ret"", ""apr_file_buffer_set_arg_ret""]"
141,1,"[""memcmp_ret"", ""apr_sockaddr_info_get_ret"", null]","[""apr_pstrdup_arg_ret"", ""apr_file_buffer_set_arg_ret""]"
142,1,"[""memcmp_ret"", ""apr_sockaddr_info_get_ret"", null]","[""apr_file_buffer_set_arg_ret"", ""apr_sockaddr_info_get_arg_ret"", ""strchr_ret""]"
143,1,"[""apr_file_open_ret"", null]","[""apr_file_open_stderr_arg_ret"", ""apr_filepath_name_get_ret"", ""apr_file_open_arg_ret""]"
144,1,"[""parse_common_options_ret""]","[null, null, null, ""parse_common_options_arg_ret"", null]"
145,1,"[""unsigned"", ""unsigned""]","[null, null, null]"
146,1,"[""strlen_ret"", null]","[null, null, null]"
2356,2,"[""strlen_ret"", null]","[null, null, null, null]"
147,1,"[""strchr_ret"", ""strchr_ret"", null]","[null, null, null, ""strchr_ret""]"
148,1,"[""apr_xlate_open_ret""]","[""apr_file_open_stderr_arg_ret"", null, ""apr_xlate_open_ret""]"
149,1,"[""apr_SHA1InitEBCDIC_ret""]","[""apr_file_open_stderr_arg_ret"", null, ""apr_SHA1InitEBCDIC_ret""]"
150,1,"[""apr_MD5InitEBCDIC_ret""]","[""apr_file_open_stderr_arg_ret"", null, ""apr_MD5InitEBCDIC_ret""]"
2357,2,"[""accessible_ret""]","[""apr_file_open_stderr_arg_ret"", null, ""apr_app_initialize_arg_ret"", ""accessible_arg_ret""]"
151,1,"[""check_args_arg_ret"", null]","[""apr_file_open_stderr_arg_ret"", null, ""apr_app_initialize_arg_ret"", ""accessible_arg_ret""]"
152,1,"[""mkrecord_ret""]","[""apr_file_open_stderr_arg_ret"", null, ""apr_app_initialize_arg_ret"", ""mkrecord_arg_ret"", null]"
153,1,"[""check_args_arg_ret"", null]","[null, ""mkrecord_arg_ret"", null]"
154,1,"[""apr_temp_dir_get_ret"", null]","[""apr_file_open_stderr_arg_ret"", null, ""apr_app_initialize_arg_ret""]"
155,1,"[""apr_file_mktemp_ret"", null]","[""apr_file_open_stderr_arg_ret"", null, ""apr_app_initialize_arg_ret"", ""apr_file_mktemp_arg_ret""]"
156,1,"[""apr_file_open_ret"", null]","[""apr_file_open_stderr_arg_ret"", null, ""apr_app_initialize_arg_ret"", ""apr_file_open_arg_ret""]"
157,1,"[""strchr_ret"", null]","[""apr_file_open_stderr_arg_ret"", null, ""apr_app_initialize_arg_ret"", ""apr_file_open_arg_ret""]"
2358,3,"[""check_args_arg_ret"", null]","[""apr_file_open_stderr_arg_ret""]"
158,1,"[""strcspn_ret""]","[""apr_file_open_stderr_arg_ret"", null, ""strcmp_arg_ret""]"
159,1,"[""verify_ret""]","[""apr_file_open_stderr_arg_ret"", null, ""verify_arg_ret"", null]"
2702,4,"[""check_args_arg_ret"", null]","[""apr_file_open_stderr_arg_ret"", null, ""strcmp_arg_ret""]"
160,1,"[""apr_file_copy_ret"", null]","[""apr_file_open_stderr_arg_ret"", null, ""apr_app_initialize_arg_ret"", ""apr_file_copy_arg_ret""]"
161,1,"[""tolower_ret""]","[null, ""char""]"
162,1,"[""tolower_ret""]","[""atoi_arg_ret""]"
163,1,"[""tolower_arg"", ""tolower_arg""]","[""atoi_arg_ret""]"
164,1,"[""ap_pass_brigade_ret"", null]","[""APLOGNO_ret"", null, null, ""ap_pass_brigade_ret"", ""dialup_baton_t"", null]"
165,1,"[""dialup_send_pulse_ret"", null]","[""APLOGNO_ret"", null, null, ""dialup_send_pulse_arg_ret"", null, ""dialup_send_pulse_ret""]"
166,1,"[""ap_meets_conditions_ret"", null]","[""APLOGNO_ret"", null, null, ""ap_meets_conditions_arg_ret""]"
167,1,"[""dialup_send_pulse_ret"", null, ""dialup_send_pulse_ret"", null]","[""APLOGNO_ret"", null, null, ""ap_meets_conditions_arg_ret""]"
168,1,"[""APR_STATUS_IS_EDSOOPEN_ret""]","[""APLOGNO_ret"", null, null, ""dav_new_error_arg"", null]"
169,1,"[""dav_dbm_store_ret"", null]","[""APLOGNO_ret"", null, null, ""dav_dbm_store_ret"", null, null, ""dav_dbm_store_ret"", null]"
170,1,"[""DAV_INHERIT_VALUE_arg_ret"", null, null]","[""APLOGNO_ret"", null, null, null]"
2758,5,"[""strcasecmp_ret""]","[""APLOGNO_ret"", null, null, null]"
171,1,"[""dav_error"", null, null]","[""ap_set_content_type_arg_ret""]"
172,1,"[""dav_error"", null, null]","[null, ""ap_rprintf_arg_ret""]"
173,1,"[""dav_get_resource_arg_ret"", null, ""dav_get_depth_ret"", null]","[""APLOGNO_ret"", null, null, ""dav_get_depth_arg_ret""]"
174,1,"[""dav_get_resource_arg_ret"", null, ""dav_get_depth_ret""]","[""APLOGNO_ret"", null, null, ""dav_get_depth_arg_ret""]"
175,1,"[""dav_validate_root_ret"", ""dav_validate_root_arg_ret""]","[""APLOGNO_ret"", null, null, ""ap_xml_parse_input_arg_ret""]"
176,1,"[""dav_validate_root_ret"", ""dav_validate_root_arg_ret""]","[""apr_text"", null, ""ap_set_content_type_arg_ret""]"
177,1,"[""dav_validate_root_ret"", ""dav_validate_root_arg_ret""]","[null, ""ap_set_content_type_arg_ret""]"
178,1,"[""dav_validate_root_ret"", ""dav_validate_root_arg_ret""]","[""APLOGNO_ret"", null, ""dav_log_err_arg"", ""ap_xml_parse_input_arg_ret""]"
179,1,"[""dav_find_child_ret"", ""dav_validate_root_arg_ret"", ""dav_handle_err_arg"", ""dav_handle_err_arg""]","[""APLOGNO_ret"", null, ""dav_log_err_arg"", ""ap_xml_parse_input_arg_ret""]"
180,1,"[""dav_validate_root_ret"", ""dav_validate_root_arg_ret"", ""dav_validate_request_arg""]","[""APLOGNO_ret"", null, null, ""ap_xml_parse_input_arg_ret""]"
181,1,"[""dav_find_child_ret"", ""dav_find_child_ret"", null]","[""APLOGNO_ret"", null, null, ""dav_auto_checkin_arg_ret""]"
182,1,"[""strcasecmp_ret""]","[""APLOGNO_ret"", null, null, ""ap_discard_request_body_arg"", ""strcasecmp_arg_ret""]"
183,1,"[""apr_isspace_arg_ret""]","[""APLOGNO_ret"", null, null, ""ap_discard_request_body_arg"", ""apr_table_get_ret""]"
184,1,"[""apr_psprintf_ret"", ""dav_handle_err_arg""]","[""APLOGNO_ret"", null, null, ""dav_error_response_arg_ret""]"
2363,3,"[""dav_lookup_uri_ret"", ""dav_handle_err_arg_ret"", null, null]","[""APLOGNO_ret"", null, null, ""dav_lookup_uri_arg_ret"", ""dav_lookup_uri_ret"", ""dav_handle_err_arg_ret"", null]"
185,1,"[""dav_get_depth_ret""]","[""APLOGNO_ret"", null, null, ""dav_get_depth_arg_ret""]"
186,1,"[""int"", ""int"", ""dav_get_depth_ret"", ""dav_validate_request_arg""]","[""APLOGNO_ret"", null, null, ""dav_get_depth_arg_ret""]"
187,1,"[""dav_get_depth_ret"", ""dav_get_depth_ret"", null]","[""APLOGNO_ret"", null, null, ""dav_get_depth_arg_ret""]"
188,1,"[""dav_add_lock_arg_ret"", ""dav_lock_get_activelock_arg""]","[""ap_rprintf_arg"", ""ap_set_content_type_arg_ret""]"
189,1,"[""dav_add_lock_arg_ret"", ""dav_lock_get_activelock_arg""]","[""dav_lock_get_activelock_arg_ret""]"
190,1,"[""apr_table_get_ret"", ""apr_table_get_ret"", ""dav_handle_err_arg""]","[""APLOGNO_ret"", null, null, ""DAV_GET_HOOKS_LOCKS_arg_ret"", ""DAV_GET_HOOKS_LOCKS_arg_ret"", null]"
2359,3,"[""dav_validate_root_ret""]","[""APLOGNO_ret"", null, null, ""ap_xml_parse_input_arg_ret""]"
2703,6,"[""dav_find_child_ret"", ""dav_find_child_ret"", ""apr_xml_to_text_arg""]","[""APLOGNO_ret"", null, null, ""ap_xml_parse_input_arg_ret""]"
2361,3,"[""apr_xml_to_text_arg_ret""]","[""APLOGNO_ret"", null, null, ""ap_xml_parse_input_arg_ret""]"
191,1,"[""apr_array_push_arg_ret"", null]","[""APLOGNO_ret"", null, null, ""dav_error_response_arg_ret""]"
2360,2,"[""dav_validate_root_ret"", ""dav_validate_root_arg_ret"", ""apr_xml_to_text_arg""]","[""APLOGNO_ret"", null, null, ""ap_xml_parse_input_arg_ret""]"
192,1,"[""int"", ""dav_get_depth_ret""]","[""APLOGNO_ret"", null, null, ""ap_xml_parse_input_arg_ret""]"
193,1,"[""ap_xml_parse_input_arg_ret"", ""dav_handle_err_arg""]","[""APLOGNO_ret"", null, ""dav_log_err_arg"", ""ap_xml_parse_input_arg_ret""]"
194,1,"[""dav_validate_root_ret"", ""ap_xml_parse_input_arg_ret"", ""dav_handle_err_arg""]","[""APLOGNO_ret"", null, null, ""ap_xml_parse_input_arg_ret""]"
195,1,"[""dav_validate_root_ret"", ""dav_validate_root_arg_ret"", ""dav_handle_err_arg""]","[""APLOGNO_ret"", null, null, ""ap_xml_parse_input_arg_ret""]"
2362,2,"[""dav_find_child_ret"", ""dav_find_child_ret"", ""dav_handle_err_arg""]","[""APLOGNO_ret"", null, null, ""ap_xml_parse_input_arg_ret""]"
196,1,"[""dav_lookup_uri_ret"", ""dav_handle_err_arg"", null, null]","[""APLOGNO_ret"", null, null, ""dav_lookup_uri_arg_ret"", ""dav_lookup_uri_ret"", ""dav_handle_err_arg"", null]"
197,1,"[""apr_table_get_ret"", ""dav_handle_err_arg""]","[""APLOGNO_ret"", null, null, ""dav_handle_err_arg_ret""]"
198,1,"[""dav_error_response_arg"", null, null, null]","[""APLOGNO_ret"", null, null, ""dav_error_response_arg""]"
2641,3,"[""ap_expr_exec_ret""]","[""APLOGNO_ret"", null, null, ""ap_expr_exec_arg_ret"", ""ap_expr_exec_arg_ret""]"
199,1,[null],"[""APLOGNO_ret"", null, null, ""process_item_arg_ret""]"
200,1,"[""log_writer_ret"", null]","[""APLOGNO_ret"", null, null, ""log_writer_ret"", ""log_writer_arg_ret"", ""config_log_state"", null]"
201,1,"[""apr_thread_mutex_create_ret"", null]","[""APLOGNO_ret"", null, null, ""apr_thread_mutex_create_ret"", ""apr_pool_cleanup_register_arg_ret""]"
202,1,"[""ap_server_root_relative_ret""]","[""APLOGNO_ret"", null, null, null, ""server_rec"", ""ap_server_root_relative_arg_ret""]"
203,1,"[""apr_file_open_ret"", null]","[""APLOGNO_ret"", null, null, ""apr_file_open_ret"", ""server_rec"", ""apr_file_open_arg_ret""]"
204,1,"[""apr_stat_ret"", null]","[""APLOGNO_ret"", null, null, null, ""apr_stat_ret"", ""server_rec"", ""apr_stat_arg_ret"", ""config_log_state"", null, ""ap_directive_t"", null, ""ap_directive_t"", null]"
205,1,"[""ap_open_piped_log_ret"", null]","[""APLOGNO_ret"", null, null, ""server_rec"", ""ap_get_module_config_ret"", null]"
206,1,"[""apr_file_open_ret"", ""apr_file_open_ret"", null]","[""APLOGNO_ret"", null, null, ""apr_file_open_ret"", ""server_rec"", ""apr_file_open_arg_ret""]"
2704,4,"[""ap_expr_exec_arg_ret""]","[""APLOGNO_ret"", null, null, ""ap_expr_exec_arg_ret"", ""ap_expr_exec_arg_ret""]"
