class,class_size,check,variable
232,1,"[""type2human_arg"", null, ""type2human_arg"", null, ""type2human_arg"", null, ""type2human_arg"", null, ""type2human_arg"", null]","[""conf_print_strval_arg_ret"", ""conf_print_strval_arg_ret""]"
233,1,"[null, null]","[""conf_print_strval_arg_ret""]"
234,1,"[null, null, null]","[""conf_print_strval_arg_ret"", ""sgml_id_fputs_arg""]"
235,1,"[null, null, null]","[""conf_print_strval_arg_ret""]"
236,1,"[null, null, null]","[""type2human_ret"", ""conf_print_strval_arg_ret""]"
316,3,"[""type2human_arg"", null, ""type2human_arg"", null, ""type2human_arg"", null, ""type2human_arg"", null, ""type2human_arg"", null]","[""man_print_strval_arg_ret""]"
237,1,"[null, null, null]","[""man_print_strval_arg_ret""]"
238,1,"[null, null, null, null]","[""man_print_strval_arg_ret""]"
239,1,"[null, null, null, null]","[""sgml_id_fputs_arg_ret""]"
240,1,"[null, null, null, null]","[""type2human_ret"", ""sgml_fputs_arg_ret""]"
241,1,"[""man_print_strval_arg_ret"", ""man_print_strval_arg_ret""]","[""sgml_fputs_arg_ret""]"
317,2,"[""man_print_strval_arg_ret"", ""man_print_strval_arg_ret""]","[""sgml_print_strval_arg_ret""]"
242,1,"[""int"", null, ""int"", null, ""int"", null, ""int"", null, ""int"", null]","[""sgml_print_strval_arg_ret""]"
243,1,"[""int"", null, ""int"", null, ""int"", null, ""int"", null, ""int"", null]","[""sgml_print_strval_arg_ret"", ""sgml_print_strval_arg_ret""]"
319,3,"[""int""]","[""putc_arg""]"
318,2,"[""int"", null]","[""putc_arg""]"
244,1,"[""int"", null, null]","[""putc_arg""]"
245,1,"[""int"", null, null, null, null, null, null, null, null, null, null, null]","[""strlen_arg"", ""putc_arg""]"
246,1,"[""int"", null]","[""putc_arg_ret""]"
247,1,"[""int"", null, null]","[""putc_arg_ret""]"
248,1,"[""int"", null, null, null]","[""putc_arg_ret""]"
249,1,"[""int"", null, null, null, null]","[""putc_arg_ret""]"
320,2,"[""int"", null, null, null, null, null, null]","[""fputc_arg_ret""]"
321,2,"[""int"", null, null, null, null, null, null, null]","[""fputc_arg_ret""]"
322,2,"[""int"", null, null, null, null, null, null, null, null]","[""fputc_arg_ret""]"
323,2,"[""int"", null, null, null, null, null, null, null, null, null]","[""fputc_arg_ret""]"
324,2,"[""int"", null, null, null, null, null, null, null, null, null, null]","[""fputc_arg_ret""]"
345,13,"[""int"", null]","[""fputc_arg_ret""]"
250,1,"[""int"", null, null, null, null, null, null, null, null, null, null, null, null]","[""fputc_arg_ret""]"
251,1,"[""int"", null, null, null, null, null, null, null, null, null, null, null, null, null]","[""fputc_arg_ret""]"
325,2,"[""int"", null, null, null, null, null, null, null, null, null, null, null, null, null, null]","[""fputc_arg_ret""]"
326,3,"[""strlen_arg_ret""]","[""fputc_arg_ret""]"
327,2,"[""strncmp_ret""]","[""fputc_arg_ret""]"
252,1,"[""int"", null, null]","[""fputc_arg_ret""]"
253,1,"[""int"", null, null, null]","[""fputc_arg_ret""]"
254,1,"[""int"", null, null, null, null]","[""fputc_arg_ret""]"
255,1,"[""int"", null, null, null, null, null, null, null, null, null, null, null]","[""fputc_arg_ret""]"
256,1,"[""int"", null, null, null, null, null, null, null, null, null, null, null, null, null, null, null]","[""fputc_arg_ret""]"
257,1,"[""int"", null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null]","[""fputc_arg_ret""]"
258,1,"[""int"", null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null]","[""fputc_arg_ret""]"
328,2,"[""strncmp_ret""]","[""sgml_fputs_arg_ret""]"
259,1,"[null, null, null]","[""sgml_id_fputs_arg"", ""putc_arg_ret""]"
260,1,"[null, null]","[""putc_arg_ret""]"
261,1,"[null, null]","[""sgml_id_fputs_arg_ret""]"
262,1,"[null, null]","[""sgml_fputs_arg_ret""]"
329,2,"[""imap_exec_ret""]",[null]
263,1,"[""imap_check_mailbox_arg_ret"", null]",[]
