class,class_size,check,variable
0,1,"[""check_signature_arg"", ""parse_signature_ret""]",[]
1,1,"[""sha1_object_info_ret"", null]","[""find_unique_abbrev_ret"", ""char"", ""char"", ""sha1_object_info_ret""]"
2,1,"[""read_sha1_file_ret""]","[""find_unique_abbrev_ret"", ""char"", ""char""]"
3,1,"[""parse_object_ret"", ""strlen_arg""]","[""strlen_ret"", ""strlen_arg_ret""]"
3190,6,"[""strcmp_ret""]",[null]
3236,15,"[""read_sha1_file_ret""]","[""oid_to_hex_ret""]"
3140,5,"[""read_sha1_file_arg_ret"", null]","[""oid_to_hex_ret""]"
3248,52,"[""int""]",[]
4,1,"[""skip_prefix_ret"", ""packet_read_ret""]","[""skip_prefix_arg_ret""]"
3203,6,"[""get_oid_hex_ret""]","[""get_oid_hex_arg_ret""]"
5,1,"[""oid_array_append_arg""]",[]
6,1,"[""get_oid_hex_ret"", ""packet_read_ret"", ""alloc_ref_arg"", ""get_oid_hex_arg_ret"", ""alloc_ref_arg""]","[""get_oid_hex_arg_ret""]"
7,1,"[""setsockopt_ret""]","[""strerror_ret"", null]"
2669,2,"[""int"", null]","[null, ""get_host_and_port_arg_ret""]"
8,1,"[""getaddrinfo_ret""]","[""gai_strerror_ret"", ""getaddrinfo_arg_ret"", ""getaddrinfo_arg_ret""]"
9,1,"[""int"", null]","[null, ""getaddrinfo_arg_ret"", ""getaddrinfo_arg_ret""]"
10,1,"[""int"", null]","[""ai_name_ret"", null]"
2670,2,"[""socket_ret""]","[""strbuf_addf_arg_ret"", ""strbuf_addf_arg_ret"", null]"
3189,6,"[""int"", null]",[null]
11,1,"[""gethostbyname_ret""]","[""hstrerror_ret"", ""gethostbyname_arg_ret""]"
12,1,"[""getservbyname_ret""]","[""getservbyname_arg_ret""]"
13,1,"[""int"", null]","[null, ""gethostbyname_arg_ret"", ""getservbyname_arg_ret""]"
14,1,"[""int"", null]","[""inet_ntoa_ret"", null]"
3130,4,"[""looks_like_command_line_option_ret""]","[""looks_like_command_line_option_arg_ret""]"
2895,3,"[""start_command_ret""]",[null]
2671,2,"[""strchr_ret"", ""strchr_ret""]",[]
2672,3,"[""git_tcp_connect_arg"", null, ""parse_connect_url_ret"", null]","[""parse_connect_url_arg_ret"", ""parse_connect_url_arg_ret""]"
15,1,"[""git_tcp_connect_arg"", null, ""parse_connect_url_ret"", null]","[""prot_name_ret""]"
16,1,"[""int"", null]","[""parse_connect_url_arg_ret"", ""parse_connect_url_arg_ret""]"
17,1,"[""int"", null]","[""prot_name_ret""]"
18,1,"[""int"", null]","[""get_port_arg_ret"", ""get_port_arg_ret""]"
19,1,"[""int"", null]","[""get_port_ret"", ""get_port_ret""]"
20,1,"[""int"", null]","[""sq_quote_buf_arg_ret"", ""sq_quote_buf_arg_ret""]"
3235,14,"[""start_command_ret""]",[]
3237,17,"[""open_ret""]","[""open_arg_ret""]"
21,1,"[""oidcmp_ret"", ""need_large_offset_arg_ret"", null, null, ""int""]","[""oid_to_hex_ret""]"
2673,2,"[""lseek_ret""]","[""fsync_or_die_arg""]"
22,1,"[""read_in_full_ret"", ""read_in_full_arg_ret""]","[""fsync_or_die_arg""]"
23,1,"[""xread_ret""]","[""fsync_or_die_arg""]"
24,1,"[""hashcmp_ret""]","[""fsync_or_die_arg""]"
25,1,"["" enum object_type"", null, "" enum object_type"", null]","["" enum object_type""]"
3217,8,"[""int"", ""int""]",[]
2806,3,"[""adjust_shared_perm_ret""]",[]
2674,2,"[""rename_ret""]",[]
26,1,"[""pretty_print_cmdnames_arg"", null]","[""git_exec_path_ret""]"
27,1,"[""pretty_print_cmdnames_arg"", null]",[]
28,1,"[null, ""int"", null, ""int""]",[]
29,1,"[null, ""int"", null, ""int""]","[null, ""int"", ""strlen_arg""]"
2675,2,"[""strcmp_ret""]","[""strcmp_arg_ret"", ""strcmp_arg_ret""]"
30,1,"[""uniq_arg_ret"", null]",[]
31,1,"[""SIMILAR_ENOUGH_ret"", ""sleep_millisec_arg"", ""Q__arg""]","[null, ""levenshtein_arg_ret""]"
32,1,"[""sleep_millisec_arg""]","[null, ""char""]"
33,1,"[""sleep_millisec_arg""]","[null, null, ""sleep_millisec_arg"", ""char""]"
34,1,"[""sleep_millisec_arg""]","[null, ""levenshtein_arg_ret""]"
35,1,"[""SIMILAR_ENOUGH_ret""]","[""Q__ret"", null]"
36,1,"[""SIMILAR_ENOUGH_ret""]","[null, ""clean_cmdnames_arg_ret"", null, ""int"", null]"
37,1,"[""OPT_BOOL_arg_ret""]","[null, null]"
38,1,"[""guess_refs_ret"", null]","[""Q__ret"", null]"
39,1,"[""guess_refs_ret"", null]","[null, ""guess_refs_ret"", null, ""int"", null]"
40,1,"[""find_commit_format_recursive_arg"", null]","[""find_commit_format_recursive_arg""]"
41,1,"[""find_commit_format_ret""]","[""find_commit_format_arg_ret""]"
42,1,"[""color_parse_mem_ret""]",[]
43,1,"[""get_one_line_ret""]",[]
44,1,"[""int"", ""int"", null]","[""int""]"
45,1,"["" struct commit_graft"", null]","[""oid_to_hex_ret"", ""FILE""]"
2677,3,"[""start_command_ret""]","[""oid_to_hex_ret"", ""for_each_commit_graft_arg_ret""]"
2676,2,"[""start_command_ret""]","[""for_each_commit_graft_arg_ret""]"
3218,8,"[""finish_command_ret""]",[]
3238,17,"[""int""]",[null]
3146,5,"[""parse_object_ret""]","[""oid_to_hex_ret""]"
46,1,"[""is_our_ref_ret""]","[""oid_to_hex_ret""]"
2939,3,"[""get_oid_hex_ret""]","[""skip_prefix_arg_ret""]"
47,1,"[""parse_object_ret"", null, null]","[""oid_to_hex_ret""]"
48,1,"[""strtol_arg_ret"", ""strtol_arg_ret"", ""strtol_ret""]","[""skip_prefix_arg_ret""]"
49,1,"[""parse_timestamp_arg_ret"", ""parse_timestamp_arg_ret"", ""parse_timestamp_ret"", ""parse_timestamp_ret""]","[""skip_prefix_arg_ret""]"
50,1,"[""expand_ref_ret"", ""strlen_ret""]","[""skip_prefix_arg_ret""]"
51,1,"[""skip_prefix_ret"", ""get_oid_hex_ret""]","[""skip_prefix_arg_ret""]"
52,1,"[""strtol_ret"", ""int""]",[]
53,1,"[""resolve_ref_unsafe_ret"", ""resolve_ref_unsafe_arg_ret"", null]","[""resolve_ref_unsafe_arg_ret""]"
2678,2,"[""enter_repo_ret""]","[""enter_repo_arg_ret""]"
2679,2,"[""int""]","[""git_config_maybe_bool_arg_ret"", ""strcmp_arg_ret""]"
2680,2,"[""int""]","[""git_config_maybe_bool_arg_ret"", ""git_config_maybe_bool_arg_ret""]"
54,1,"[""strcmp_ret"", ""strcmp_ret"", ""strcmp_ret"", ""strcmp_ret""]","[""strcmp_arg_ret"", ""name_and_item_from_var_arg_ret"", null]"
55,1,"[""parse_submodule_update_strategy_ret""]","[""config_error_nonbool_arg_ret""]"
56,1,"[""xdi_diff_outf_ret""]","[""oid_to_hex_ret""]"
57,1,"[""int""]","[""diff_get_color_ret"", ""diff_get_color_ret"", ""diff_get_color_ret"", ""diff_get_color_ret""]"
58,1,"[""int""]","[""diff_get_color_ret""]"
59,1,"[""int""]","[""char"", ""diff_get_color_ret""]"
60,1,"[""int""]","[""char"", null]"
2681,2,"["" struct sline"", null, ""unsigned long""]","[""diff_get_color_ret"", null]"
61,1,"[""int""]","[""dump_quoted_path_arg_ret"", ""dump_quoted_path_arg_ret"", "" struct combine_diff_path"", null]"
62,1,"[""int""]","[""dump_quoted_path_arg_ret"", ""dump_quoted_path_arg_ret""]"
63,1,"[""int""]","[""int"", "" struct combine_diff_path"", null, ""int"", null]"
64,1,"["" struct combine_diff_path"", null]","["" struct combine_diff_path"", null]"
65,1,"[""int""]","[""dump_quoted_path_arg_ret""]"
66,1,"[""read_in_full_ret""]","[""show_combined_header_arg"", null]"
67,1,"[""read_in_full_ret"", ""xsize_t_ret""]","[""show_combined_header_arg"", null]"
68,1,"[""buffer_is_binary_ret""]",[]
69,1,"[""diff_line_prefix_arg_ret"", null, null]","[""diff_line_prefix_ret""]"
70,1,"[""diff_line_prefix_arg_ret"", null, null]","["" struct combine_diff_path"", null, ""int"", null]"
71,1,"[""diff_line_prefix_arg_ret"", null, null]","["" struct combine_diff_path"", null]"
2682,2,"[""diff_line_prefix_arg_ret"", null, null]","[""diff_aligned_abbrev_ret""]"
72,1,"[""commit_format_is_empty_ret"", ""show_log_arg_ret"", null, ""diff_line_prefix_arg"", null, ""diff_line_prefix_arg"", null, null]","[""diff_line_prefix_ret"", ""diff_line_prefix_arg_ret"", null]"
73,1,"[""int""]","[""diff_line_prefix_ret"", ""diff_line_prefix_arg_ret"", null]"
2905,3,"[""ewah_read_mmap_ret""]",[]
74,1,"["" struct bitmap_index"", null, ""sizeof_arg_ret""]",[]
3131,4,"[""memcmp_ret""]",[]
75,1,"["" struct bitmap_index"", null]","["" struct bitmap_index"", null]"
76,1,"[""ntohs_ret"", null]",[]
77,1,"[""kh_put_sha1_arg_ret""]","[""sha1_to_hex_ret""]"
78,1,"[""read_u8_ret"", null, ""read_u8_ret"", ""uint32_t""]",[]
79,1,"[""store_bitmap_arg"", null]",[]
2811,3,"[""strip_suffix_ret""]",[]
80,1,"[""load_bitmap_header_arg"", null]","[""pack_bitmap_filename_arg_ret"", null]"
3243,29,"[""prepare_revision_walk_ret""]",[]
2683,2,"["" struct tag"", null]",[]
81,1,"[""find_objects_ret"", null]",[]
82,1,"[""find_objects_ret""]",[]
2684,2,"[""bitmap_position_ret""]","[""oid_to_hex_ret""]"
83,1,"[""prepare_bitmap_git_ret""]",[]
84,1,"[""prepare_revision_walk_arg"", null, null]",[]
85,1,"[""prepare_revision_walk_arg"", null, null]","[null, null, null, null, null]"
86,1,"[""kh_end_ret"", ""kh_get_sha1_ret""]","[""oid_to_hex_ret"", ""ewah_checksum_ret"", null, null, ""ewah_checksum_arg_ret"", null]"
87,1,"[""ewah_to_bitmap_ret"", null]","[""oid_to_hex_ret""]"
2685,2,"[""bitmap_equals_ret""]",[null]
3132,4,"[""mkdir_ret""]","[""mkdir_arg_ret""]"
88,1,"[""opendir_ret""]","[""strbuf_addch_arg"", null]"
89,1,"[""lstat_ret""]","[""strbuf_addstr_arg_ret"", null]"
90,1,"[""unlink_ret""]","[""remove_subtree_arg_ret"", null]"
91,1,"[""rmdir_ret""]","[""strbuf_setlen_arg_ret"", null]"
92,1,"["" struct string_list_item"", null]","["" struct string_list_item"", null, "" struct string_list_item"", null]"
93,1,"["" struct string_list_item"", null]","["" struct string_list_item"", null]"
94,1,"[""write_in_full_ret"", ""read_blob_entry_arg_ret""]","[""error_errno_arg_ret""]"
95,1,"[""int""]","[""error_errno_arg_ret""]"
96,1,"[""unsigned int""]","[""mkdir_arg_ret""]"
97,1,"[""lstat_ret""]","[""submodule_from_ce_arg_ret"", null]"
98,1,"[""write_entry_arg_ret"", null]","[null, ""strbuf_add_arg_ret"", null]"
99,1,"[""write_entry_arg_ret"", null]","[""strbuf_add_arg_ret"", null]"
2686,3,"[""fread_ret""]",[]
100,1,"[""ntohl_ret"", ""ntohl_ret""]",[]
101,1,"[""ntohl_ret"", ""ALLOC_ARRAY_arg""]",[]
102,1,"[""fread_ret""]","[""int"", ""ALLOC_ARRAY_arg""]"
103,1,"[""ntohl_ret""]","[""sha1_to_hex_ret"", ""ntohl_ret""]"
2687,3,"[""fread_ret""]","[""int"", ""unsigned""]"
104,1,"[""ntohl_ret"", ""unsigned""]",[]
105,1,"[""fread_ret""]","[""unsigned""]"
106,1,"[""ntohl_ret""]","[""sha1_to_hex_ret"", ""ntohl_ret"", null, null, null, ""ntohl_ret""]"
3176,5,"[""write_in_full_ret""]",[]
2716,3,"[""read_in_full_ret""]",[]
107,1,"[""memcmp_ret"", ""read_in_full_ret""]","[""read_in_full_ret"", null]"
3230,10,"[""strbuf_read_ret""]",[]
3200,7,"[null, null, null, null]",[]
108,1,"[""send_request_ret""]",[]
109,1,"[""get_socket_path_ret""]",[]
110,1,"[""write_notes_tree_ret""]",[]
111,1,"[""parse_commit_ret""]","[""write_notes_tree_arg_ret"", null]"
3133,4,"[""commit_tree_ret""]",[]
112,1,"[""create_notes_commit_arg"", null, ""create_notes_commit_arg"", null, ""create_notes_commit_arg"", null]",[]
113,1,"["" struct notes_rewrite_cfg"", null]","[""parse_combine_notes_fn_arg_ret""]"
114,1,"[""starts_with_ret""]","[""string_list_add_refs_by_glob_arg_ret""]"
115,1,"[""xmalloc_ret"", null]","[null, ""parse_combine_notes_fn_arg_ret""]"
116,1,"[""is_null_sha1_ret""]","[""sha1_to_hex_ret"", null]"
3198,6,"[""ref_transaction_begin_ret""]","[""ref_transaction_begin_arg_ret"", null]"
117,1,"[""interpret_target_ret""]","[""char"", ""int""]"
3134,4,"[""ref_transaction_update_ret""]","[""ref_transaction_update_arg_ret"", null]"
3135,4,"[""ref_transaction_commit_ret""]","[""ref_transaction_commit_arg_ret"", null]"
118,1,"[""ce_compare_gitlink_arg"", null, null, null]","[""ce_compare_gitlink_arg_ret"", null]"
119,1,"[""ce_namelen_arg"", null, null]","[""copy_cache_entry_arg"", ""memcpy_arg"", ""ce_namelen_arg"", ""memcpy_arg""]"
3187,6,"[""write_sha1_file_ret""]",[]
120,1,"[""S_ISREG_ret"", ""S_ISLNK_ret"", ""S_ISDIR_ret""]","[""strlen_arg""]"
121,1,"[""index_path_ret""]","[""index_path_arg_ret""]"
122,1,"[""add_index_entry_ret""]","[""index_path_arg_ret""]"
123,1,"[""int"", ""ce_stage_ret""]","[""index_path_arg_ret""]"
3188,7,"[""lstat_ret""]","[""lstat_arg_ret""]"
2688,2,"[""verify_path_ret""]","[""verify_path_arg_ret""]"
124,1,"[""verify_path_ret""]","[""ce_same_name_arg_ret"", null]"
125,1,"[""int""]","[""check_file_directory_conflict_arg_ret"", null]"
126,1,"[""int"", ""int"", ""char""]","[""char""]"
127,1,"[""int"", ""int"", ""char""]","[""char"", ""char""]"
128,1,"[""unsigned int"", null, null, ""unsigned int""]",[null]
129,1,"[""strtoul_arg_ret"", ""strtoul_ret"", null, null, ""strtoul_ret""]",[null]
130,1,"[""htonl_ret"", ""git_SHA1_Update_arg"", null]",[]
131,1,"[""ntohl_ret"", null, null, ""ntohl_ret""]","[""ntohl_ret""]"
2689,2,"[""hashcmp_ret""]",[]
132,1,"[""CACHE_EXT_arg_ret"", ""CACHE_EXT_arg_ret""]","[""CACHE_EXT_arg_ret""]"
133,1,"[""CACHE_EXT_ret""]","[null, ""CACHE_EXT_arg_ret""]"
134,1,"[""strbuf_remove_arg"", ""decode_varint_ret"", ""decode_varint_ret""]",[]
135,1,"[""get_be16_ret"", null]","[""get_be16_ret""]"
3240,26,"[""strcmp_ret""]",[]
136,1,"[""ce_stage_ret""]","[""ce_stage_arg_ret"", null]"
137,1,"[""ce_stage_ret"", ""ce_stage_ret""]","[""ce_stage_arg_ret"", null]"
2690,2,"[""fstat_ret""]",[]
138,1,"[""xsize_t_ret"", null]",[]
2691,2,"[""xmmap_ret"", null]",[]
139,1,"[""check_and_freshen_file_ret"", ""int""]","[""check_and_freshen_file_arg_ret""]"
140,1,"[""hashcmp_ret""]","[""sha1_to_hex_ret"", ""git_path_arg_ret"", ""do_read_index_arg_ret""]"
2692,2,"[""git_env_bool_ret""]","[null, ""ce_smudge_racily_clean_entry_arg_ret"", null]"
141,1,"[""close_tempfile_ret""]","[""close_tempfile_arg_ret"", null, null]"
142,1,"[""adjust_shared_perm_ret""]","[""get_tempfile_path_ret""]"
143,1,"[""add_index_entry_ret""]","[""add_index_entry_arg_ret"", null]"
3219,8,"[""strchr_ret""]","[""strchr_arg_ret""]"
144,1,"[""credential_do_arg_ret"", null]","[""credential_do_arg_ret"", null, null, ""int"", null]"
145,1,"[""credential_getpass_arg_ret"", null, ""credential_getpass_arg_ret"", null]",[]
2693,2,"[""regcomp_ret""]",[null]
146,1,"[null, null, null, null]","[""fopen_arg_ret""]"
147,1,"[""hold_lock_file_for_update_ret""]",[]
2886,3,"[""commit_lock_file_ret""]",[]
148,1,"[""string_list_append_nodup_arg_ret"", null]",[]
2694,2,"[""credential_read_ret""]",[]
149,1,"[""free_arg"", ""free_arg"", null]",[]
150,1,"[""cache_name_pos_ret""]","[""strcmp_arg_ret""]"
2695,2,"[""lookup_commit_reference_ret""]","[""oid_to_hex_ret""]"
151,1,"[""open_ret""]","[""git_path_merge_head_ret""]"
152,1,"[""get_oid_hex_ret"", ""strbuf_getwholeline_fd_arg_ret"", null, null]","[""git_path_merge_head_ret"", ""strbuf_getwholeline_fd_arg_ret"", null]"
3191,5,"[""resolve_ref_unsafe_ret""]",[]
3164,5,"[""stat_ret""]","[""stat_arg_ret""]"
153,1,"[""strbuf_read_file_ret"", ""lstat_arg_ret"", null]","[""strbuf_read_file_arg_ret""]"
2781,3,"[""strbuf_readlink_ret""]","[""strbuf_readlink_arg_ret""]"
154,1,"[""lstat_arg_ret"", null, null]","[""strbuf_readlink_arg_ret""]"
155,1,"[""mmfile_t"", null]","[""oid_to_hex_ret"", "" struct blame_origin"", null]"
156,1,"["" struct blame_entry"", null, null]","[""oid_to_hex_ret"", null, "" struct blame_entry"", null, null, "" struct blame_entry"", null, null]"
157,1,"["" struct diff_filepair""]",[]
158,1,"["" struct diff_filepair"", null]","["" struct diff_filepair"", null]"
159,1,"[""blame_chunk_arg"", ""blame_chunk_arg"", "" struct blame_chunk_cb_data"", null]",[]
160,1,"[""diff_hunks_ret""]","[""oid_to_hex_ret"", ""oid_to_hex_ret""]"
161,1,"[""diff_hunks_ret""]","[""oid_to_hex_ret""]"
162,1,"[""deref_tag_ret"", null, null]","["" struct rev_info"", null, null, ""int"", ""xstrdup_or_null_arg""]"
163,1,"["" struct commit""]","["" struct rev_info"", null, null, ""int"", ""xstrdup_or_null_arg"", ""xstrdup_or_null_arg""]"
164,1,"[""deref_tag_ret"", null, null]","[""dwim_reverse_initial_arg"", null, null, ""int"", ""dwim_reverse_initial_arg""]"
165,1,"["" struct commit""]","[""dwim_reverse_initial_arg"", null, null, ""int"", ""dwim_reverse_initial_arg"", ""dwim_reverse_initial_arg""]"
166,1,"[""dwim_reverse_initial_arg_ret""]",[]
2696,2,"[""prepare_lines_arg"", null, ""prepare_lines_arg"", null]",[]
167,1,"[""find_single_final_ret""]",[]
168,1,"[""add_decoration_ret""]",[]
2697,2,"[""oidcmp_ret""]",[]
169,1,"[""fill_blob_sha1_and_mode_ret""]","[""get_origin_arg_ret"", ""find_single_initial_arg_ret""]"
170,1,"[""prepare_lines_arg"", null]","[""oid_to_hex_ret"", ""textconv_object_arg_ret""]"
3136,4,"[""int""]","[""char""]"
171,1,"[""git_terminal_prompt_ret""]","[""git_terminal_prompt_arg_ret"", ""strerror_ret""]"
172,1,"[null, ""int"", null]",[]
173,1,"[""add_rename_dst_ret""]","[""DIFF_PAIR_UNMERGED_arg"", ""estimate_similarity_arg"", null]"
174,1,"[""color_parse_arg""]",[]
175,1,"[""color_parse_ret""]","[""color_parse_arg_ret""]"
2698,2,"[""strtol_i_ret""]","[""strtol_i_arg_ret""]"
176,1,"[""strcmp_arg""]","[""char"", ""strtol_i_arg_ret""]"
3137,5,"[""char""]",[]
2752,3,"[""strtoul_ui_ret""]","[""strtoul_ui_arg_ret""]"
2699,2,"[""strcmp_arg""]","[""strtoul_ui_arg_ret""]"
177,1,"[""strtoul_ui_ret"", "" struct used_atom"", null, null, null]","[""strtoul_ui_arg_ret""]"
178,1,"[""string_list_split_arg""]",[]
179,1,"[""parse_align_position_ret""]","[""parse_align_position_arg_ret""]"
180,1,"[""skip_prefix_ret""]","[""parse_align_position_arg_ret""]"
181,1,"[""strtoul_ui_arg_ret""]",[]
182,1,"[""skip_prefix_arg""]","[""skip_prefix_arg_ret""]"
183,1,"[""int_arg"", ""memchr_arg""]","[""int_ret"", ""memcmp_arg""]"
184,1,"[""ARRAY_SIZE_ret"", ""int""]","[""int_ret"", ""memcmp_arg_ret""]"
2700,2,"[""free_arg"", null]",[]
2701,2,"["" struct if_then_else""]",[]
3138,4,"["" struct if_then_else"", null]",[]
185,1,"["" struct ref_formatting_stack"", null]",[]
2702,2,"["" struct used_atom"", null, null, null, null]",[]
186,1,"[""grab_common_values_arg_ret"", null]","[""grab_person_arg_ret"", null]"
2703,2,"[""get_obj_ret""]","[""oid_to_hex_ret"", ""get_symref_arg_ret"", ""xstrfmt_arg_ret""]"
2704,2,"[""get_obj_arg_ret""]","[""oid_to_hex_ret"", ""get_symref_arg_ret"", ""xstrfmt_arg_ret""]"
2705,2,"[""parse_object_ret""]","[""char""]"
2706,2,"[""new_ref_array_item_arg"", null]","[""filter_ref_kind_arg""]"
187,1,"[""for_each_fullref_in_pattern_arg"", null]",[]
188,1,"[""append_atom_arg_ret"", null, null]",[]
2707,2,"[""starts_with_ret""]","["" struct option""]"
3244,25,"[""get_oid_ret""]","[""get_oid_arg_ret""]"
189,1,"["" struct ref_filter"", null]","["" struct option""]"
190,1,"["" struct config_source"", null, null, null, "" struct config_source"", null, null, null, ""int""]",[]
2708,2,"[""expand_user_path_ret""]","[""expand_user_path_arg_ret""]"
191,1,"[null, null, ""is_absolute_path_arg_ret""]",[]
192,1,"[""git_config_from_file_arg"", null, null]","[null, null, ""access_or_die_arg_ret"", null, null, null, null, null]"
193,1,"[null, null, ""strbuf_realpath_arg""]",[]
194,1,"[""find_last_dir_sep_ret""]",[]
2709,2,"[""int""]","[""strrchr_arg_ret""]"
3139,4,"[""int""]","[""strlen_arg_ret""]"
195,1,"[""strbuf_split_str_ret""]","[""strbuf_split_str_arg_ret""]"
196,1,"[""strbuf_split_str_ret"", null]","[""strbuf_split_str_arg_ret""]"
197,1,"[""sq_dequote_to_argv_ret""]",[null]
2710,2,"[null, null]","[""xstrfmt_ret""]"
198,1,"[null, null, ""char""]","[""char"", ""char"", null]"
199,1,"[null, null, null]","[""char"", ""char"", null, ""char"", null]"
200,1,"[null, null, null, null]","[""char"", ""char"", null, ""char"", null]"
201,1,"[null, null, null, null, null]","[""char"", ""char"", null]"
202,1,"[null, null, null, null, null, null]","[""char"", ""char"", null, ""char"", null]"
2711,2,"[null, null, null, null, null, null, null]","[""char"", ""char"", null, ""char"", null]"
203,1,"[""git_config_int_ret"", null, ""git_config_int_ret""]","[""git_config_int_ret""]"
2713,3,"[""git_config_int_ret"", ""git_config_int_ret"", null]","[""git_config_int_ret""]"
204,1,"[""git_config_string_arg_ret""]",[]
3231,13,"[""strcmp_ret""]","[""strcmp_arg_ret""]"
205,1,"[""git_config_bool_arg_ret""]","[""config_error_nonbool_arg_ret""]"
206,1,"[""strcmp_arg""]","[""config_error_nonbool_arg_ret"", ""strcmp_arg_ret""]"
2712,2,"[""strcmp_arg""]",[]
207,1,"[""read_sha1_file_ret""]","[""git_config_from_mem_arg""]"
208,1,"[""read_sha1_file_arg_ret"", null]","[""git_config_from_mem_arg""]"
3220,8,"[""get_sha1_ret""]","[""get_sha1_arg_ret""]"
209,1,"[""git_parse_ulong_ret"", ""git_parse_ulong_arg_ret""]","[""getenv_arg_ret""]"
210,1,"[""git_config_from_parameters_ret""]",[]
3246,40,[null],[]
211,1,"[""config_with_options_ret""]",[]
212,1,"[""git_configset_get_string_const_ret""]","[""git_configset_get_string_const_arg_ret"", null]"
213,1,"[""git_configset_get_pathname_ret""]","[""git_configset_get_pathname_arg_ret"", null]"
214,1,"[""approxidate_ret"", ""approxidate_ret""]","[""git_config_get_string_const_arg_ret"", ""git_config_get_string_const_arg_ret"", ""approxidate_arg_ret""]"
215,1,"[""git_config_get_value_ret""]","[""strcasecmp_arg_ret""]"
216,1,"[""git_config_get_int_ret""]","[""git_config_get_int_arg_ret""]"
3234,11,"[""char""]","[""char""]"
217,1,"[""char""]","[""char"", ""char"", ""int""]"
218,1,"[null, null, null, null]","[""matches_arg_ret""]"
3183,5,"[""regcomp_ret""]","[""regcomp_arg_ret""]"
219,1,"[""git_config_from_file_ret""]","[""git_config_from_file_arg_ret""]"
220,1,"[""git_config_set_multivar_in_file_gently_arg_ret""]","[""git_config_set_multivar_in_file_gently_arg_ret"", ""git_config_set_multivar_in_file_gently_arg_ret""]"
221,1,"[""git_config_set_multivar_in_file_gently_arg_ret""]","[""git_config_set_multivar_in_file_gently_arg_ret""]"
222,1,"[""section_name_is_ok_ret"", ""section_name_is_ok_arg_ret""]","[""section_name_is_ok_arg_ret""]"
2714,2,"[""hold_lock_file_for_update_ret""]","[""hold_lock_file_for_update_arg_ret""]"
223,1,"[""int"", null, null, null, null, null]",[]
224,1,"[""unsigned"", null, "" struct signature_check"", null]","["" struct signature_check"", null, null]"
225,1,"[""char""]","[""char"", null]"
226,1,"[""pipe_command_ret""]",[]
227,1,"[""set_packet_header_arg"", null]",[]
2715,2,"[""packet_trace_arg"", ""set_packet_header_arg""]",[]
228,1,"[""read_in_full_arg"", ""memcpy_arg"", ""memcpy_arg""]",[]
229,1,"[""read_in_full_ret"", ""unsigned""]",[]
230,1,"[""packet_length_ret""]",[null]
231,1,"[""packet_length_ret"", ""unsigned""]","[""packet_length_ret""]"
232,1,"[""is_foreground_fd_ret"", ""fileno_ret"", ""char""]","[""fflush_arg"", "" struct progress"", null, ""unsigned"", ""unsigned"", "" struct progress"", null, ""char"", ""char""]"
233,1,"[""is_foreground_fd_ret"", ""fileno_ret"", ""char""]","[""fflush_arg"", "" struct progress"", null, ""unsigned"", ""char"", ""char""]"
234,1,"[""malloc_ret""]","[""fflush_arg"", ""char""]"
2717,2,"[""open_istream_ret""]","[""sha1_to_hex_ret""]"
235,1,"[""S_ISDIR_ret"", ""S_ISGITLINK_ret""]","[""sha1_to_hex_ret"", ""S_ISREG_arg""]"
2718,2,"[""sha1_file_to_archive_ret""]","[""sha1_to_hex_ret""]"
236,1,"[""write_tar_archive_arg"", null]",[]
2719,2,"[""dup2_ret""]",[]
2720,2,"[""finish_command_ret""]",[null]
237,1,"[""strlen_ret"", ""get_sha1_hex_ret""]","[""strrchr_arg_ret""]"
238,1,"[""register_replace_object_ret""]","[""strrchr_arg_ret""]"
239,1,"[""int""]","[""sha1_to_hex_ret""]"
240,1,"[""read_in_full_ret"", ""ssize_t""]","[null, ""ssize_t"", ""char""]"
2721,2,"[""git_deflate_ret"", null, null, null]","[""git_deflate_ret""]"
241,1,"["" struct bulk_checkin_state"", null]",[]
2722,2,"[""lseek_ret"", null]",[]
242,1,"[""xcalloc_ret""]",[]
243,1,"[""strtol_arg_ret""]","["" struct option""]"
244,1,"[""git_config_colorbool_ret""]","["" struct option""]"
2723,2,"[""lookup_commit_reference_ret""]","[""get_oid_arg_ret""]"
2724,2,"[""lookup_commit_reference_ret""]","[""char""]"
245,1,"[""oidcmp_ret""]","[""oid_to_hex_ret"", ""char""]"
246,1,"[""register_commit_graft_ret""]","[""strbuf_getwholeline_arg_ret"", ""strbuf_getwholeline_arg_ret""]"
2725,2,"[""read_sha1_file_arg_ret"", null]","[""oid_to_hex_ret"", ""read_sha1_file_arg_ret""]"
247,1,"[""memcmp_ret"", ""parse_commit_date_arg"", ""memcmp_arg_ret"", ""int"", ""memcmp_arg_ret"", ""int""]","[""oid_to_hex_ret""]"
248,1,"[""get_sha1_hex_ret""]","[""oid_to_hex_ret""]"
249,1,"[""get_sha1_hex_ret"", ""parse_commit_date_arg"", ""memcmp_arg_ret"", ""int"", ""get_sha1_hex_arg_ret"", ""int""]","[""oid_to_hex_ret""]"
250,1,"[""parse_commit_ret""]","[""oid_to_hex_ret"", ""parse_commit_arg_ret""]"
251,1,"[""memchr_ret""]",[]
252,1,"[""verify_utf8_ret"", ""is_encoding_utf8_ret""]",[null]
253,1,"[""size_t"", "" struct strbuf"", null, "" struct strbuf"", null]",[]
254,1,"[""argv_array_pushv_arg""]",[]
255,1,"["" struct child_process"", null]",[]
