patch_file,old_file,new_file,patch_hunk_file,old_hunk_file,new_hunk_file,old_hunk_loc,new_hunk_loc,old_loc,new_loc,old_log,new_log,action_type,old_log_file,new_log_file,edit_words,edit_feature,old_check,old_variable,new_check,new_variable,ddg_codes,ddg_locs,cluster
redis-2.8.19_diff_redis-2.8.20,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/redis/repos/redis-2.8.19/src/redis-cli.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/redis/repos/redis-2.8.20/src/redis-cli.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/redis/gumtree/redis_patch_hunk_226.cpp,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/redis/gumtree/redis_old_hunk_226.cpp,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/redis/gumtree/redis_new_hunk_226.cpp,-1069,63,-1,1172,,"printf("". - * #          .01 .125 .25 .5 milliseconds\n"");",7,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/redis/gumtree/redis_old_log_198.cpp,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/redis/gumtree/redis_new_log_198.cpp,"[[], ['printf', '*', '01', '125', '25', '5', 'milliseconds\\n']]",[14793464594383101517],[],[],[],[],set([]),set([]),523
redis-2.8.19_diff_redis-2.8.20,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/redis/repos/redis-2.8.19/src/redis-cli.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/redis/repos/redis-2.8.20/src/redis-cli.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/redis/gumtree/redis_patch_hunk_226.cpp,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/redis/gumtree/redis_old_hunk_226.cpp,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/redis/gumtree/redis_new_hunk_226.cpp,-1069,64,-1,1173,,"printf(""1,2,3,...,9      from 1 to 9     milliseconds\n"");",7,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/redis/gumtree/redis_old_log_199.cpp,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/redis/gumtree/redis_new_log_199.cpp,"[[], ['printf', '1', '2', '3', '9', 'from', '1', 'to', '9', 'milliseconds\\n']]",[14122698144213802079],[],[],[],[],set([]),set([]),523
redis-2.8.19_diff_redis-2.8.20,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/redis/repos/redis-2.8.19/src/redis-cli.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/redis/repos/redis-2.8.20/src/redis-cli.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/redis/gumtree/redis_patch_hunk_226.cpp,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/redis/gumtree/redis_old_hunk_226.cpp,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/redis/gumtree/redis_new_hunk_226.cpp,-1069,65,-1,1174,,"printf(""A,B,C,D,E        10,20,30,40,50  milliseconds\n"");",7,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/redis/gumtree/redis_old_log_200.cpp,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/redis/gumtree/redis_new_log_200.cpp,"[[], ['printf', 'A', 'B', 'C', 'D', 'E', '10', '20', '30', '40', '50', 'milliseconds\\n']]",[14650048657911816526],[],[],[],[],set([]),set([]),523
redis-2.8.19_diff_redis-2.8.20,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/redis/repos/redis-2.8.19/src/redis-cli.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/redis/repos/redis-2.8.20/src/redis-cli.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/redis/gumtree/redis_patch_hunk_226.cpp,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/redis/gumtree/redis_old_hunk_226.cpp,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/redis/gumtree/redis_new_hunk_226.cpp,-1069,66,-1,1175,,"printf(""F,G,H,I,J        .1,.2,.3,.4,.5       seconds\n"");",7,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/redis/gumtree/redis_old_log_201.cpp,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/redis/gumtree/redis_new_log_201.cpp,"[[], ['printf', 'F', 'G', 'H', 'I', 'J', '1', '2', '3', '4', '5', 'seconds\\n']]",[3960194340300523666],[],[],[],[],set([]),set([]),523
redis-2.8.19_diff_redis-2.8.20,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/redis/repos/redis-2.8.19/src/redis-cli.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/redis/repos/redis-2.8.20/src/redis-cli.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/redis/gumtree/redis_patch_hunk_226.cpp,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/redis/gumtree/redis_old_hunk_226.cpp,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/redis/gumtree/redis_new_hunk_226.cpp,-1069,67,-1,1176,,"printf(""K,L,M,N,O,P,Q,?  1,2,4,8,16,30,60,>60 seconds\n"");",7,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/redis/gumtree/redis_old_log_202.cpp,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/redis/gumtree/redis_new_log_202.cpp,"[[], ['printf', 'K', 'L', 'M', 'N', 'O', 'P', 'Q', '1', '2', '4', '8', '16', '30', '60', '60', 'seconds\\n']]",[3986818526108841679],[],[],[],[],set([]),set([]),523
redis-2.8.19_diff_redis-2.8.20,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/redis/repos/redis-2.8.19/src/redis-cli.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/redis/repos/redis-2.8.20/src/redis-cli.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/redis/gumtree/redis_patch_hunk_226.cpp,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/redis/gumtree/redis_old_hunk_226.cpp,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/redis/gumtree/redis_new_hunk_226.cpp,-1069,68,-1,1177,,"printf(""From 0 to 100%%: "");",7,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/redis/gumtree/redis_old_log_203.cpp,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/redis/gumtree/redis_new_log_203.cpp,"[[], ['printf', 'From', '0', 'to', '100%%']]",[11204616239567670023],[],[],[],[],set([]),set([]),523
redis-2.8.19_diff_redis-2.8.20,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/redis/repos/redis-2.8.19/src/redis-cli.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/redis/repos/redis-2.8.20/src/redis-cli.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/redis/gumtree/redis_patch_hunk_226.cpp,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/redis/gumtree/redis_old_hunk_226.cpp,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/redis/gumtree/redis_new_hunk_226.cpp,-1069,70,-1,1179,,"printf(""\033[48;5;%dm "", spectrum_palette[j]);",7,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/redis/gumtree/redis_old_log_204.cpp,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/redis/gumtree/redis_new_log_204.cpp,"[[], ['printf', '\\033[48', '5', '%dm', 'spectrum_palette[j]']]",[-9138718147834904128],[],[],"[""printf_ret""]",[],set([]),set([]),501
redis-2.8.19_diff_redis-2.8.20,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/redis/repos/redis-2.8.19/src/redis-cli.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/redis/repos/redis-2.8.20/src/redis-cli.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/redis/gumtree/redis_patch_hunk_226.cpp,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/redis/gumtree/redis_old_hunk_226.cpp,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/redis/gumtree/redis_new_hunk_226.cpp,-1069,72,-1,1181,,"printf(""\033[0m\n"");",7,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/redis/gumtree/redis_old_log_205.cpp,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/redis/gumtree/redis_new_log_205.cpp,"[[], ['printf', '\\033[0m\\n']]",[2306149466414454990],[],[],"[""printf_ret""]",[],set([]),set([]),501
redis-2.8.19_diff_redis-2.8.20,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/redis/repos/redis-2.8.19/src/redis-cli.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/redis/repos/redis-2.8.20/src/redis-cli.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/redis/gumtree/redis_patch_hunk_226.cpp,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/redis/gumtree/redis_old_hunk_226.cpp,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/redis/gumtree/redis_new_hunk_226.cpp,-1069,73,-1,1182,,"printf(""---------------------------------------------\n"");",7,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/redis/gumtree/redis_old_log_206.cpp,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/redis/gumtree/redis_new_log_206.cpp,"[[], ['printf', '\\n']]",[7249185625612668815],[],[],"[""printf_ret""]",[],set([]),set([]),501
redis-2.8.19_diff_redis-2.8.20,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/redis/repos/redis-2.8.19/src/redis-cli.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/redis/repos/redis-2.8.20/src/redis-cli.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/redis/gumtree/redis_patch_hunk_226.cpp,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/redis/gumtree/redis_old_hunk_226.cpp,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/redis/gumtree/redis_new_hunk_226.cpp,-1069,127,-1,1236,,"fprintf(stderr,""\nI/O error\n"");",7,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/redis/gumtree/redis_old_log_207.cpp,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/redis/gumtree/redis_new_log_207.cpp,"[[], ['fprintf', 'stderr', '\\nI/O', 'error\\n']]",[-19772540507007578619],[],[],"[""reconnectingRedisCommand_ret""]",[],set([]),set([]),417
redis-2.8.19_diff_redis-2.8.20,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/redis/repos/redis-2.8.19/src/redis-cli.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/redis/repos/redis-2.8.20/src/redis-cli.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/redis/gumtree/redis_patch_hunk_228.cpp,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/redis/gumtree/redis_old_hunk_228.cpp,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/redis/gumtree/redis_new_hunk_228.cpp,-1794,66,-1,2049,,"printf(""%s\n"", reply->str);",7,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/redis/gumtree/redis_old_log_208.cpp,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/redis/gumtree/redis_new_log_208.cpp,"[[], ['printf', '%s\\n', 'reply', 'str']]",[6132603261392902648],[],[],"[""redisGetReply_arg_0_ret"", ""printf_arg_1""]","[""redisGetReply_arg_0_ret""]",set([]),set([]),74
redis-2.8.19_diff_redis-2.8.20,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/redis/repos/redis-2.8.19/src/redis-cli.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/redis/repos/redis-2.8.20/src/redis-cli.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/redis/gumtree/redis_patch_hunk_228.cpp,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/redis/gumtree/redis_old_hunk_228.cpp,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/redis/gumtree/redis_new_hunk_228.cpp,-1794,79,-1,2062,,"fprintf(stderr,""I/O error during LRU test\n"");",7,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/redis/gumtree/redis_old_log_209.cpp,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/redis/gumtree/redis_new_log_209.cpp,"[[], ['fprintf', 'stderr', 'I/O', 'error', 'during', 'LRU', 'test\\n']]",[4098599685183811470],[],[],"[""printf_arg_1_ret"", ""printf_arg_1_ret""]","[""printf_arg_1_ret""]",set([]),set([]),75
redis-2.8.19_diff_redis-2.8.20,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/redis/repos/redis-2.8.19/src/redis-cli.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/redis/repos/redis-2.8.20/src/redis-cli.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/redis/gumtree/redis_patch_hunk_228.cpp,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/redis/gumtree/redis_old_hunk_228.cpp,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/redis/gumtree/redis_new_hunk_228.cpp,-1794,84,-1,2067,,"printf(
            ""%lld Gets/sec | Hits: %lld (%.2f%%) | Misses: %lld (%.2f%%)\n"",
            hits+misses,
            hits, (double)hits/(hits+misses)*100,
            misses, (double)misses/(hits+misses)*100);",7,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/redis/gumtree/redis_old_log_210.cpp,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/redis/gumtree/redis_new_log_210.cpp,"[[], ['printf', '%lld', 'Gets/sec', 'Hits', '%lld', '%', '2f%%', 'Misses', '%lld', '%', '2f%%', '\\n', 'hits', 'misses', 'hits', 'double', 'hits/', 'hits', 'misses', '*100', 'misses', 'double', 'misses/', 'hits', 'misses', '*100']]",[59812275158578171741],[],[],"[""mstime_ret"", ""mstime_ret""]",[],set([]),set([]),76
redis-2.8.19_diff_redis-2.8.20,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/redis/repos/redis-2.8.19/src/scripting.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/redis/repos/redis-2.8.20/src/scripting.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/redis/gumtree/redis_patch_hunk_229.cpp,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/redis/gumtree/redis_old_hunk_229.cpp,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/redis/gumtree/redis_new_hunk_229.cpp,-210,17,-1,226,,"luaPushError(lua,recursion_warning);",7,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/redis/gumtree/redis_old_log_211.cpp,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/redis/gumtree/redis_new_log_211.cpp,"[[], ['luaPushError', 'lua', 'recursion_warning']]",[13324405056582682369],[],[],[],"[""lua_gettop_arg_0_ret"", ""redisLog_arg_2_ret""]",set([]),set([]),77
redis-2.8.21_diff_redis-2.8.22,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/redis/repos/redis-2.8.21/src/replication.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/redis/repos/redis-2.8.22/src/replication.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/redis/gumtree/redis_patch_hunk_237.cpp,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/redis/gumtree/redis_old_hunk_237.cpp,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/redis/gumtree/redis_new_hunk_237.cpp,-419,57,-1,528,,"addReplyError(slave,
                    ""BGSAVE failed, replication can't continue"");",7,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/redis/gumtree/redis_old_log_212.cpp,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/redis/gumtree/redis_new_log_212.cpp,"[[], ['addReplyError', 'slave', 'BGSAVE', 'failed', 'replication', 'can', 't', 'continue']]",[-2913081910099991339],[],[],"[""listRewind_arg_0_ret"", ""addReplyError_arg_0""]",[],set([]),set([]),426
redis-2.8.21_diff_redis-2.8.22,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/redis/repos/redis-2.8.21/src/replication.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/redis/repos/redis-2.8.22/src/replication.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/redis/gumtree/redis_patch_hunk_238.cpp,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/redis/gumtree/redis_old_hunk_238.cpp,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/redis/gumtree/redis_new_hunk_238.cpp,38,-632,566,-1,"addReplyError(c,""Unable to perform background save"");",,7,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/redis/gumtree/redis_old_log_213.cpp,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/redis/gumtree/redis_new_log_213.cpp,"[['addReplyError', 'c', 'Unable', 'to', 'perform', 'background', 'save'], []]",[-5933843621754248293],"[""startBgsaveForReplication_ret""]","[""copyClientOutputBuffer_arg_0_ret""]",[],[],set([]),set([]),427
redis-2.8.21_diff_redis-2.8.22,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/redis/repos/redis-2.8.21/src/sentinel.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/redis/repos/redis-2.8.22/src/sentinel.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/redis/gumtree/redis_patch_hunk_240.cpp,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/redis/gumtree/redis_old_hunk_240.cpp,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/redis/gumtree/redis_new_hunk_240.cpp,4,4,1543,1545,"line = sdscatprintf(sdsempty(),
                ""sentinel known-slave %s %s %d"",
                master->name, ri->addr->ip, ri->addr->port);","line = sdscatprintf(sdsempty(),
                ""sentinel known-slave %s %s %d"",
                master->name, slave_addr->ip, slave_addr->port);",3,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/redis/gumtree/redis_old_log_214.cpp,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/redis/gumtree/redis_new_log_214.cpp,"[['ri', 'addr', 'ri', 'addr'], ['slave_addr', 'slave_addr']]",[-3868799538488185398],"[""dictNext_ret""]","[""sdsempty_ret"", ""sdscatprintf_ret"", ""sdscatprintf_ret"", ""sdscatprintf_ret""]","[""dictNext_ret""]","[""sdsempty_ret"", ""sdscatprintf_ret"", ""sdscatprintf_ret"", ""sdscatprintf_ret""]",set([]),set([]),502
redis-2.8.23_diff_redis-2.8.24,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/redis/repos/redis-2.8.23/deps/lua/src/lua_struct.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/redis/repos/redis-2.8.24/deps/lua/src/lua_struct.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/redis/gumtree/redis_patch_hunk_242.cpp,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/redis/gumtree/redis_old_hunk_242.cpp,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/redis/gumtree/redis_new_hunk_242.cpp,-86,13,-1,98,,"luaL_error(L, ""integral size overflow"");",7,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/redis/gumtree/redis_old_log_215.cpp,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/redis/gumtree/redis_new_log_215.cpp,"[[], ['luaL_error', 'L', 'integral', 'size', 'overflow']]",[609793506703249525],[],[],"[""__ctype_b_loc_ret""]",[],set([]),set([]),428
redis-2.8.24_diff_redis-3.0.0,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/redis/repos/redis-2.8.24/deps/lua/src/lua_struct.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/redis/repos/redis-3.0.0/deps/lua/src/lua_struct.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/redis/gumtree/redis_patch_hunk_246.cpp,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/redis/gumtree/redis_old_hunk_246.cpp,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/redis/gumtree/redis_new_hunk_246.cpp,13,-86,98,-1,"luaL_error(L, ""integral size overflow"");",,7,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/redis/gumtree/redis_old_log_216.cpp,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/redis/gumtree/redis_new_log_216.cpp,"[['luaL_error', 'L', 'integral', 'size', 'overflow'], []]",[-609793506703249525],"[""__ctype_b_loc_ret""]",[],[],[],set([]),set([]),428
redis-2.8.24_diff_redis-3.0.0,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/redis/repos/redis-2.8.24/src/anet.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/redis/repos/redis-3.0.0/src/anet.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/redis/gumtree/redis_patch_hunk_249.cpp,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/redis/gumtree/redis_old_hunk_249.cpp,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/redis/gumtree/redis_new_hunk_249.cpp,-285,11,-1,296,,"anetSetError(err, ""%s"", gai_strerror(rv));",7,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/redis/gumtree/redis_old_log_217.cpp,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/redis/gumtree/redis_new_log_217.cpp,"[[], ['anetSetError', 'err', '%s', 'gai_strerror', 'rv']]",[-8276769972592442317],[],[],"[""getaddrinfo_ret""]","[""anetNonBlock_arg_0_ret"", ""gai_strerror_ret""]",set([]),set([]),78
redis-2.8.24_diff_redis-3.0.0,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/redis/repos/redis-2.8.24/src/anet.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/redis/repos/redis-3.0.0/src/anet.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/redis/gumtree/redis_patch_hunk_249.cpp,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/redis/gumtree/redis_old_hunk_249.cpp,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/redis/gumtree/redis_new_hunk_249.cpp,-285,22,-1,307,,"anetSetError(err, ""bind: %s"", strerror(errno));",7,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/redis/gumtree/redis_old_log_218.cpp,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/redis/gumtree/redis_new_log_218.cpp,"[[], ['anetSetError', 'err', 'bind', '%s', 'strerror', 'errno']]",[11147938603574834887],[],[],[],"[""anetSetError_arg_0_ret"", ""strerror_ret""]",set([]),set([]),79
redis-2.8.24_diff_redis-3.0.0,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/redis/repos/redis-2.8.24/src/config.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/redis/repos/redis-3.0.0/src/config.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/redis/gumtree/redis_patch_hunk_254.cpp,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/redis/gumtree/redis_old_hunk_254.cpp,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/redis/gumtree/redis_new_hunk_254.cpp,-1774,6,-1,1850,,"rewriteConfigYesNoOption(state,""cluster-enabled"",server.cluster_enabled,0);",7,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/redis/gumtree/redis_old_log_219.cpp,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/redis/gumtree/redis_new_log_219.cpp,"[[], ['rewriteConfigYesNoOption', 'state', 'cluster', 'enabled', 'server', 'cluster_enabled', '0']]",[13374318078105805171],[],[],"[""rewriteConfigReadOldFile_ret""]","[""rewriteConfigNumericalOption_arg_0_ret""]",set([]),set([]),517
redis-2.8.24_diff_redis-3.0.0,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/redis/repos/redis-2.8.24/src/config.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/redis/repos/redis-3.0.0/src/config.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/redis/gumtree/redis_patch_hunk_254.cpp,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/redis/gumtree/redis_old_hunk_254.cpp,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/redis/gumtree/redis_new_hunk_254.cpp,-1774,8,-1,1852,,"rewriteConfigYesNoOption(state,""cluster-require-full-coverage"",server.cluster_require_full_coverage,REDIS_CLUSTER_DEFAULT_REQUIRE_FULL_COVERAGE);",7,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/redis/gumtree/redis_old_log_220.cpp,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/redis/gumtree/redis_new_log_220.cpp,"[[], ['rewriteConfigYesNoOption', 'state', 'cluster', 'require', 'full', 'coverage', 'server', 'cluster_require_full_coverage', 'REDIS_CLUSTER_DEFAULT_REQUIRE_FULL_COVERAGE']]",[7202671655430884106],[],[],"[""rewriteConfigReadOldFile_ret""]","[""rewriteConfigStringOption_arg_0_ret""]",set([]),set([]),506
redis-2.8.24_diff_redis-3.0.0,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/redis/repos/redis-2.8.24/src/db.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/redis/repos/redis-3.0.0/src/db.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/redis/gumtree/redis_patch_hunk_255.cpp,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/redis/gumtree/redis_old_hunk_255.cpp,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/redis/gumtree/redis_new_hunk_255.cpp,-300,7,-1,312,,"addReplyError(c,""SELECT is not allowed in cluster mode"");",7,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/redis/gumtree/redis_old_log_221.cpp,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/redis/gumtree/redis_new_log_221.cpp,"[[], ['addReplyError', 'c', 'SELECT', 'is', 'not', 'allowed', 'in', 'cluster', 'mode']]",[3945438595225259388],[],[],"[""getLongFromObjectOrReply_arg_1_ret""]","[""getLongFromObjectOrReply_arg_0_ret""]",set([]),set([]),474
redis-2.8.24_diff_redis-3.0.0,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/redis/repos/redis-2.8.24/src/db.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/redis/repos/redis-3.0.0/src/db.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/redis/gumtree/redis_patch_hunk_256.cpp,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/redis/gumtree/redis_old_hunk_256.cpp,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/redis/gumtree/redis_new_hunk_256.cpp,-697,9,-1,715,,"addReplyError(c,""MOVE is not allowed in cluster mode"");",7,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/redis/gumtree/redis_old_log_222.cpp,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/redis/gumtree/redis_new_log_222.cpp,"[[], ['addReplyError', 'c', 'MOVE', 'is', 'not', 'allowed', 'in', 'cluster', 'mode']]",[-3262998212838025623],[],[],"[""getLongLongFromObject_arg_0""]","[""selectDb_arg_0""]",set([]),set([]),80
