class,old_loc,old_log,new_log,function,function_loc,check,variable,edit,file,function,calls,types
128,-1,,"printw (""%*s"", HeaderPadding[HDR_CRYPTINFO], _(Prompts[HDR_CRYPTINFO]));",/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/mutt/gumtree/mutt_function_208.cpp,69,"[null, null, ""HEADER"", null, null, ""HEADER"", null, null]","[null, null]","[[], [u'printw', u'%*s', u'HeaderPadding[HDR_CRYPTINFO]', u'_', u'Prompts[HDR_CRYPTINFO]']]",/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/mutt/repos/mutt-1.7.2/send.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/mutt/gumtree/mutt_repos_function_87.cpp,"[""NONULL"", ""mutt_make_string"", ""mutt_str_replace""]","[""char"", ""HEADER"", ""void"", ""ENVELOPE"", ""CONTEXT""]"
128,-1,,"printw (""%*s"", HeaderPadding[HDR_CRYPTINFO], _(Prompts[HDR_CRYPTINFO]));",/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/mutt/gumtree/mutt_function_208.cpp,69,"[null, null, ""HEADER"", null, null, ""HEADER"", null, null]","[null, null]","[[], [u'printw', u'%*s', u'HeaderPadding[HDR_CRYPTINFO]', u'_', u'Prompts[HDR_CRYPTINFO]']]",/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/mutt/repos/mutt-1.7.2/send.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/mutt/gumtree/mutt_repos_function_88.cpp,"[""mutt_strlen"", ""safe_strdup"", ""safe_malloc"", ""FREE"", ""sprintf""]","[""HEADER"", ""void"", ""ENVELOPE"", ""CONTEXT""]"
128,-1,,"printw (""%*s"", HeaderPadding[HDR_CRYPTINFO], _(Prompts[HDR_CRYPTINFO]));",/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/mutt/gumtree/mutt_function_208.cpp,69,"[null, null, ""HEADER"", null, null, ""HEADER"", null, null]","[null, null]","[[], [u'printw', u'%*s', u'HeaderPadding[HDR_CRYPTINFO]', u'_', u'Prompts[HDR_CRYPTINFO]']]",/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/mutt/repos/mutt-1.7.2/send.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/mutt/gumtree/mutt_repos_function_90.cpp,"[""mutt_free_list"", ""mutt_add_to_reference_headers""]","[""int"", ""ENVELOPE"", ""void"", ""LIST"", ""HEADER"", ""CONTEXT""]"
128,-1,,"printw (""%*s"", HeaderPadding[HDR_CRYPTINFO], _(Prompts[HDR_CRYPTINFO]));",/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/mutt/gumtree/mutt_function_208.cpp,69,"[null, null, ""HEADER"", null, null, ""HEADER"", null, null]","[null, null]","[[], [u'printw', u'%*s', u'HeaderPadding[HDR_CRYPTINFO]', u'_', u'Prompts[HDR_CRYPTINFO]']]",/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/mutt/repos/mutt-1.7.2/send.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/mutt/gumtree/mutt_repos_function_91.cpp,"[""mutt_make_forward_subject"", ""mutt_fetch_recips"", ""mutt_make_misc_reply_headers"", ""mutt_make_reference_headers""]","[""int"", ""HEADER"", ""mutt_error"", ""ENVELOPE"", ""CONTEXT""]"
128,-1,,"printw (""%*s"", HeaderPadding[HDR_CRYPTINFO], _(Prompts[HDR_CRYPTINFO]));",/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/mutt/gumtree/mutt_function_208.cpp,69,"[null, null, ""HEADER"", null, null, ""HEADER"", null, null]","[null, null]","[[], [u'printw', u'%*s', u'HeaderPadding[HDR_CRYPTINFO]', u'_', u'Prompts[HDR_CRYPTINFO]']]",/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/mutt/repos/mutt-1.7.2/send.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/mutt/gumtree/mutt_repos_function_92.cpp,"[""fputc"", ""crypt_pgp_make_key_attachment"", ""mutt_make_message_attach"", ""mutt_clear_error"", ""include_reply"", ""include_forward"", ""_"", ""query_quadoption""]","[""BODY"", ""FILE"", ""int"", ""mutt_message"", ""mutt_error"", ""HEADER"", ""CONTEXT""]"
128,-1,,"printw (""%*s"", HeaderPadding[HDR_CRYPTINFO], _(Prompts[HDR_CRYPTINFO]));",/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/mutt/gumtree/mutt_function_208.cpp,69,"[null, null, ""HEADER"", null, null, ""HEADER"", null, null]","[null, null]","[[], [u'printw', u'%*s', u'HeaderPadding[HDR_CRYPTINFO]', u'_', u'Prompts[HDR_CRYPTINFO]']]",/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/mutt/repos/mutt-1.7.2/send.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/mutt/gumtree/mutt_repos_function_96.cpp,"[""mutt_smtp_send"", ""fputc"", ""safe_fopen"", ""mutt_mktemp"", ""option"", ""safe_fclose"", ""unset_option"", ""fclose"", ""mutt_invoke_sendmail"", ""mutt_write_rfc822_header"", ""mutt_perror"", ""mix_send_message"", ""unlink"", ""mutt_write_mime_body"", ""set_option""]","[""int"", ""HEADER"", ""char"", ""short"", ""FILE""]"
128,-1,,"printw (""%*s"", HeaderPadding[HDR_CRYPTINFO], _(Prompts[HDR_CRYPTINFO]));",/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/mutt/gumtree/mutt_function_208.cpp,69,"[null, null, ""HEADER"", null, null, ""HEADER"", null, null]","[null, null]","[[], [u'printw', u'%*s', u'HeaderPadding[HDR_CRYPTINFO]', u'_', u'Prompts[HDR_CRYPTINFO]']]",/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/mutt/repos/mutt-1.7.2/send.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/mutt/gumtree/mutt_repos_function_100.cpp,"[""ci_send_message"", ""crypt_opportunistic_encrypt"", ""mutt_new_header"", ""option"", ""mutt_prepare_template""]","[""int"", ""HEADER"", ""CONTEXT"", ""FILE""]"
128,-1,,"printw (""%*s"", HeaderPadding[HDR_CRYPTINFO], _(Prompts[HDR_CRYPTINFO]));",/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/mutt/gumtree/mutt_function_208.cpp,69,"[null, null, ""HEADER"", null, null, ""HEADER"", null, null]","[null, null]","[[], [u'printw', u'%*s', u'HeaderPadding[HDR_CRYPTINFO]', u'_', u'Prompts[HDR_CRYPTINFO]']]",/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/mutt/repos/mutt-1.7.2/send.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/mutt/gumtree/mutt_repos_function_101.cpp,"[""mutt_find_list""]","[""int"", ""HEADER""]"
128,-1,,"printw (""%*s"", HeaderPadding[HDR_CRYPTINFO], _(Prompts[HDR_CRYPTINFO]));",/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/mutt/gumtree/mutt_function_208.cpp,69,"[null, null, ""HEADER"", null, null, ""HEADER"", null, null]","[null, null]","[[], [u'printw', u'%*s', u'HeaderPadding[HDR_CRYPTINFO]', u'_', u'Prompts[HDR_CRYPTINFO]']]",/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/mutt/repos/mutt-1.7.2/send.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/mutt/gumtree/mutt_repos_function_103.cpp,"[""NONULL"", ""mutt_message_hook"", ""mutt_error"", ""mutt_edit_file"", ""process_user_recips"", ""rfc3676_space_stuff"", ""mutt_make_multipart"", ""mutt_env_to_local"", ""quadoption"", ""safe_strdup"", ""dprint"", ""mutt_env_to_intl"", ""fix_end_of_file"", ""send_message"", ""mutt_update_encoding"", ""mutt_unprepare_envelope"", ""mutt_protect"", ""mutt_new_header"", ""mutt_copy_stream"", ""mutt_set_parameter"", ""safe_fopen"", ""ascii_strcasecmp"", ""mutt_mktemp"", ""mutt_set_flag"", ""envelope_defaults"", ""generate_body"", ""crypt_get_keys"", ""mutt_encode_descriptions"", ""mutt_strcmp"", ""query_quadoption"", ""time"", ""mutt_update_num_postponed"", ""mutt_compose_menu"", ""append_signature"", ""rfc822_free_address"", ""mx_is_imap"", ""stat"", ""mutt_pretty_mailbox"", ""option"", ""safe_fclose"", ""has_recips"", ""mutt_message"", ""crypt_opportunistic_encrypt"", ""url_parse_mailto"", ""FREE"", ""mutt_prepare_envelope"", ""mutt_expand_path"", ""mutt_free_header"", ""edit_envelope"", ""mutt_num_postponed"", ""mutt_expand_aliases_env"", ""mutt_write_fcc"", ""mutt_default_from"", ""mutt_fix_reply_recipients"", ""mutt_perror"", ""mutt_builtin_editor"", ""_"", ""mutt_new_envelope"", ""mutt_get_postponed"", ""mutt_new_body"", ""mutt_decrease_mtime"", ""mutt_remove_multipart"", ""decode_descriptions"", ""mutt_get_parameter"", ""mutt_edit_attachment"", ""mutt_parse_content_type"", ""is_reply"", ""set_reverse_name"", ""mutt_free_body"", ""process_user_header"", ""mutt_select_fcc"", ""mutt_needs_mailcap"", ""mutt_edit_headers""]","[""BODY"", ""time_t"", ""CONTEXT"", ""puts"", ""int"", ""mutt_message"", ""mutt_error"", ""char"", ""HEADER"", ""FILE"", "" struct stat""]"
128,-1,,"printw (""%*s"", HeaderPadding[HDR_CRYPTINFO], _(Prompts[HDR_CRYPTINFO]));",/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/mutt/gumtree/mutt_function_208.cpp,69,"[null, null, ""HEADER"", null, null, ""HEADER"", null, null]","[null, null]","[[], [u'printw', u'%*s', u'HeaderPadding[HDR_CRYPTINFO]', u'_', u'Prompts[HDR_CRYPTINFO]']]",/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/mutt/repos/mutt-1.7.2/sort.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/mutt/gumtree/mutt_repos_function_113.cpp,"[""SORTCODE"", ""AUXSORT""]","[""int"", ""HEADER"", ""void""]"
