class,class_size,check,variable
461,1,"[""rfc1035AnswersUnpack_arg_ret"", ""int"", null, null]","[""inet_ntop_ret"", ""rfc1035AnswersUnpack_arg_ret"", ""int"", null]"
462,1,"[""rfc1035AnswersUnpack_arg_ret"", ""int"", null, null]","[""rfc1035AnswersUnpack_arg_ret"", ""int"", null, null]"
463,1,"[""rfc1035AnswersUnpack_arg_ret"", ""int"", null, null]","[null, null, ""rfc1035AnswersUnpack_arg_ret"", ""int"", null]"
464,1,"[""handledEarlyAdaptationAbort_ret""]",[]
842,3,"["" entry isEmpty_ret""]",[]
465,1,"[""master_ret"", null]",[]
466,1,"["" fwd request header has_ret""]",[]
467,1,"[""strcmp_arg""]",[]
468,1,"[""xmalloc_ret""]","[""xstrerr_ret""]"
469,1,"[""epoll_create_ret""]","[""xstrerr_ret""]"
470,1,"["" newConnDetails isOpen_ret""]",[]
471,1,"[""open_ret""]","[""xstrerr_ret""]"
472,1,"[""kqueue_ret""]",[]
473,1,"[null, "" Auth UserRequest tryToAuthenticateAndSetAuthUser_arg""]",[]
474,1,"["" Auth UserRequest tryToAuthenticateAndSetAuthUser_ret"", null, null]",[]
475,1,"["" keyExtrasLine size_ret""]","["" scheme type_ret"", "" keyExtrasLine termedBuf_ret"", ""StoreEntry"", ""char""]"
844,2,"[""user_ret"", ""credentials_ret"", null, null]",[]
476,1,"["" reply notes findFirst_ret"", null, "" reply notes findFirst_ret"", null]","["" reply other_ret"", ""content_ret""]"
845,2,"["" Auth UserRequest Pointer"", ""assert_arg""]","[""HttpReply"", null, ""debugs_arg""]"
477,1,"[""assert_arg_ret"", null]","[""HttpReply"", null, ""debugs_arg"", ""assert_arg_ret"", null]"
478,1,"[""assert_arg_ret"", null]","[""HttpReply"", null, ""debugs_arg""]"
479,1,"["" negotiate_request user_ret"", ""credentials_ret"", null, null]","[""HttpReply"", null, ""debugs_arg""]"
480,1,"["" negotiate_request user_ret"", ""credentials_ret"", null, null]","[""HttpReply"", null, "" Http HdrType"", ""assert_arg_ret"", null]"
481,1,"["" negotiate_request user_ret"", ""credentials_ret""]",[]
846,2,"[""base64_decode_update_ret"", ""strlen_ret"", ""base64_decode_final_ret""]","[null, ""reinterpret_cast_arg_ret""]"
847,2,"[""int""]","[null, ""strlen_arg""]"
848,2,"[""memchr_ret""]","[null, ""strlen_arg""]"
482,1,"[""token_decode_arg_ret"", ""FormatMessage_arg""]",[null]
849,2,[null],"[""token_decode_arg_ret"", ""SEND3_arg""]"
850,2,[null],"[""token_decode_arg_ret""]"
483,1,"[""token_decode_arg_ret"", null]",[null]
851,2,"[""memcmp_ret""]","[null, null]"
484,1,"[""LoadSecurityDll_ret"", ""setbuf_arg""]","[""setbuf_arg"", null]"
485,1,"[""krb5_get_error_message_arg"", ""krb5_get_error_message_arg"", null]","[""LogTime_ret"", null, null, ""debug_arg_ret"", ""debug_arg_ret""]"
486,1,"[""gethostname_ret""]","[""LogTime_ret"", null, ""debug_arg"", ""getaddrinfo_arg""]"
487,1,"[""getaddrinfo_ret"", ""getaddrinfo_arg_ret"", ""getnameinfo_arg""]","[""LogTime_ret"", ""gai_strerror_ret"", null, ""debug_arg""]"
488,1,"[""getnameinfo_ret""]","[""LogTime_ret"", ""gai_strerror_ret"", null, null]"
489,1,"[""int""]","[null, ""debug_arg_ret"", null]"
490,1,"[""int""]","[""LogTime_ret"", null, null]"
491,1,"[""xcalloc_ret""]","[""LogTime_ret"", ""strerror_ret"", null, ""debug_arg""]"
492,1,"[""xmalloc_ret""]","[""LogTime_ret"", ""strerror_ret"", null, ""debug_arg""]"
493,1,"[""xmalloc_ret"", null]","[""LogTime_ret"", ""strerror_ret"", null, null]"
936,4,"[""xstrdup_arg""]",[null]
494,1,"[null, ""strerror_arg""]","[null, ""strchr_arg_ret""]"
495,1,"[null, ""strerror_arg""]","[""strerror_ret"", null, ""strchr_arg_ret""]"
496,1,"[""S_ISREG_ret""]","[null, ""strchr_arg_ret""]"
497,1,"[""access_ret""]","[null, ""strchr_arg_ret""]"
498,1,"[null, ""strerror_arg""]","[null, ""stat_arg_ret""]"
499,1,"[null, ""strerror_arg""]","[""strerror_ret"", null, ""stat_arg_ret""]"
500,1,"[""S_ISDIR_ret""]","[null, ""stat_arg_ret""]"
501,1,"[""access_ret""]","[null, ""access_arg_ret""]"
502,1,"[""gethost_name_ret""]","[""LogTime_ret"", null, ""debug_arg""]"
503,1,"[""gethost_name_ret""]",[null]
852,2,"[""ferror_ret""]",[null]
504,1,"[""fgets_ret"", ""gss_delete_sec_context_arg""]",[null]
853,2,"[""strlen_arg""]",[null]
854,2,"[""strncmp_ret"", ""strncmp_ret""]",[null]
505,1,"[""base64_decode_update_ret"", ""base64_decode_final_ret""]",[null]
506,1,"[""memcmp_ret"", ""gss_release_buffer_arg_ret"", ""long"", ""memcmp_arg""]","[null, null, null, ""debug_arg"", ""gss_release_buffer_arg_ret"", null, null]"
855,2,"[""xmalloc_ret"", ""gss_display_name_arg""]",[null]
507,1,"[""gss_accept_sec_context_ret"", null]","[null, ""reinterpret_cast_arg_ret""]"
508,1,"[""gss_accept_sec_context_arg_ret"", ""long""]","[null, ""reinterpret_cast_arg_ret"", ""rfc1738_escape_ret"", ""debug_arg_ret"", ""debug_arg_ret""]"
509,1,"[""gss_accept_sec_context_arg_ret"", ""long""]","[null, ""reinterpret_cast_arg_ret"", ""rfc1738_escape_ret""]"
510,1,"[""check_gss_err_arg""]","[""LogTime_ret"", null, ""debug_arg"", ""debug_arg_ret""]"
511,1,"[""gss_map_name_to_any_ret"", null]","[null, ""debug_arg_ret""]"
512,1,"[""xmalloc_ret"", null]",[null]
513,1,"[""gss_accept_sec_context_arg_ret"", ""long""]","[null, ""rfc1738_escape_ret"", ""debug_arg_ret"", ""debug_arg_ret""]"
514,1,"[""gss_accept_sec_context_arg_ret"", ""long""]","[null, ""rfc1738_escape_ret""]"
515,1,"[""int""]","[""LogTime_ret"", null, null, ""debug_arg_ret""]"
856,3,"[""fgets_ret"", null]",[null]
516,1,[null],"[""LogTime_ret"", ""ferror_ret"", ""strerror_ret"", ""ferror_ret"", null, null]"
517,1,[null],"[""LogTime_ret"", null, null, ""strlen_arg"", ""xmalloc_arg""]"
938,5,[null],"[""LogTime_ret"", null, null]"
518,1,"[""memchr_ret""]",[null]
519,1,[null],"[""LogTime_ret"", null, null, ""strncmp_arg""]"
858,2,[null],"[""LogTime_ret"", null, null, ""strlen_arg""]"
520,1,[null],"[""LogTime_ret"", null, null, ""reinterpret_cast_arg"", null, ""BASE64_DECODE_LENGTH_ret""]"
521,1,"[""xmalloc_ret"", ""xmalloc_ret"", ""reinterpret_cast_arg""]","[""LogTime_ret"", null, null]"
862,3,[null],"[""LogTime_ret"", null, null, null]"
522,1,"[""base64_decode_update_ret"", ""strlen_ret"", ""base64_decode_final_ret""]",[null]
523,1,[null],"[""LogTime_ret"", null, null, null, null, null, ""memcmp_arg_ret"", null]"
859,2,"[""memcmp_ret"", null, ""BASE64_DECODE_LENGTH_ret"", ""memcmp_arg""]","[""FILE"", null]"
860,2,"[""ferror_ret""]","[""ferror_ret"", ""strerror_ret"", ""ferror_ret"", null]"
861,2,"[""fgets_ret"", null]","[""LogTime_ret"", null, null]"
524,1,"[""fgets_ret"", null]","[null, null]"
863,2,"[""xmalloc_ret"", ""xmalloc_ret"", ""sizeof_arg"", ""setbuf_arg""]","[""LogTime_ret"", null, null]"
864,2,[null],"[null, ""memcpy_arg_ret"", ""int""]"
939,4,"[""pipe_ret""]","[""LogTime_ret"", null, null]"
865,2,"[""vfork_ret"", ""vfork_ret""]","[""LogTime_ret"", null, null]"
866,2,"[""vfork_ret""]","[""LogTime_ret"", ""strerror_ret"", null, null, ""execv_arg_ret""]"
525,1,"[""fdopen_ret"", ""fdopen_ret"", ""fdopen_ret"", ""fdopen_ret""]","[""LogTime_ret"", null, null]"
526,1,[null],"[""SQUIDSBUFPRINT_ret"", ""HttpReply"", null, "" Http HdrType"", null]"
867,2,"[""LoadSecurityDll_ret"", ""setbuf_arg""]","[""setbuf_arg""]"
527,1,[null],"[""getpid_ret"", ""vfprintf_arg""]"
528,1,"[""sscanf_ret""]",[]
529,1,"[""rfc1738_unescape_arg"", ""rfc1738_unescape_arg""]",[]
868,2,"[""validate_user_ret""]",[]
530,1,"[""strtok_ret"", ""strtok_ret"", ""strtok_arg""]",[]
531,1,"[""strtok_ret"", ""strtok_ret"", null]",[]
532,1,"[""get_nis_password_ret""]",[]
869,3,"[""crypt_ret"", ""strcmp_ret"", ""crypt_ret""]",[]
533,1,"[""ldap_initialize_ret"", null]","[null, ""ldap_initialize_arg_ret""]"
534,1,"[""ldapssl_init_ret"", ""ldapssl_init_ret"", ""ldap_start_tls_s_arg""]","[null, ""ldapssl_init_arg_ret"", ""ldap_init_arg""]"
535,1,"[""ldap_init_ret"", ""ldap_init_ret"", ""ldap_start_tls_s_arg""]","[null, ""ldap_init_arg_ret"", ""int""]"
879,3,"[""ldap_set_option_ret"", null]","[null, ""ldap_set_option_arg_ret""]"
870,2,"[""ldap_start_tls_s_ret"", null]",[null]
536,1,"[""strtok_ret""]",[]
537,1,"[""strtok_ret"", ""strtok_ret""]","[""strtok_ret""]"
538,1,"[""validUsername_ret""]","[""validUsername_arg_ret"", ""rfc1738_unescape_arg_ret""]"
539,1,"[""checkLDAP_ret""]","[""ldap_err2string_ret"", ""squid_ldap_errno_ret""]"
540,1,"[""checkLDAP_ret""]",[]
881,3,"[""ldap_simple_bind_s_ret"", null]","[""ldap_err2string_ret"", null, null]"
942,5,"[null, ""ldap_search_s_ret"", null]","[""ldap_err2string_ret"", null, null]"
878,3,"[null, ""ldap_search_s_ret"", null, ""ldap_search_s_ret"", null]","[""ldapssl_err2string_ret"", null, null, ""PORT_GetError_ret""]"
541,1,"[""ldap_get_dn_ret""]","[null, null, ""ldap_escape_value_arg_ret""]"
542,1,"[""calloc_ret""]","[null, null]"
543,1,"[""sasl_server_init_ret"", null]","[""sasl_errstring_ret"", null, ""sasl_server_init_ret""]"
544,1,"[""sasl_server_new_ret"", null]","[""sasl_errstring_ret"", null, ""sasl_server_new_ret""]"
545,1,"[""xstrerr_arg"", null, ""xstrerr_arg"", null]","[""xstrerr_ret"", null]"
546,1,"[""xstrerr_arg"", null, ""xstrerr_arg"", null]","[null, null]"
547,1,"[""rad_auth_config_ret""]","[null, ""getopt_arg_ret"", ""rad_auth_config_arg_ret""]"
548,1,"[""get_ipaddr_arg""]","[null, ""getopt_arg_ret""]"
549,1,[null],"[null, ""getopt_arg_ret""]"
550,1,"[""get_ipaddr_ret"", ""get_ipaddr_ret""]","[null, ""getopt_arg_ret"", null]"
551,1,"[""fcntl_ret"", ""fcntl_ret""]","[""xstrerr_ret"", null, ""getopt_arg_ret""]"
552,1,"[""fopen_ret""]","[""xstrerr_ret"", null, ""fopen_arg_ret""]"
553,1,"[""strtok_ret"", ""strtok_arg""]","[null, ""fopen_arg_ret"", ""unsigned int""]"
554,1,"[""stat_ret""]","[null, ""char""]"
555,1,"[""int"", null]","[null, ""FILE""]"
556,1,"[""int""]","[null, ""FILE""]"
557,1,"["" ntlm_request user_ret"", ""credentials_ret"", null, null, null, null, null, null]","[""HttpReply"", null, ""debugs_arg""]"
558,1,"["" ntlm_request user_ret"", ""credentials_ret"", null, null]","[""HttpReply"", null, "" Http HdrType"", ""assert_arg_ret"", null]"
559,1,"["" ntlm_request user_ret"", ""credentials_ret""]",[]
560,1,"[""ntlm_validate_packet_arg_ret"", null, null, null, null]","[null, null, null]"
561,1,[null],"[""SEND3_arg"", ""base64_encode_update_ret"", ""base64_encode_final_arg_ret""]"
871,2,"[""memcmp_ret""]","[null, ""memcpy_arg_ret"", ""debug_arg_ret""]"
562,1,"[""strchr_ret"", ""strchr_ret"", null, ""strchr_ret"", null, ""strchr_ret""]","[null, ""strchr_arg_ret""]"
563,1,"[""strchr_ret"", ""strchr_ret"", null, null]","[null, ""free_arg_ret""]"
564,1,"[""xmalloc_ret""]",[null]
565,1,"[""fgets_ret"", null]","[""strerror_ret"", null, ""strerror_arg""]"
566,1,[null],"[""getpid_ret"", null, null]"
567,1,"[""RFCNB_Get_Last_Error_ret""]","[""abs_ret"", null, ""RFCNB_Get_Last_Error_ret"", null]"
568,1,"["" Auth Config Find_ret"", ""authDigestNonceLastRequest_ret"", null, null, null, null]","[""authenticateDigestNonceNonceb64_ret"", ""HttpReply"", null, "" Http HdrType""]"
872,2,"[""ldap_search_s_ret"", null]","[""ldap_err2string_ret"", null, null]"
873,2,"[""GetProcAddress_ret"", ""GetProcAddress_ret"", null, ""ldapssl_client_init_arg""]","[null, null]"
874,2,"[""ldap_initialize_ret"", null]","[null, ""ldapssl_init_arg""]"
875,2,"[""ldapssl_init_ret"", ""ldapssl_init_ret"", ""ldap_start_tls_s_arg""]","[null, ""ldap_init_arg"", ""ldap_init_arg""]"
876,2,"[""ldap_init_ret"", ""ldap_init_ret"", ""ldap_start_tls_s_arg""]","[null, null, null]"
569,1,"[""ldap_start_tls_s_ret"", ""ldap_set_option_arg_ret"", null, null]",[null]
877,2,"[null, null, null, null, null, null, null, null]","[null, null]"
969,24,"[null, null, null, null, null, null, null, null]",[null]
943,6,"[""GetHHA1_arg_ret"", null]","[""GetHHA1_arg_ret"", null]"
883,3,"[""ParseBuffer_arg_ret"", null]","[""ParseBuffer_arg_ret"", null]"
962,10,"[null, null, null, null]","[null, null]"
970,24,"[null, null, null, null]",[null]
570,1,"[""strtok_arg"", ""hash_create_ret""]",[null]
571,1,"[""fopen_ret""]","[""xstrerr_ret"", null]"
572,1,"[""strtok_ret""]","[null, ""unsigned int"", ""fopen_arg_ret""]"
573,1,"[""strlen_ret"", ""strlen_arg_ret""]","[null, ""strlen_arg_ret""]"
884,2,"[""stat_arg""]",[null]
574,1,"[""stat_ret""]","[null, null]"
887,3,"[null, null, null]","[""Logfile"", "" Format QuoteMimeBlob_ret"", "" Format QuoteMimeBlob_ret""]"
575,1,"[""Logfile"", null, null]","[""Logfile"", ""xstrdup_arg_ret""]"
576,1,"[""Logfile"", null, null]",[]
577,1,"[""Logfile"", null, null]","[""xstrerr_ret"", ""Logfile"", ""xstrdup_arg_ret""]"
578,1,"[null, ""xstrerr_arg"", ""int""]","[""xstrdup_arg_ret""]"
579,1,"[null, ""xstrerr_arg"", ""int""]","[""xstrdup_arg_ret"", null, null]"
885,2,"[""FD_WRITE_METHOD_ret""]",[]
580,1,"[""xcalloc_ret"", null]",[]
581,1,"[""commSetNonBlocking_ret""]","[""logfileHandleWrite_arg_ret"", null]"
582,1,"["" Log Format SquidCustom_arg"", null]","["" Log Format SquidCustom_arg_ret"", null]"
583,1,"[""comm_open_ret""]",[]
584,1,"[""strlen_ret""]",[]
585,1,"[""int""]","[""strncmp_arg_ret""]"
586,1,"[null, ""l_stdio_t"", null, ""logfileFlush_arg_ret"", null, null]","[""xstrerr_ret"", ""logfileFlush_arg_ret"", null]"
886,2,"[null, ""xstrerr_arg"", ""int""]","[""file_open_arg_ret""]"
587,1,"[null, ""xstrerr_arg"", ""int""]","[""file_open_arg_ret"", null, null]"
588,1,"[""StillLogging_arg_ret"", null, null]","[""StillLogging_arg_ret"", ""xstrdup_arg_ret""]"
888,2,"[""remove_ret""]","[""xstrerr_ret"", null, ""rename_arg""]"
589,1,"[""rename_ret"", null, null]","[""xstrerr_ret"", null, null, ""snprintf_arg""]"
590,1,"[""rename_ret"", null, null]","[""xstrerr_ret"", null, ""rename_arg_ret"", null]"
591,1,"[""atoi_arg""]","[""fopen_ret"", ""atoi_arg""]"
592,1,"[""ferror_ret"", null, ""ferror_ret"", null]","[""xstrerr_ret"", null, null]"
593,1,"[""ferror_ret"", null, ""ferror_ret"", null]","[""fopen_ret"", ""atoi_arg""]"
594,1,"[""atoi_arg""]","[""fflush_arg_ret"", null]"
889,2,"[""pthread_mutex_init_ret""]",[]
890,2,"[""pthread_cond_init_ret""]",[]
595,1,"[""pthread_create_ret""]",[null]
596,1,"[""DuplicateHandle_ret"", ""GetCurrentProcess_ret"", ""GetCurrentThread_ret"", ""GetCurrentProcess_ret""]",[]
891,2,"[""CreateMutex_ret"", null, null, ""CreateEvent_arg""]",[]
597,1,"[""CreateEvent_ret"", null, null, ""CreateMutex_arg""]",[]
598,1,"[""CreateEvent_ret"", null, null, ""CreateThread_arg""]",[]
599,1,"[""CreateThread_ret"", "" squidaio_thread_pool alloc_ret"", null, null]",[null]
600,1,"[""WaitForSingleObject_ret"", null]",[]
601,1,"[""DuplicateHandle_ret"", ""GetCurrentProcess_ret"", ""GetCurrentProcess_ret""]",[]
892,2,"[""ReleaseMutex_ret""]",[]
893,2,"[""SetEvent_ret""]",[]
602,1,"[""open_ret""]","[null, null, null, ""open_arg_ret""]"
603,1,"[""open_ret""]","[null, null, null, ""hash_join_arg_ret"", null, ""hash_join_arg_ret"", ""open_ret"", ""hash_join_arg_ret""]"
895,3,"[null, ""hash_lookup_ret""]","[null, null, null, ""diomsg"", null]"
604,1,"[null, ""hash_lookup_ret""]","[null, null, null, ""diomsg"", null, ""hash_remove_link_arg_ret"", ""close_arg"", ""hash_remove_link_arg_ret""]"
605,1,"[""diomsg"", null, ""diomsg"", null, ""hash_lookup_ret"", null]","[null, null, null, ""diomsg"", null]"
894,2,"[""lseek_ret""]","[null, null, null, null, ""hash_lookup_ret"", null, null, ""diomsg"", null]"
606,1,"[""lseek_ret""]","[null, null, null, null, ""hash_lookup_ret"", null, ""int"", null, ""diomsg"", null, ""read_ret""]"
607,1,"[""read_ret""]","[null, null, null, ""hash_lookup_ret"", null]"
608,1,"[""lseek_ret""]","[null, null, null, null, ""hash_lookup_ret"", null, ""write_arg"", null, ""diomsg"", null]"
609,1,"[""write_ret""]","[null, null, null, ""hash_lookup_ret"", null]"
610,1,"[""unlink_ret""]","[null, null, null, ""diomsg"", null, ""unlink_arg_ret""]"
611,1,"[""unlink_ret""]","[null, null, null, ""unlink_arg_ret""]"
612,1,"[""do_open_arg"", null, null]","[null, null, null, ""diomsg"", null]"
896,2,"[""msgget_ret""]",[]
613,1,"[""ipcCreate_ret""]","[null, null, null]"
614,1,"[""shmget_ret""]",[]
615,1,"[""shmat_ret"", null]",[]
897,2,"["" strategy findSlot_ret""]",[]
616,1,"[""aio_read_ret""]","[""xstrerr_arg""]"
617,1,"[""aio_write_ret""]","[""xstrerr_arg""]"
618,1,"["" elements size_ret""]",[]
619,1,"["" input getRaw_ret""]",[]
620,1,"[""process_ret"", null, ""size_t"", null, null, null, null]",[]
621,1,"["" srccontent getRaw_ret""]",[]
622,1,"["" ESIStreamContext Pointer"", null]",[]
623,1,"[null, null]","[""char""]"
624,1,"[""char""]","[""StoreEntry"", ""char"", ""Format"", null]"
625,1,"[""Token"", null, null]","[""StoreEntry"", ""Token"", null, null]"
898,2,"[""Token"", null]","[""StoreEntry"", ""Token"", null]"
626,1,"[""char""]","[""StoreEntry"", ""char""]"
627,1,"[""Token"", null, null]","[""StoreEntry"", ""Token"", null]"
628,1,"[null, null]","[""StoreEntry"", null, null, ""int""]"
629,1,"[null, null]","[""StoreEntry"", null, null, ""int"", null, ""double""]"
630,1,"[""aggregate_ret""]",[]
631,1,"[""ftruncate_arg""]","["" theName termedBuf_ret"", ""xstrerr_ret""]"
632,1,"[""ftruncate_ret""]","["" theName termedBuf_ret"", ""xstrerr_ret""]"
633,1,"[""shm_open_ret""]","["" theName termedBuf_ret"", ""xstrerr_ret""]"
634,1,"[""mmap_ret"", null]","["" theName termedBuf_ret"", ""xstrerr_ret""]"
635,1,"[""munmap_ret""]","["" theName termedBuf_ret"", ""xstrerr_ret""]"
636,1,"[""mlock_ret""]","["" theName termedBuf_ret"", ""xstrerr_ret"", null, null, ""debugs_arg""]"
637,1,"[""fstat_ret""]","["" theName termedBuf_ret"", ""xstrerr_ret"", ""debugs_arg_ret""]"
638,1,"["" Segments insert_ret""]","["" theName termedBuf_ret""]"
639,1,"["" Segments end_ret"", "" Segments find_ret""]","["" theName termedBuf_ret""]"
640,1,"[""Enabled_ret""]","[""debugs_arg_ret""]"
899,2,"[""UsingSmp_ret""]","[""Must_arg_ret"", null]"
641,1,"[""atomic_ret"", ""UsingSmp_ret""]","[""handler_arg_ret"", null]"
642,1,"[""UsingSmp_ret""]","[""DumpMallocStatistics_arg_ret"", null]"
643,1,"[""prepareSocket_ret"", ""initialize_ret""]",[]
644,1,"["" certs empty_ret"", "" certs back_ret"", "" certFile isEmpty_ret""]",[]
900,2,"["" flags tlsDefaultCa configured_ret"", null, null]","[""strncmp_arg_ret""]"
645,1,"[""SSL_CTX_new_ret""]","["" Security ErrorString_ret""]"
646,1,"[""gnutls_certificate_allocate_credentials_ret"", null, ""gnutls_certificate_allocate_credentials_ret""]","["" Security ErrorString_ret""]"
647,1,"["" tok skipAll_ret"", "" tok atEnd_ret""]","[""SQUIDSBUFPRINT_ret"", "" tok remaining_ret"", null]"
648,1,"[""gnutls_priority_init_ret"", null]","[""gnutls_priority_init_arg_ret""]"
649,1,"[""long""]","[""SQUIDSBUFPRINT_ret"", "" tok remaining_ret"", null]"
650,1,"["" flags tlsDefaultCa configured_ret"", null, null]",[]
651,1,"[""LruNode""]","[""double_ret"", ""double_ret"", ""StoreEntry""]"
652,1,"[null, ""strchr_arg_ret""]","[null, null, ""strchr_ret""]"
653,1,[null],"[null, null, ""strchr_ret""]"
654,1,"[""squid_rn_insert_arg_ret""]",[null]
655,1,"[""squid_MKGet_arg_ret""]",[null]
656,1,"[""squid_rn_insert_ret"", null, null]",[null]
657,1,"[""squid_MKFree_arg"", null, ""squid_rn_search_ret"", ""squid_MKFree_arg"", null]",[null]
658,1,"[""squid_MKFree_arg"", null, ""squid_rn_search_ret"", null]",[null]
659,1,"[""squid_MKFree_arg_ret""]",[null]
660,1,"["" struct squid_radix_node""]",[null]
661,1,"[""squid_MKFree_arg_ret""]","[null, null, ""squid_MKFree_arg_ret"", null, ""squid_rn_addmask_ret""]"
662,1,"[""squid_R_Malloc_arg""]",[null]
663,1,"[""memset_arg"", null]",[null]
664,1,"[""squid_rn_inithead_ret""]",[null]
901,3,"[""hash_create_ret"", ""hash_create_ret""]",[]
665,1,"[""hash_create_ret"", ""hash_create_ret""]","[""hash_create_ret""]"
666,1,"[""hash_create_ret"", ""hash_create_ret""]","[""xstrdup_arg"", ""xstrdup_arg"", ""hash_create_ret""]"
667,1,"[""hash_create_ret"", ""hash_create_ret""]","[""int"", ""hash_next_ret"", null, ""hash_next_ret"", null]"
668,1,"[""hash_delete_arg""]","[""hash_delete_arg"", ""hash_next_arg_ret""]"
945,4,"[""hash_delete_ret""]",[]
669,1,"[""hash_delete_ret""]","[""int"", ""hash_next_ret"", null, ""hash_next_ret"", null]"
670,1,"[""PAUTH_SEQ"", null]","[null, ""_AcquireCredentialsHandle_ret""]"
671,1,"[""_AcquireCredentialsHandle_ret""]","[null, ""_AcquireCredentialsHandle_ret""]"
672,1,"[""_AcquireCredentialsHandle_ret""]","[null, ""_AcceptSecurityContext_ret""]"
673,1,"[""_AcceptSecurityContext_ret""]","[null, ""_AcceptSecurityContext_ret""]"
674,1,"[""_AcceptSecurityContext_ret"", null, ""_AcceptSecurityContext_ret"", null]","[null, ""_CompleteAuthToken_ret""]"
675,1,"[""_CompleteAuthToken_ret""]","[null, ""_CompleteAuthToken_ret""]"
676,1,"[""strncpy_arg"", null, ""_CompleteAuthToken_ret"", null, ""_CompleteAuthToken_ret"", null]","[null, ""_QueryContextAttributes_ret""]"
677,1,"[""_QueryContextAttributes_ret""]","[null, ""_QueryContextAttributes_ret""]"
678,1,"[""memcmp_ret""]",[null]
679,1,"[""le16toh_ret"", ""le16toh_ret""]","[null, ""le16toh_ret""]"
680,1,"[""xisprint_ret"", ""xisprint_arg_ret""]","[null, ""xisprint_arg_ret""]"
681,1,"[""ntlm_validate_packet_ret""]",[null]
682,1,"[""memcpy_arg_ret"", null, null]","[""memcpy_arg_ret"", null]"
683,1,"[""memcpy_arg_ret"", null, null, null, ""memcpy_arg_ret"", null]","[""memcpy_arg_ret"", null]"
902,2,"[""memcpy_arg_ret"", null, null, null, ""memcpy_arg_ret"", null]","[null, null, ""xfree_arg_ret""]"
684,1,"[""memcpy_arg_ret"", null, null, null, ""memcpy_arg_ret"", null]","[null, null, ""xfree_arg_ret"", null]"
685,1,"[null, ""snmp_var_new_ret"", null, null]","[""snmp_var_new_ret"", null, null, ""asn_parse_int_arg_ret""]"
686,1,"[null, ""snmp_var_new_ret"", null, null, null, null]","[""snmp_var_new_ret"", null, null, ""asn_parse_unsigned_int_arg_ret""]"
687,1,"[null, ""snmp_var_new_ret"", null, null, null, null]","[""snmp_var_new_ret"", null, null, ""snmp_var_new_ret"", null, ""asn_parse_string_arg_ret""]"
688,1,"[null, ""snmp_var_new_ret"", null, null]","[""snmp_var_new_ret"", null, ""asn_parse_objid_arg_ret""]"
689,1,"[null, ""snmp_var_new_ret"", null, null]",[]
690,1,"[""get_token_ret"", ""get_token_ret"", null]","[""get_token_arg"", ""get_token_ret""]"
691,1,"[""get_token_ret"", null, ""get_token_ret"", null]","[""strlen_arg"", ""get_token_ret""]"
692,1,"[""get_token_ret"", ""get_token_ret"", null]","[""atoi_arg"", ""get_token_ret""]"
903,2,"[""get_token_ret"", null]","[""atoi_arg"", ""get_token_ret""]"
946,4,"[""get_token_ret"", null]","[null, ""get_token_ret""]"
693,1,"["" struct subid"", null]","[""memset_arg_ret"", null, ""get_token_ret""]"
694,1,"[""int"", ""getoid_ret""]","[null, null, ""get_token_ret""]"
904,2,"[""getoid_ret"", ""getoid_ret""]","[null, null, ""get_token_ret""]"
947,6,"[""get_token_ret"", null]","[""get_token_arg"", ""get_token_ret""]"
905,2,"[""get_token_ret"", null]","[""strcpy_arg"", ""get_token_ret""]"
695,1,"[""get_token_ret""]","[""get_token_arg"", ""get_token_ret""]"
696,1,"[""get_token_ret"", null, ""get_token_ret"", null, ""get_token_ret"", null, ""get_token_ret"", null]","[null, ""get_token_ret""]"
697,1,"[""get_token_ret"", null, ""get_token_ret"", null, ""get_token_ret"", null, ""get_token_ret"", null]","[""get_token_arg"", ""get_token_ret""]"
698,1,"[""get_token_ret"", null, ""get_token_ret"", null, ""get_token_ret"", null]","[""get_token_arg"", ""get_token_ret""]"
699,1,"[""get_token_ret"", null, ""get_token_ret"", null]","[""get_token_arg"", ""get_token_ret""]"
700,1,"[null, ""getoid_ret"", null]","[""free_node_arg_ret"", ""xfree_arg"", ""get_token_ret""]"
701,1,"[""get_token_ret"", null]","[""strncpy_arg"", ""get_token_ret""]"
702,1,"[""parse_objecttype_ret"", null]","[null, null, ""get_token_ret""]"
703,1,"[""parse_objecttype_ret"", null, null]","[null, null, ""get_token_ret""]"
704,1,"[""parse_objectid_ret"", null]","[null, null, ""get_token_ret""]"
705,1,"[""parse_objectid_ret"", null, null]","[null, null, ""get_token_ret""]"
706,1,"[""get_token_ret"", null]","[null, null, ""parse_asntype_ret""]"
707,1,"[""get_token_ret"", null]","[""parse_objectid_ret"", null, ""parse_objectid_ret"", null, ""parse_objectid_ret"", null, ""parse_objectid_ret"", ""parse_asntype_ret""]"
708,1,"[""parse_objectid_ret"", null]",[]
709,1,"[""parse_objectid_ret"", null]","["" struct enum_list"", null, "" struct enum_list"", null]"
906,2,"[""int""]","[""FILE"", null]"
710,1,"[""int""]","[""FILE""]"
711,1,"[""RFCNB_Pkt_Type_ret"", null]","[""RFCNB_Pkt_Len_ret"", ""RFCNB_Print_Hex_arg""]"
907,3,"[""RFCNB_Pkt_Type_ret"", null]","[""RFCNB_Pkt_Len_ret"", ""Prot_Print_Routine_arg_ret""]"
