class,class_size,patch_file,old_loc,old_log,new_log,function,function_loc,check,variable,edit,file,function,loc,log,check,variable,necessity
2000,2,git-2.10.5_diff_git-2.11.0,397,"error(_(""Could not parse parent commit %s\n""),
				oid_to_hex(&parent->object.oid));","error(_(""could not parse parent commit %s\n""),
				oid_to_hex(&parent->object.oid));",/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_function_445.cpp,10,"[""parse_commit_ret""]","[""oid_to_hex_ret""]","[[""Could""], [""could""]]",/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/repos/git-2.10.5/shallow.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_repos_function_3952_git-2.10.5.cpp,42,"die(""unable to parse commit %s"",
			    oid_to_hex(&c->object.oid))","[""parse_commit_ret""]","[""oid_to_hex_ret""]",reject
2001,2,git-2.10.5_diff_git-2.11.0,493,"error(_(""Mainline was specified but commit %s is not a merge.""),
			oid_to_hex(&commit->object.oid));","error(_(""mainline was specified but commit %s is not a merge.""),
			oid_to_hex(&commit->object.oid));",/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_function_450.cpp,48,"[""error_dirty_index_arg_ret"", null]","[""oid_to_hex_ret""]","[[""Mainline""], [""mainline""]]",/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/repos/git-2.10.5/sequencer.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_repos_function_2535_git-2.10.5.cpp,36,"error(_(""Commit %s is a merge but no -m option was given.""),
				oid_to_hex(&commit->object.oid))","[""error_dirty_index_arg_ret"", null]","[""oid_to_hex_ret""]",reject
2001,2,git-2.10.5_diff_git-2.11.0,493,"error(_(""Mainline was specified but commit %s is not a merge.""),
			oid_to_hex(&commit->object.oid));","error(_(""mainline was specified but commit %s is not a merge.""),
			oid_to_hex(&commit->object.oid));",/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_function_450.cpp,48,"[""error_dirty_index_arg_ret"", null]","[""oid_to_hex_ret""]","[[""Mainline""], [""mainline""]]",/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/repos/git-2.10.5/sequencer.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_repos_function_2535_git-2.10.5.cpp,48,"error(_(""Mainline was specified but commit %s is not a merge.""),
			oid_to_hex(&commit->object.oid))","[""error_dirty_index_arg_ret"", null]","[""oid_to_hex_ret""]",accept-true
2002,2,git-2.10.5_diff_git-2.11.0,1084,"die(_(""revision walk setup failed""));","error(_(""revision walk setup failed""));",/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_function_480.cpp,55,"[""prepare_revision_walk_ret""]",[],"[[""die""], [""error""]]",/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/repos/git-2.10.5/pack-bitmap.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_repos_function_242_git-2.10.5.cpp,88,"die(""revision walk setup failed"")","[""prepare_revision_walk_ret""]",[],accept-true
2002,2,git-2.10.5_diff_git-2.11.0,1084,"die(_(""revision walk setup failed""));","error(_(""revision walk setup failed""));",/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_function_480.cpp,55,"[""prepare_revision_walk_ret""]",[],"[[""die""], [""error""]]",/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/repos/git-2.10.5/pack-bitmap.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_repos_function_253_git-2.10.5.cpp,40,"die(""revision walk setup failed"")","[""prepare_revision_walk_ret""]",[],accept-true
2002,2,git-2.10.5_diff_git-2.11.0,1084,"die(_(""revision walk setup failed""));","error(_(""revision walk setup failed""));",/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_function_480.cpp,55,"[""prepare_revision_walk_ret""]",[],"[[""die""], [""error""]]",/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/repos/git-2.10.5/ref-filter.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_repos_function_503_git-2.10.5.cpp,21,"die(_(""revision walk setup failed""))","[""prepare_revision_walk_ret""]",[],accept-true
2002,2,git-2.10.5_diff_git-2.11.0,1084,"die(_(""revision walk setup failed""));","error(_(""revision walk setup failed""));",/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_function_480.cpp,55,"[""prepare_revision_walk_ret""]",[],"[[""die""], [""error""]]",/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/repos/git-2.10.5/pack-bitmap-write.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_repos_function_1728_git-2.10.5.cpp,49,"die(""revision walk setup failed"")","[""prepare_revision_walk_ret""]",[],accept-true
2002,2,git-2.10.5_diff_git-2.11.0,1084,"die(_(""revision walk setup failed""));","error(_(""revision walk setup failed""));",/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_function_480.cpp,55,"[""prepare_revision_walk_ret""]",[],"[[""die""], [""error""]]",/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/repos/git-2.10.5/bundle.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_repos_function_2006_git-2.10.5.cpp,36,"die(_(""revision walk setup failed""))","[""prepare_revision_walk_ret""]",[],accept-true
2002,2,git-2.10.5_diff_git-2.11.0,1084,"die(_(""revision walk setup failed""));","error(_(""revision walk setup failed""));",/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_function_480.cpp,55,"[""prepare_revision_walk_ret""]",[],"[[""die""], [""error""]]",/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/repos/git-2.10.5/sequencer.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_repos_function_2536_git-2.10.5.cpp,10,"die(_(""revision walk setup failed""))","[""prepare_revision_walk_ret""]",[],accept-true
2002,2,git-2.10.5_diff_git-2.11.0,1084,"die(_(""revision walk setup failed""));","error(_(""revision walk setup failed""));",/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_function_480.cpp,55,"[""prepare_revision_walk_ret""]",[],"[[""die""], [""error""]]",/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/repos/git-2.10.5/sequencer.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_repos_function_2556_git-2.10.5.cpp,55,"die(_(""revision walk setup failed""))","[""prepare_revision_walk_ret""]",[],accept-true
2002,2,git-2.10.5_diff_git-2.11.0,1084,"die(_(""revision walk setup failed""));","error(_(""revision walk setup failed""));",/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_function_480.cpp,55,"[""prepare_revision_walk_ret""]",[],"[[""die""], [""error""]]",/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/repos/git-2.10.5/reachable.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_repos_function_2566_git-2.10.5.cpp,35,"die(""revision walk setup failed"")","[""prepare_revision_walk_ret""]",[],accept-true
2002,2,git-2.10.5_diff_git-2.11.0,1084,"die(_(""revision walk setup failed""));","error(_(""revision walk setup failed""));",/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_function_480.cpp,55,"[""prepare_revision_walk_ret""]",[],"[[""die""], [""error""]]",/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/repos/git-2.10.5/reachable.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_repos_function_2566_git-2.10.5.cpp,43,"die(""revision walk setup failed"")","[""prepare_revision_walk_ret""]",[],accept-true
2002,2,git-2.10.5_diff_git-2.11.0,1084,"die(_(""revision walk setup failed""));","error(_(""revision walk setup failed""));",/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_function_480.cpp,55,"[""prepare_revision_walk_ret""]",[],"[[""die""], [""error""]]",/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/repos/git-2.10.5/bisect.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_repos_function_3100_git-2.10.5.cpp,3,"die(""revision walk setup failed"")","[""prepare_revision_walk_ret""]",[],accept-true
2002,2,git-2.10.5_diff_git-2.11.0,1084,"die(_(""revision walk setup failed""));","error(_(""revision walk setup failed""));",/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_function_480.cpp,55,"[""prepare_revision_walk_ret""]",[],"[[""die""], [""error""]]",/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/repos/git-2.10.5/submodule.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_repos_function_3189_git-2.10.5.cpp,18,"die(""revision walk setup failed"")","[""prepare_revision_walk_ret""]",[],accept-true
2002,2,git-2.10.5_diff_git-2.11.0,1084,"die(_(""revision walk setup failed""));","error(_(""revision walk setup failed""));",/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_function_480.cpp,55,"[""prepare_revision_walk_ret""]",[],"[[""die""], [""error""]]",/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/repos/git-2.10.5/submodule.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_repos_function_3197_git-2.10.5.cpp,19,"die(""revision walk setup failed"")","[""prepare_revision_walk_ret""]",[],accept-true
2002,2,git-2.10.5_diff_git-2.11.0,1084,"die(_(""revision walk setup failed""));","error(_(""revision walk setup failed""));",/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_function_480.cpp,55,"[""prepare_revision_walk_ret""]",[],"[[""die""], [""error""]]",/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/repos/git-2.10.5/submodule.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_repos_function_3205_git-2.10.5.cpp,26,"die(""revision walk setup failed"")","[""prepare_revision_walk_ret""]",[],accept-true
2002,2,git-2.10.5_diff_git-2.11.0,1084,"die(_(""revision walk setup failed""));","error(_(""revision walk setup failed""));",/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_function_480.cpp,55,"[""prepare_revision_walk_ret""]",[],"[[""die""], [""error""]]",/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/repos/git-2.10.5/http-push.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_repos_function_3419_git-2.10.5.cpp,242,"die(""revision walk setup failed"")","[""prepare_revision_walk_ret""]",[],accept-true
2002,2,git-2.10.5_diff_git-2.11.0,1084,"die(_(""revision walk setup failed""));","error(_(""revision walk setup failed""));",/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_function_480.cpp,55,"[""prepare_revision_walk_ret""]",[],"[[""die""], [""error""]]",/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/repos/git-2.10.5/remote.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_repos_function_3855_git-2.10.5.cpp,46,"die(""revision walk setup failed"")","[""prepare_revision_walk_ret""]",[],accept-true
2002,2,git-2.10.5_diff_git-2.11.0,1084,"die(_(""revision walk setup failed""));","error(_(""revision walk setup failed""));",/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_function_480.cpp,55,"[""prepare_revision_walk_ret""]",[],"[[""die""], [""error""]]",/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/repos/git-2.10.5/builtin/blame.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_repos_function_4497_git-2.10.5.cpp,245,"die(_(""revision walk setup failed""))","[""prepare_revision_walk_ret""]",[],accept-true
2002,2,git-2.10.5_diff_git-2.11.0,1084,"die(_(""revision walk setup failed""));","error(_(""revision walk setup failed""));",/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_function_480.cpp,55,"[""prepare_revision_walk_ret""]",[],"[[""die""], [""error""]]",/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/repos/git-2.10.5/builtin/shortlog.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_repos_function_4604_git-2.10.5.cpp,5,"die(_(""revision walk setup failed""))","[""prepare_revision_walk_ret""]",[],accept-true
2002,2,git-2.10.5_diff_git-2.11.0,1084,"die(_(""revision walk setup failed""));","error(_(""revision walk setup failed""));",/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_function_480.cpp,55,"[""prepare_revision_walk_ret""]",[],"[[""die""], [""error""]]",/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/repos/git-2.10.5/builtin/commit.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_repos_function_4647_git-2.10.5.cpp,20,"die(_(""revision walk setup failed""))","[""prepare_revision_walk_ret""]",[],accept-true
2002,2,git-2.10.5_diff_git-2.11.0,1084,"die(_(""revision walk setup failed""));","error(_(""revision walk setup failed""));",/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_function_480.cpp,55,"[""prepare_revision_walk_ret""]",[],"[[""die""], [""error""]]",/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/repos/git-2.10.5/builtin/log.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_repos_function_5190_git-2.10.5.cpp,10,"die(_(""revision walk setup failed""))","[""prepare_revision_walk_ret""]",[],accept-true
2002,2,git-2.10.5_diff_git-2.11.0,1084,"die(_(""revision walk setup failed""));","error(_(""revision walk setup failed""));",/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_function_480.cpp,55,"[""prepare_revision_walk_ret""]",[],"[[""die""], [""error""]]",/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/repos/git-2.10.5/builtin/log.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_repos_function_5205_git-2.10.5.cpp,30,"die(_(""revision walk setup failed""))","[""prepare_revision_walk_ret""]",[],accept-true
2002,2,git-2.10.5_diff_git-2.11.0,1084,"die(_(""revision walk setup failed""));","error(_(""revision walk setup failed""));",/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_function_480.cpp,55,"[""prepare_revision_walk_ret""]",[],"[[""die""], [""error""]]",/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/repos/git-2.10.5/builtin/log.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_repos_function_5226_git-2.10.5.cpp,31,"die(_(""revision walk setup failed""))","[""prepare_revision_walk_ret""]",[],accept-true
2002,2,git-2.10.5_diff_git-2.11.0,1084,"die(_(""revision walk setup failed""));","error(_(""revision walk setup failed""));",/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_function_480.cpp,55,"[""prepare_revision_walk_ret""]",[],"[[""die""], [""error""]]",/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/repos/git-2.10.5/builtin/log.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_repos_function_5228_git-2.10.5.cpp,283,"die(_(""revision walk setup failed""))","[""prepare_revision_walk_ret""]",[],accept-true
2002,2,git-2.10.5_diff_git-2.11.0,1084,"die(_(""revision walk setup failed""));","error(_(""revision walk setup failed""));",/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_function_480.cpp,55,"[""prepare_revision_walk_ret""]",[],"[[""die""], [""error""]]",/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/repos/git-2.10.5/builtin/log.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_repos_function_5231_git-2.10.5.cpp,63,"die(_(""revision walk setup failed""))","[""prepare_revision_walk_ret""]",[],accept-true
2002,2,git-2.10.5_diff_git-2.11.0,1084,"die(_(""revision walk setup failed""));","error(_(""revision walk setup failed""));",/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_function_480.cpp,55,"[""prepare_revision_walk_ret""]",[],"[[""die""], [""error""]]",/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/repos/git-2.10.5/builtin/fmt-merge-msg.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_repos_function_5370_git-2.10.5.cpp,27,"die(""revision walk setup failed"")","[""prepare_revision_walk_ret""]",[],accept-true
2002,2,git-2.10.5_diff_git-2.11.0,1084,"die(_(""revision walk setup failed""));","error(_(""revision walk setup failed""));",/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_function_480.cpp,55,"[""prepare_revision_walk_ret""]",[],"[[""die""], [""error""]]",/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/repos/git-2.10.5/builtin/fast-export.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_repos_function_5449_git-2.10.5.cpp,78,"die(""revision walk setup failed"")","[""prepare_revision_walk_ret""]",[],accept-true
2002,2,git-2.10.5_diff_git-2.11.0,1084,"die(_(""revision walk setup failed""));","error(_(""revision walk setup failed""));",/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_function_480.cpp,55,"[""prepare_revision_walk_ret""]",[],"[[""die""], [""error""]]",/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/repos/git-2.10.5/builtin/rev-list.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_repos_function_5523_git-2.10.5.cpp,117,"die(""revision walk setup failed"")","[""prepare_revision_walk_ret""]",[],accept-true
2002,2,git-2.10.5_diff_git-2.11.0,1084,"die(_(""revision walk setup failed""));","error(_(""revision walk setup failed""));",/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_function_480.cpp,55,"[""prepare_revision_walk_ret""]",[],"[[""die""], [""error""]]",/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/repos/git-2.10.5/builtin/merge.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_repos_function_5685_git-2.10.5.cpp,21,"die(_(""revision walk setup failed""))","[""prepare_revision_walk_ret""]",[],accept-true
2002,2,git-2.10.5_diff_git-2.11.0,1084,"die(_(""revision walk setup failed""));","error(_(""revision walk setup failed""));",/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_function_480.cpp,55,"[""prepare_revision_walk_ret""]",[],"[[""die""], [""error""]]",/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/repos/git-2.10.5/builtin/pack-objects.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_repos_function_5781_git-2.10.5.cpp,43,"die(""revision walk setup failed"")","[""prepare_revision_walk_ret""]",[],accept-true
2002,2,git-2.10.5_diff_git-2.11.0,1084,"die(_(""revision walk setup failed""));","error(_(""revision walk setup failed""));",/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_function_480.cpp,55,"[""prepare_revision_walk_ret""]",[],"[[""die""], [""error""]]",/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/repos/git-2.10.5/builtin/pack-objects.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_repos_function_5781_git-2.10.5.cpp,53,"die(""revision walk setup failed"")","[""prepare_revision_walk_ret""]",[],accept-true
2107,7,git-2.10.5_diff_git-2.11.0,381,"print_ref_status('!', ""[rejected]"", ref, ref->peer_ref,
						 ""already exists"", porcelain);","print_ref_status('!', ""[rejected]"", ref, ref->peer_ref,
				 ""already exists"", porcelain, summary_width);",/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_function_507.cpp,25,"[""print_ok_ref_status_arg"", null, null]","[""print_ok_ref_status_arg"", ""print_ok_ref_status_arg"", null, ""print_ok_ref_status_arg""]","[[], [""summary_width""]]",/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/repos/git-2.10.5/transport.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_repos_function_2231_git-2.10.5.cpp,21,"print_ref_status('!', ""[rejected]"", ref, ref->peer_ref,
						 ""non-fast-forward"", porcelain)","[""print_ok_ref_status_arg"", null, null]","[""print_ok_ref_status_arg"", ""print_ok_ref_status_arg"", null, ""print_ok_ref_status_arg""]",accept-true
2107,7,git-2.10.5_diff_git-2.11.0,381,"print_ref_status('!', ""[rejected]"", ref, ref->peer_ref,
						 ""already exists"", porcelain);","print_ref_status('!', ""[rejected]"", ref, ref->peer_ref,
				 ""already exists"", porcelain, summary_width);",/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_function_507.cpp,25,"[""print_ok_ref_status_arg"", null, null]","[""print_ok_ref_status_arg"", ""print_ok_ref_status_arg"", null, ""print_ok_ref_status_arg""]","[[], [""summary_width""]]",/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/repos/git-2.10.5/transport.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_repos_function_2231_git-2.10.5.cpp,25,"print_ref_status('!', ""[rejected]"", ref, ref->peer_ref,
						 ""already exists"", porcelain)","[""print_ok_ref_status_arg"", null, null]","[""print_ok_ref_status_arg"", ""print_ok_ref_status_arg"", null, ""print_ok_ref_status_arg""]",accept-true
2107,7,git-2.10.5_diff_git-2.11.0,381,"print_ref_status('!', ""[rejected]"", ref, ref->peer_ref,
						 ""already exists"", porcelain);","print_ref_status('!', ""[rejected]"", ref, ref->peer_ref,
				 ""already exists"", porcelain, summary_width);",/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_function_507.cpp,25,"[""print_ok_ref_status_arg"", null, null]","[""print_ok_ref_status_arg"", ""print_ok_ref_status_arg"", null, ""print_ok_ref_status_arg""]","[[], [""summary_width""]]",/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/repos/git-2.10.5/transport.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_repos_function_2231_git-2.10.5.cpp,29,"print_ref_status('!', ""[rejected]"", ref, ref->peer_ref,
						 ""fetch first"", porcelain)","[""print_ok_ref_status_arg"", null, null]","[""print_ok_ref_status_arg"", ""print_ok_ref_status_arg"", null, ""print_ok_ref_status_arg""]",accept-true
2107,7,git-2.10.5_diff_git-2.11.0,381,"print_ref_status('!', ""[rejected]"", ref, ref->peer_ref,
						 ""already exists"", porcelain);","print_ref_status('!', ""[rejected]"", ref, ref->peer_ref,
				 ""already exists"", porcelain, summary_width);",/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_function_507.cpp,25,"[""print_ok_ref_status_arg"", null, null]","[""print_ok_ref_status_arg"", ""print_ok_ref_status_arg"", null, ""print_ok_ref_status_arg""]","[[], [""summary_width""]]",/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/repos/git-2.10.5/transport.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_repos_function_2231_git-2.10.5.cpp,33,"print_ref_status('!', ""[rejected]"", ref, ref->peer_ref,
						 ""needs force"", porcelain)","[""print_ok_ref_status_arg"", null, null]","[""print_ok_ref_status_arg"", ""print_ok_ref_status_arg"", null, ""print_ok_ref_status_arg""]",accept-true
2107,7,git-2.10.5_diff_git-2.11.0,381,"print_ref_status('!', ""[rejected]"", ref, ref->peer_ref,
						 ""already exists"", porcelain);","print_ref_status('!', ""[rejected]"", ref, ref->peer_ref,
				 ""already exists"", porcelain, summary_width);",/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_function_507.cpp,25,"[""print_ok_ref_status_arg"", null, null]","[""print_ok_ref_status_arg"", ""print_ok_ref_status_arg"", null, ""print_ok_ref_status_arg""]","[[], [""summary_width""]]",/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/repos/git-2.10.5/transport.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_repos_function_2231_git-2.10.5.cpp,37,"print_ref_status('!', ""[rejected]"", ref, ref->peer_ref,
						 ""stale info"", porcelain)","[""print_ok_ref_status_arg"", null, null]","[""print_ok_ref_status_arg"", ""print_ok_ref_status_arg"", null, ""print_ok_ref_status_arg""]",accept-true
2107,7,git-2.10.5_diff_git-2.11.0,381,"print_ref_status('!', ""[rejected]"", ref, ref->peer_ref,
						 ""already exists"", porcelain);","print_ref_status('!', ""[rejected]"", ref, ref->peer_ref,
				 ""already exists"", porcelain, summary_width);",/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_function_507.cpp,25,"[""print_ok_ref_status_arg"", null, null]","[""print_ok_ref_status_arg"", ""print_ok_ref_status_arg"", null, ""print_ok_ref_status_arg""]","[[], [""summary_width""]]",/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/repos/git-2.10.5/transport.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_repos_function_2231_git-2.10.5.cpp,41,"print_ref_status('!', ""[rejected]"", ref, ref->peer_ref,
						 ""new shallow roots not allowed"", porcelain)","[""print_ok_ref_status_arg"", null, null]","[""print_ok_ref_status_arg"", ""print_ok_ref_status_arg"", null, ""print_ok_ref_status_arg""]",accept-true
2107,7,git-2.10.5_diff_git-2.11.0,381,"print_ref_status('!', ""[rejected]"", ref, ref->peer_ref,
						 ""already exists"", porcelain);","print_ref_status('!', ""[rejected]"", ref, ref->peer_ref,
				 ""already exists"", porcelain, summary_width);",/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_function_507.cpp,25,"[""print_ok_ref_status_arg"", null, null]","[""print_ok_ref_status_arg"", ""print_ok_ref_status_arg"", null, ""print_ok_ref_status_arg""]","[[], [""summary_width""]]",/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/repos/git-2.10.5/transport.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_repos_function_2231_git-2.10.5.cpp,55,"print_ref_status('!', ""[rejected]"", ref, ref->peer_ref,
						 ""atomic push failed"", porcelain)","[""print_ok_ref_status_arg"", null, null]","[""print_ok_ref_status_arg"", ""print_ok_ref_status_arg"", null, ""print_ok_ref_status_arg""]",accept-true
2003,2,git-2.10.5_diff_git-2.11.0,420,"packet_write(1, ""ACK %s continue\n"", hex);","packet_write_fmt(1, ""ACK %s continue\n"", hex);",/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_function_528.cpp,43,[null],"[""sha1_to_hex_ret""]","[[""packet_write""], [""packet_write_fmt""]]",/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/repos/git-2.10.5/upload-pack.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_repos_function_148_git-2.10.5.cpp,41,"packet_write(1, ""ACK %s ready\n"", hex)",[null],"[""sha1_to_hex_ret""]",accept-true
2003,2,git-2.10.5_diff_git-2.11.0,420,"packet_write(1, ""ACK %s continue\n"", hex);","packet_write_fmt(1, ""ACK %s continue\n"", hex);",/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_function_528.cpp,43,[null],"[""sha1_to_hex_ret""]","[[""packet_write""], [""packet_write_fmt""]]",/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/repos/git-2.10.5/upload-pack.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_repos_function_148_git-2.10.5.cpp,43,"packet_write(1, ""ACK %s continue\n"", hex)",[null],"[""sha1_to_hex_ret""]",accept-true
