patch_file,old_file,new_file,patch_hunk_file,old_hunk_file,new_hunk_file,old_hunk_loc,new_hunk_loc,old_loc,new_loc,old_log,new_log,action_type,old_log_file,new_log_file,function,function_loc,edit_words,edit_feature,check,variable,ddg_codes,ddg_locs,cluster
curl-7.21.2_diff_curl-7.21.3,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/curl/repos/curl-7.21.2/lib/krb5.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/curl/repos/curl-7.21.3/lib/krb5.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/curl/gumtree/curl_patch_hunk_494.cpp,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/curl/gumtree/curl_old_hunk_494.cpp,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/curl/gumtree/curl_new_hunk_494.cpp,6,6,301,301,"Curl_failf(data, ""Out of memory base64-encoding"");","Curl_failf(data, ""Out of memory base64-encoding\n"");",3,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/curl/gumtree/curl_old_log_5651.cpp,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/curl/gumtree/curl_new_log_5651.cpp,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/curl/gumtree/curl_function_5651.cpp,132,"[[u'encoding'], [u'encoding\\n']]",[10698077971872992048],"[""gss_buffer_desc"", null]","[""Curl_infof_arg""]",set([]),set([]),135
curl-7.21.2_diff_curl-7.21.3,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/curl/repos/curl-7.21.2/src/main.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/curl/repos/curl-7.21.3/src/main.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/curl/gumtree/curl_patch_hunk_508.cpp,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/curl/gumtree/curl_old_hunk_508.cpp,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/curl/gumtree/curl_new_hunk_508.cpp,-5618,12,-1,5652,,"warnf(config, ""Error setting extended attributes: %s\n"",
                    strerror(errno) );",7,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/curl/gumtree/curl_old_log_5789.cpp,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/curl/gumtree/curl_new_log_5789.cpp,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/curl/gumtree/curl_function_5789.cpp,1180,"[[], [u'warnf', u'config', u'Error', u'setting', u'extended', u'attributes', u'%s\\n', u'strerror', u'errno']]",[39496205828286988169],"[""fwrite_xattr_ret""]","[""strerror_ret"", ""dumpeasycode_arg""]",set([]),set([]),31
curl-7.21.6_diff_curl-7.21.7,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/curl/repos/curl-7.21.6/lib/splay.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/curl/repos/curl-7.21.7/lib/splay.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/curl/gumtree/curl_patch_hunk_552.cpp,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/curl/gumtree/curl_old_hunk_552.cpp,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/curl/gumtree/curl_new_hunk_552.cpp,70,-283,397,-1,"puts(""out of memory!"");",,7,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/curl/gumtree/curl_old_log_6284.cpp,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/curl/gumtree/curl_new_log_6284.cpp,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/curl/gumtree/curl_function_6284.cpp,19,"[[u'puts', u'out', u'of', u'memory'], []]",[-15226784019253401573],"[""malloc_ret""]",[],set([]),set([]),32
curl-7.21.7_diff_curl-7.22.0,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/curl/repos/curl-7.21.7/lib/krb4.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/curl/repos/curl-7.22.0/lib/krb4.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/curl/gumtree/curl_patch_hunk_576.cpp,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/curl/gumtree/curl_old_hunk_576.cpp,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/curl/gumtree/curl_new_hunk_576.cpp,7,-245,252,-1,"Curl_failf(data, ""Out of memory base64-encoding"");",,7,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/curl/gumtree/curl_old_log_6674.cpp,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/curl/gumtree/curl_new_log_6674.cpp,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/curl/gumtree/curl_function_6674.cpp,53,"[[u'Curl_failf', u'data', u'Out', u'of', u'memory', u'base64', u'encoding'], []]",[5822407661074842572],"[""Curl_base64_encode_ret""]","[""infof_arg_ret""]",set([]),set([]),33
curl-7.21.7_diff_curl-7.22.0,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/curl/repos/curl-7.21.7/lib/krb4.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/curl/repos/curl-7.22.0/lib/krb4.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/curl/gumtree/curl_patch_hunk_576.cpp,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/curl/gumtree/curl_old_hunk_576.cpp,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/curl/gumtree/curl_new_hunk_576.cpp,-246,9,-1,253,,"Curl_failf(data, ""base64-encoding: %s"", curl_easy_strerror(result));",7,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/curl/gumtree/curl_old_log_6675.cpp,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/curl/gumtree/curl_new_log_6675.cpp,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/curl/gumtree/curl_function_6675.cpp,56,"[[], [u'Curl_failf', u'data', u'base64', u'encoding', u'%s', u'curl_easy_strerror', u'result']]",[-11874637718063198127],"[""Curl_base64_encode_ret""]","[""curl_easy_strerror_ret"", ""infof_arg_ret""]",set([]),set([]),34
curl-7.21.7_diff_curl-7.22.0,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/curl/repos/curl-7.21.7/lib/krb4.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/curl/repos/curl-7.22.0/lib/krb4.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/curl/gumtree/curl_patch_hunk_577.cpp,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/curl/gumtree/curl_old_hunk_577.cpp,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/curl/gumtree/curl_new_hunk_577.cpp,-261,19,-1,280,,"Curl_failf(data, ""base64-decoding: %s"", curl_easy_strerror(result));",7,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/curl/gumtree/curl_old_log_6676.cpp,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/curl/gumtree/curl_new_log_6676.cpp,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/curl/gumtree/curl_function_6676.cpp,83,"[[], [u'Curl_failf', u'data', u'base64', u'decoding', u'%s', u'curl_easy_strerror', u'result']]",[-10189148982116237831],"[""Curl_base64_decode_ret""]","[""curl_easy_strerror_ret"", ""infof_arg_ret""]",set([]),set([]),35
curl-7.21.7_diff_curl-7.22.0,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/curl/repos/curl-7.21.7/lib/krb4.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/curl/repos/curl-7.22.0/lib/krb4.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/curl/gumtree/curl_patch_hunk_578.cpp,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/curl/gumtree/curl_old_hunk_578.cpp,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/curl/gumtree/curl_new_hunk_578.cpp,-329,39,-1,373,,"Curl_failf(conn->data, ""base64-decoding: %s"", curl_easy_strerror(result));",7,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/curl/gumtree/curl_old_log_6677.cpp,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/curl/gumtree/curl_new_log_6677.cpp,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/curl/gumtree/curl_function_6677.cpp,41,"[[], [u'Curl_failf', u'conn', u'data', u'base64', u'decoding', u'%s', u'curl_easy_strerror', u'result']]",[-4715768683994291305],"[""Curl_base64_decode_ret""]","[""curl_easy_strerror_ret"", ""krb4_set_command_prot_arg_ret"", null]",set([]),set([]),36
curl-7.21.7_diff_curl-7.22.0,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/curl/repos/curl-7.21.7/lib/krb4.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/curl/repos/curl-7.22.0/lib/krb4.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/curl/gumtree/curl_patch_hunk_579.cpp,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/curl/gumtree/curl_old_hunk_579.cpp,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/curl/gumtree/curl_new_hunk_579.cpp,-403,9,-1,423,,"Curl_failf(conn->data, ""base64-encoding: %s"", curl_easy_strerror(result));",7,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/curl/gumtree/curl_old_log_6678.cpp,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/curl/gumtree/curl_new_log_6678.cpp,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/curl/gumtree/curl_function_6678.cpp,91,"[[], [u'Curl_failf', u'conn', u'data', u'base64', u'encoding', u'%s', u'curl_easy_strerror', u'result']]",[-6401257419941251601],"[""Curl_base64_encode_ret""]","[""curl_easy_strerror_ret"", ""Curl_GetFTPResponse_arg_ret"", null]",set([]),set([]),37
curl-7.21.7_diff_curl-7.22.0,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/curl/repos/curl-7.21.7/lib/krb5.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/curl/repos/curl-7.22.0/lib/krb5.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/curl/gumtree/curl_patch_hunk_580.cpp,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/curl/gumtree/curl_old_hunk_580.cpp,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/curl/gumtree/curl_new_hunk_580.cpp,18,19,303,289,"Curl_failf(data, ""Out of memory base64-encoding\n"");","Curl_failf(data,""base64-decoding: %s"", curl_easy_strerror(result));",7,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/curl/gumtree/curl_old_log_6679.cpp,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/curl/gumtree/curl_new_log_6679.cpp,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/curl/gumtree/curl_function_6679.cpp,133,"[[u'Out', u'of', u'memory', u'encoding\\n'], [u'decoding', u'%s', u'curl_easy_strerror', u'result']]",[-15064819292914387307],"[""gss_buffer_desc"", null]","[""Curl_infof_arg""]",set([]),set([]),135
curl-7.21.7_diff_curl-7.22.0,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/curl/repos/curl-7.21.7/src/main.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/curl/repos/curl-7.22.0/src/main.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/curl/gumtree/curl_patch_hunk_601.cpp,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/curl/gumtree/curl_old_hunk_601.cpp,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/curl/gumtree/curl_new_hunk_601.cpp,5,5,3167,3192,"warnf(config,
                ""-v/--verbose overrides an earlier trace/verbose option\n"");","warnf(config,
                ""-v, --verbose overrides an earlier trace/verbose option\n"");",3,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/curl/gumtree/curl_old_log_7173.cpp,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/curl/gumtree/curl_new_log_7173.cpp,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/curl/gumtree/curl_function_7173.cpp,1341,"[[u'v/'], [u'v']]",[-15104075638090840],"[""proto2num_arg"", null, ""proto2num_arg"", null, null]","[""proto2num_arg""]",set([]),set([]),38
curl-7.21.7_diff_curl-7.22.0,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/curl/repos/curl-7.21.7/src/main.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/curl/repos/curl-7.22.0/src/main.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/curl/gumtree/curl_patch_hunk_602.cpp,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/curl/gumtree/curl_old_hunk_602.cpp,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/curl/gumtree/curl_new_hunk_602.cpp,5,5,3300,3326,"warnf(config,
                ""Illegal date format for -z/--timecond (and not ""
                ""a file name). Disabling time condition. ""
                ""See curl_getdate(3) for valid date syntax.\n"");","warnf(config,
                ""Illegal date format for -z, --timecond (and not ""
                ""a file name). Disabling time condition. ""
                ""See curl_getdate(3) for valid date syntax.\n"");",3,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/curl/gumtree/curl_old_log_7174.cpp,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/curl/gumtree/curl_new_log_7174.cpp,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/curl/gumtree/curl_function_7174.cpp,1474,"[[u'z/'], [u'z']]",[-15616078202093896],"[""stat_ret""]","[""proto2num_arg""]",set([]),set([]),39
curl-7.24.0_diff_curl-7.25.0,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/curl/repos/curl-7.24.0/src/tool_getparam.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/curl/repos/curl-7.25.0/src/tool_getparam.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/curl/gumtree/curl_patch_hunk_651.cpp,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/curl/gumtree/curl_old_hunk_651.cpp,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/curl/gumtree/curl_new_hunk_651.cpp,-735,7,-1,743,,"warnf(config,
              ""--libcurl option was disabled at build-time!\n"");",7,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/curl/gumtree/curl_old_log_7417.cpp,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/curl/gumtree/curl_new_log_7417.cpp,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/curl/gumtree/curl_function_7417.cpp,458,"[[], [u'warnf', u'config', u'libcurl', u'option', u'was', u'disabled', u'at', u'build', u'time', u'\\n']]",[19856786107758353997],[null],"[""proto2num_arg""]",set([]),set([]),136
curl-7.24.0_diff_curl-7.25.0,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/curl/repos/curl-7.24.0/src/tool_operate.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/curl/repos/curl-7.25.0/src/tool_operate.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/curl/gumtree/curl_patch_hunk_652.cpp,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/curl/gumtree/curl_old_hunk_652.cpp,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/curl/gumtree/curl_new_hunk_652.cpp,-1144,9,-1,1173,,"warnf(config, ""Keep-alive functionality somewhat crippled due to ""
                ""missing support in your operating system!\n"");",7,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/curl/gumtree/curl_old_log_7418.cpp,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/curl/gumtree/curl_new_log_7418.cpp,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/curl/gumtree/curl_function_7418.cpp,1048,"[[], [u'warnf', u'config', u'Keep', u'alive', u'functionality', u'somewhat', u'crippled', u'due', u'to', u'missing', u'support', u'in', u'your', u'operating', u'system', u'\\n']]",[24589697518990078005],"[""my_setopt_arg"", null]","[""my_setopt_arg""]",set([]),set([]),137
curl-7.26.0_diff_curl-7.27.0,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/curl/repos/curl-7.26.0/lib/cookie.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/curl/repos/curl-7.27.0/lib/cookie.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/curl/gumtree/curl_patch_hunk_667.cpp,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/curl/gumtree/curl_old_hunk_667.cpp,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/curl/gumtree/curl_new_hunk_667.cpp,5,5,1070,1070,"fputs(""# Netscape HTTP Cookie File\n""
          ""# http://curl.haxx.se/rfc/cookie_spec.html\n""
          ""# This file was generated by libcurl! Edit at your own risk.\n\n"",
          out);","fputs(""# Netscape HTTP Cookie File\n""
          ""# http://curl.haxx.se/docs/http-cookies.html\n""
          ""# This file was generated by libcurl! Edit at your own risk.\n\n"",
          out);",3,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/curl/gumtree/curl_old_log_7509.cpp,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/curl/gumtree/curl_new_log_7509.cpp,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/curl/gumtree/curl_function_7509.cpp,25,"[[u'se/rfc/cookie_spec'], [u'se/docs/http', u'cookies']]",[1540857610062467906],"["" struct CookieInfo""]","[""fopen_ret""]",set([]),set([]),162
curl-7.26.0_diff_curl-7.27.0,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/curl/repos/curl-7.26.0/src/tool_cb_hdr.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/curl/repos/curl-7.27.0/src/tool_cb_hdr.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/curl/gumtree/curl_patch_hunk_682.cpp,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/curl/gumtree/curl_old_hunk_682.cpp,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/curl/gumtree/curl_new_hunk_682.cpp,24,26,61,63,"warnf(outs->config, ""Header data exceeds single call write limit!\n"");","warnf(heads->config, ""Header data exceeds single call write limit!\n"");",7,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/curl/gumtree/curl_old_log_7622.cpp,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/curl/gumtree/curl_new_log_7622.cpp,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/curl/gumtree/curl_function_7622.cpp,20,"[[u'outs'], [u'heads']]",[852523027201541249],"[""size_t"", ""size_t"", null, null]","[null, null]",set([]),set([]),40
curl-7.26.0_diff_curl-7.27.0,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/curl/repos/curl-7.26.0/src/tool_getparam.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/curl/repos/curl-7.27.0/src/tool_getparam.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/curl/gumtree/curl_patch_hunk_685.cpp,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/curl/gumtree/curl_old_hunk_685.cpp,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/curl/gumtree/curl_new_hunk_685.cpp,-816,12,-1,842,,"warnf(config,
                  ""--metalink option cannot be used because the version of ""
                  ""the linked libmetalink library is too old. ""
                  ""Required: %d.%d.%d, found %d.%d.%d\n"",
                  CURL_REQ_LIBMETALINK_MAJOR,
                  CURL_REQ_LIBMETALINK_MINOR,
                  CURL_REQ_LIBMETALINK_PATCH,
                  mlmaj, mlmin, mlpatch);",7,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/curl/gumtree/curl_old_log_7623.cpp,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/curl/gumtree/curl_new_log_7623.cpp,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/curl/gumtree/curl_function_7623.cpp,555,"[[], [u'warnf', u'config', u'metalink', u'option', u'cannot', u'be', u'used', u'because', u'the', u'version', u'of', u'the', u'linked', u'libmetalink', u'library', u'is', u'too', u'old', u'Required', u'%d', u'%d', u'%d', u'found', u'%d', u'%d', u'%d\\n', u'CURL_REQ_LIBMETALINK_MAJOR', u'CURL_REQ_LIBMETALINK_MINOR', u'CURL_REQ_LIBMETALINK_PATCH', u'mlmaj', u'mlmin', u'mlpatch']]",[51913254612717513039],"[""metalink_get_version_arg_ret"", ""metalink_get_version_arg_ret"", ""metalink_get_version_arg_ret"", null]","[""delegation_arg_ret"", null, null, null, ""metalink_get_version_arg_ret"", ""metalink_get_version_arg_ret"", ""metalink_get_version_arg_ret""]",set([]),set([]),41
curl-7.26.0_diff_curl-7.27.0,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/curl/repos/curl-7.26.0/src/tool_getparam.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/curl/repos/curl-7.27.0/src/tool_getparam.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/curl/gumtree/curl_patch_hunk_685.cpp,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/curl/gumtree/curl_old_hunk_685.cpp,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/curl/gumtree/curl_new_hunk_685.cpp,-816,25,-1,855,,"warnf(config, ""--metalink option is ignored because the binary is ""
                ""built without the Metalink support.\n"");",7,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/curl/gumtree/curl_old_log_7624.cpp,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/curl/gumtree/curl_new_log_7624.cpp,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/curl/gumtree/curl_function_7624.cpp,568,"[[], [u'warnf', u'config', u'metalink', u'option', u'is', u'ignored', u'because', u'the', u'binary', u'is', u'built', u'without', u'the', u'Metalink', u'support', u'\\n']]",[15220810008979219805],[null],"[""delegation_arg_ret""]",set([]),set([]),147
curl-7.28.1_diff_curl-7.29.0,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/curl/repos/curl-7.28.1/src/tool_formparse.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/curl/repos/curl-7.29.0/src/tool_formparse.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/curl/gumtree/curl_patch_hunk_724.cpp,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/curl/gumtree/curl_old_hunk_724.cpp,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/curl/gumtree/curl_new_hunk_724.cpp,-104,77,-1,248,,"warnf(config, ""skip unknown form field: %s\n"", unknown);",7,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/curl/gumtree/curl_old_log_7843.cpp,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/curl/gumtree/curl_new_log_7843.cpp,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/curl/gumtree/curl_function_7843.cpp,106,"[[], [u'warnf', u'config', u'skip', u'unknown', u'form', u'field', u'%s\\n', u'unknown']]",[7265010841146700895],"[""get_param_word_ret""]","["" struct Configurable"", ""get_param_word_ret""]",set([]),set([]),42
curl-7.32.0_diff_curl-7.33.0,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/curl/repos/curl-7.32.0/src/tool_getparam.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/curl/repos/curl-7.33.0/src/tool_getparam.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/curl/gumtree/curl_patch_hunk_761.cpp,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/curl/gumtree/curl_old_hunk_761.cpp,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/curl/gumtree/curl_new_hunk_761.cpp,-956,12,-1,995,,"warnf(config, ""--test-event is ignored unless a debug build!\n"");",7,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/curl/gumtree/curl_old_log_8192.cpp,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/curl/gumtree/curl_new_log_8192.cpp,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/curl/gumtree/curl_function_8192.cpp,599,"[[], [u'warnf', u'config', u'test', u'event', u'is', u'ignored', u'unless', u'a', u'debug', u'build', u'\\n']]",[22632805373336609028],[null],"[""delegation_arg_ret""]",set([]),set([]),147
curl-7.33.0_diff_curl-7.34.0,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/curl/repos/curl-7.33.0/src/tool_parsecfg.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/curl/repos/curl-7.34.0/src/tool_parsecfg.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/curl/gumtree/curl_patch_hunk_783.cpp,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/curl/gumtree/curl_old_hunk_783.cpp,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/curl/gumtree/curl_new_hunk_783.cpp,-177,20,-1,204,,"warnf(config, ""%s:%d: warning: '%s' uses unquoted white space in the""
                "" line that may cause side-effects!\n"",
                filename, lineno, option);",7,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/curl/gumtree/curl_old_log_8541.cpp,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/curl/gumtree/curl_new_log_8541.cpp,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/curl/gumtree/curl_function_8541.cpp,158,"[[], [u'warnf', u'config', u'%s', u'%d', u'warning', u'%s', u'uses', u'unquoted', u'white', u'space', u'in', u'the', u'line', u'that', u'may', u'cause', u'side', u'effects', u'\\n', u'filename', u'lineno', u'option']]",[-16171001506866639734],"[""ISSPACE_arg""]","[""getparameter_arg"", ""strcmp_arg"", null, ""getparameter_arg""]",set([]),set([]),148
curl-7.35.0_diff_curl-7.36.0,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/curl/repos/curl-7.35.0/src/tool_cb_dbg.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/curl/repos/curl-7.36.0/src/tool_cb_dbg.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/curl/gumtree/curl_patch_hunk_805.cpp,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/curl/gumtree/curl_old_hunk_805.cpp,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/curl/gumtree/curl_new_hunk_805.cpp,6,6,89,90,"warnf(config, ""Failed to create/open output"");","warnf(operation, ""Failed to create/open output"");",3,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/curl/gumtree/curl_old_log_8804.cpp,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/curl/gumtree/curl_new_log_8804.cpp,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/curl/gumtree/curl_function_8804.cpp,47,"[[u'config'], [u'operation']]",[1310446980743024862],"[""fprintf_arg""]",[null],set([]),set([]),140
